pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay
5.73791,5.4062,0.459214,162.455,6.08842,6.97338,0.0632322,1.01584,56.0,18.0,23.0
5.526,6.00154,1.43982,116.447,1.75899,7.98604,0.0632817,1.83362,72.0,13.0,15.0
6.43184,11.0343,0.754242,150.363,10.1402,9.74186,0.0634542,1.15625,66.0,16.0,15.0
6.74857,7.8331,0.579514,49.3059,4.67179,6.85914,0.0635914,0.883981,56.0,22.0,19.0
5.99826,10.7337,1.13824,17.8804,10.3817,9.04563,0.0639141,0.865447,64.0,20.0,16.0
5.98037,4.99863,0.46264,151.807,1.79167,8.59443,0.0639231,1.34756,53.0,23.0,18.0
5.71112,11.0838,0.907637,96.8505,4.87781,12.7496,0.0641674,1.97025,55.0,20.0,25.0
5.68834,7.94797,0.772891,16.626,4.70972,10.3495,0.0642068,1.08865,59.0,18.0,22.0
5.13094,6.00154,0.44981,116.273,3.78651,16.9357,0.0645923,1.40663,43.0,26.0,28.0
6.90632,10.4433,0.555673,116.714,13.3052,6.22045,0.0646772,1.22624,68.0,17.0,14.0
5.53159,9.31399,1.27306,48.0689,7.96701,12.6884,0.0647661,1.34384,64.0,18.0,18.0
5.41428,6.5475,0.577995,128.962,8.36925,7.85491,0.0648143,1.31277,56.0,19.0,23.0
5.11352,6.00154,0.44981,165.678,4.2791,16.9622,0.0649219,0.744822,53.0,19.0,28.0
5.95082,6.62679,0.388495,111.519,2.21977,8.44302,0.0650239,1.22557,52.0,26.0,21.0
5.50141,10.9033,1.04325,78.7353,4.63578,15.1809,0.0651074,1.64281,51.0,19.0,23.0
5.53855,9.26656,1.21791,94.7686,0.927437,14.38,0.0653454,1.36202,61.0,16.0,22.0
5.96298,11.4676,0.661675,63.7577,1.80095,8.85897,0.0654246,1.40642,61.0,21.0,16.0
5.83775,4.64093,0.51055,160.553,9.13712,5.02941,0.0658172,1.29171,62.0,18.0,19.0
5.92921,11.6097,0.985501,285.564,12.4603,7.3696,0.0659435,1.89951,54.0,20.0,20.0
5.46638,9.16161,1.01214,137.914,1.7517,7.62855,0.0663461,1.06556,42.0,24.0,28.0
6.14817,11.1469,0.668379,111.034,7.75269,8.92816,0.0666281,1.70947,66.0,20.0,14.0
6.15737,8.01215,0.721494,77.3232,2.32541,11.4562,0.0667331,1.43879,56.0,18.0,21.0
6.2048,7.90121,0.548495,116.538,3.46068,7.15273,0.0668723,1.01032,56.0,23.0,18.0
5.50349,10.7413,0.722045,91.9596,5.06767,6.72916,0.0671304,1.40649,55.0,22.0,20.0
6.64631,3.99635,0.490958,292.672,3.46122,15.4924,0.0672042,1.20167,56.0,18.0,23.0
5.87175,5.82347,0.693645,6.75874,3.87695,6.79168,0.0673274,0.810049,52.0,20.0,24.0
5.74738,9.46843,1.04648,46.144,7.11054,11.6322,0.0673776,0.836924,61.0,20.0,19.0
6.3635,2.73777,0.440091,41.5181,9.06382,5.87002,0.0675221,1.26658,70.0,15.0,14.0
5.9659,12.7214,0.734306,63.5178,5.9223,5.55394,0.0675505,1.37522,55.0,20.0,17.0
5.27047,8.2035,1.01309,42.2392,2.87697,8.71588,0.0676073,0.947952,56.0,21.0,23.0
5.09355,11.4919,1.01609,143.544,5.93164,7.98604,0.0676217,2.26217,55.0,23.0,19.0
5.67466,11.3978,1.61587,72.2729,2.18612,6.80727,0.0676265,1.38916,50.0,20.0,24.0
6.23987,6.98047,0.414117,93.9659,4.50603,7.37289,0.0676976,0.842973,70.0,12.0,13.0
5.51238,15.2716,0.983911,118.9,6.035,11.3628,0.0677253,0.841884,54.0,17.0,27.0
5.82225,9.70887,0.992182,178.858,6.49356,10.6959,0.0677665,1.74363,50.0,22.0,22.0
5.55945,9.26325,0.710204,93.5608,4.59609,6.07493,0.0678024,1.65919,49.0,25.0,24.0
6.46462,8.86088,0.447725,156.732,3.41686,7.59123,0.0679455,2.17273,57.0,23.0,19.0
6.23833,4.00896,0.392083,93.1042,3.61167,5.41316,0.0680866,1.3928,62.0,19.0,15.0
6.04725,12.5195,1.25263,184.805,2.75655,9.50652,0.0680869,1.61783,53.0,18.0,21.0
5.89616,7.952,0.562596,77.9782,1.64355,6.06571,0.0681429,1.0724,59.0,23.0,17.0
5.80969,13.3319,1.08943,73.1877,9.91212,10.0614,0.0682737,1.68295,50.0,21.0,27.0
5.24028,9.91171,1.04449,150.221,6.1453,17.236,0.0683805,0.950652,55.0,19.0,23.0
5.99592,6.63141,0.667746,132.792,5.34047,7.72408,0.0684313,1.2108,51.0,21.0,26.0
5.0899,7.48869,0.581288,146.623,2.44164,9.33318,0.0684532,1.18157,53.0,20.0,25.0
5.97794,7.12429,0.669732,129.933,3.88597,6.42883,0.0686372,1.45692,57.0,18.0,22.0
6.24208,9.38292,1.07584,256.629,6.54168,9.21213,0.0688966,0.775919,57.0,18.0,24.0
6.3131,8.86412,0.994367,171.713,4.67105,11.7065,0.0689352,0.815475,59.0,21.0,18.0
5.85599,6.63737,0.463531,93.9147,4.34658,5.7418,0.0689815,1.47187,53.0,22.0,22.0
6.24802,6.76532,0.411166,98.5608,19.4295,5.22215,0.0692216,1.53831,68.0,12.0,13.0
6.71635,7.47553,0.548498,59.3986,5.55322,5.66967,0.0694063,1.165,52.0,24.0,20.0
5.24786,8.43206,0.800297,14.4404,1.90518,9.84741,0.0698203,0.873871,58.0,17.0,21.0
6.54456,5.46112,0.524068,162.455,17.3714,8.67653,0.0700475,1.16579,63.0,16.0,15.0
5.58448,14.7265,1.12002,123.35,3.34773,9.8075,0.0701156,1.10557,57.0,17.0,21.0
5.97631,4.56708,0.431462,110.262,1.87379,6.19183,0.0701208,1.05353,59.0,23.0,18.0
6.11647,11.8327,0.884701,161.803,1.71993,7.28771,0.0701878,1.54939,65.0,19.0,13.0
5.89325,8.77942,0.704299,94.0267,6.81658,6.35812,0.0702003,1.81503,58.0,20.0,19.0
6.07167,14.6446,1.46051,104.305,15.044,10.312,0.0705332,1.36968,56.0,18.0,23.0
6.17706,10.6129,0.978006,173.659,1.23821,11.442,0.0705841,1.74389,56.0,18.0,23.0
5.90229,6.00154,0.44981,115.891,5.57353,5.5056,0.0706628,1.69073,66.0,15.0,14.0
5.58868,6.2661,0.787156,42.6546,3.03614,16.3268,0.0707737,1.33236,58.0,18.0,22.0
6.10763,4.62012,0.600699,42.8757,6.49475,6.94936,0.0710325,1.1758,51.0,21.0,21.0
6.20546,13.0429,1.2259,173.923,12.997,5.97577,0.0712319,1.508,49.0,26.0,21.0
6.58569,6.50456,0.527013,60.8137,3.71466,6.59645,0.0712721,1.31278,58.0,23.0,18.0
5.23596,6.00154,1.49585,199.266,19.9884,16.1354,0.0713369,1.80768,49.0,23.0,28.0
5.32872,17.544,1.41775,112.737,2.82872,9.99383,0.0716073,0.769344,53.0,19.0,27.0
5.89078,9.27863,1.08587,17.7273,3.16431,7.85912,0.0717665,1.05254,54.0,19.0,24.0
6.03941,7.4416,0.62612,121.769,9.87418,5.06142,0.0721364,1.56676,54.0,20.0,23.0
6.47322,10.3794,0.934688,112.267,8.51823,7.62197,0.0721801,1.76435,65.0,17.0,16.0
6.09502,7.20402,0.521905,133.418,12.3346,6.84615,0.0722528,1.49168,57.0,18.0,20.0
6.4613,7.68993,0.619577,150.658,8.65575,6.50837,0.0724549,1.40292,61.0,18.0,18.0
6.48778,9.06055,0.902036,77.2977,6.70557,5.80102,0.0725293,1.2373,69.0,14.0,16.0
6.05898,10.4968,1.0143,81.7622,2.61352,7.26207,0.0725921,2.17943,48.0,25.0,24.0
5.45989,7.53036,0.593558,84.1652,2.57401,9.23375,0.0728148,1.46888,61.0,18.0,16.0
5.27151,13.837,0.790984,85.5366,5.91972,9.93914,0.0728182,2.07816,60.0,14.0,22.0
5.54733,8.3904,0.556483,139.674,2.25846,9.64089,0.0733401,0.725772,58.0,18.0,22.0
5.60163,9.66563,0.682861,193.991,3.49063,10.186,0.0735827,0.982621,57.0,22.0,19.0
5.39577,7.89395,0.967614,105.062,1.60053,8.74739,0.0736699,0.946861,61.0,17.0,20.0
6.05581,8.95457,0.57674,207.51,4.13427,10.7229,0.0737994,0.99035,59.0,19.0,18.0
7.0794,6.80195,0.467416,230.911,11.0192,9.82779,0.0738002,1.3336,67.0,15.0,16.0
5.54075,8.8747,0.752502,96.1796,5.38903,7.23989,0.0738177,1.39495,57.0,22.0,17.0
5.57074,9.35882,0.90591,95.8628,1.97068,9.82708,0.0739194,0.66082,68.0,17.0,14.0
5.72566,9.26414,0.772797,92.4633,1.88155,9.00342,0.0739456,1.45933,60.0,18.0,21.0
5.43442,7.30854,0.687278,149.417,1.49104,14.2066,0.0741164,1.17132,56.0,17.0,21.0
6.55626,3.46745,0.403226,160.609,17.3831,4.25563,0.0742584,1.22467,56.0,19.0,23.0
5.83003,12.8495,0.985018,143.743,22.6331,11.9297,0.0742976,1.82373,55.0,22.0,22.0
6.21405,9.28154,0.70333,64.7571,5.13266,8.47284,0.0743744,1.34433,64.0,19.0,14.0
6.10651,9.5262,0.5341,65.6267,4.48631,5.76264,0.0743749,1.80046,59.0,23.0,18.0
6.17054,7.84789,0.707408,69.2352,3.31363,7.06501,0.0751899,1.00077,63.0,16.0,15.0
5.20206,7.97986,0.769887,154.937,0.899688,6.00905,0.0754469,0.83454,47.0,21.0,26.0
5.95586,11.7676,1.00689,89.2203,2.19097,6.37527,0.0757685,1.06655,66.0,17.0,16.0
5.7767,5.26428,0.508159,12.9624,4.68364,7.27167,0.0757922,1.63,61.0,19.0,20.0
6.52474,6.00154,1.42777,158.667,7.58987,9.14709,0.0761767,1.48756,59.0,16.0,17.0
6.24806,5.83524,0.34189,129.949,13.017,9.9717,0.0762916,1.35179,60.0,18.0,17.0
6.03454,9.61475,0.951104,156.182,14.6359,8.30364,0.0764853,2.17521,55.0,18.0,21.0
6.30405,5.56303,0.452379,147.182,5.84449,6.58754,0.0765897,1.57128,66.0,20.0,14.0
5.9503,6.16679,0.61737,45.6601,4.51294,4.35444,0.0766361,1.22294,62.0,18.0,14.0
6.42374,9.84481,0.655261,129.005,10.2485,10.2764,0.0767622,1.53342,59.0,18.0,18.0
5.54477,6.81245,0.406892,93.566,5.12064,4.61847,0.0774551,1.13631,62.0,17.0,20.0
6.2263,12.0245,0.95957,211.102,14.3216,8.21538,0.0775209,1.8693,57.0,18.0,24.0
6.69703,8.40786,0.466982,62.3088,3.96017,5.46789,0.0778114,1.52736,58.0,17.0,23.0
5.94993,9.86189,0.770402,63.7577,4.24643,5.87722,0.0778796,1.27274,58.0,21.0,18.0
5.87226,6.84564,0.442283,61.8728,2.82131,8.11091,0.0779243,0.623167,68.0,17.0,14.0
5.43777,7.00216,0.550935,52.699,5.47999,6.9147,0.0780013,1.33414,58.0,19.0,21.0
5.17807,17.9949,1.68754,124.617,4.65577,13.4246,0.0780726,1.91315,53.0,20.0,26.0
6.40692,6.60927,0.492814,163.893,13.458,5.85653,0.0781887,1.27675,62.0,17.0,19.0
6.19827,4.81799,0.490699,147.299,6.49228,7.05968,0.0785923,1.72063,58.0,20.0,22.0
6.08524,7.55924,0.521932,216.425,6.46917,9.21281,0.0786981,2.03048,51.0,23.0,20.0
5.39547,17.9221,0.44981,70.5893,5.74873,7.98604,0.0787598,1.76335,56.0,18.0,21.0
6.13025,10.3518,0.68944,170.318,14.3996,5.81701,0.0788177,1.7496,68.0,13.0,14.0
5.86925,7.64916,0.487561,170.142,13.1643,7.21004,0.0790739,1.55629,59.0,19.0,20.0
6.52867,8.48212,0.916639,125.657,11.7994,6.8689,0.0793106,1.48377,67.0,17.0,13.0
5.54568,6.73295,0.591156,123.299,9.46066,9.91403,0.0796998,1.57264,53.0,21.0,23.0
5.64403,10.1734,1.00356,93.2297,4.0293,7.16885,0.0798112,1.58469,58.0,16.0,26.0
6.02624,7.82626,0.763173,136.768,1.50294,11.2027,0.0799688,1.39423,59.0,23.0,16.0
6.30959,6.93328,0.647406,119.162,2.22551,7.14783,0.0800725,1.16461,56.0,24.0,18.0
6.19188,7.16564,0.540688,95.3605,2.62481,5.31437,0.0802169,1.65534,64.0,20.0,15.0
6.44583,11.3989,0.810128,292.024,5.67025,10.6088,0.0807355,1.71573,68.0,16.0,14.0
6.77902,7.09486,0.732638,150.329,6.94171,5.14864,0.0809807,1.39937,53.0,23.0,23.0
6.16854,13.5382,1.17404,95.3605,3.90605,7.52436,0.0810933,1.14,68.0,18.0,11.0
5.57591,12.3369,0.960007,121.251,5.93861,6.50909,0.0811582,1.48525,56.0,21.0,19.0
5.25152,9.18988,0.873907,16.5103,5.41762,12.4171,0.0813581,1.05983,59.0,19.0,22.0
5.93366,11.2717,0.835722,175.285,3.68581,11.7156,0.0815616,1.47227,57.0,18.0,23.0
6.42821,10.8733,0.680166,65.8617,3.24172,6.84483,0.0818023,2.05991,50.0,27.0,21.0
6.14893,5.3387,0.337729,139.981,5.49459,4.88243,0.0818873,0.898448,72.0,13.0,13.0
4.90519,6.00154,1.60519,182.717,6.17305,7.98604,0.0819465,1.29863,54.0,18.0,27.0
6.15444,7.62255,0.770341,92.4345,1.15756,8.35116,0.0819563,0.809101,61.0,21.0,17.0
6.13316,7.65203,0.649233,97.6715,2.06908,7.00652,0.0820483,1.46712,51.0,25.0,21.0
5.57468,4.08217,0.31926,60.5784,1.86151,6.87282,0.0824288,1.12198,50.0,24.0,24.0
6.23812,9.71792,0.674322,81.6501,4.24544,7.69182,0.0828671,1.79959,58.0,23.0,19.0
6.07183,7.52472,0.637708,96.455,1.53531,9.48835,0.0830047,0.876531,59.0,23.0,17.0
5.4772,4.18427,0.298238,88.3913,10.5075,6.78116,0.0830275,1.12657,64.0,17.0,18.0
6.22445,9.00423,0.460398,130.095,8.60362,10.3468,0.0834851,1.50227,60.0,17.0,19.0
5.80125,11.6419,0.736047,136.768,8.47065,9.65486,0.0837589,1.68957,65.0,15.0,20.0
5.67212,13.7331,1.03792,128.772,3.30667,10.1996,0.0840708,1.32153,58.0,21.0,18.0
5.78229,14.2315,1.24699,154.03,3.01011,11.4013,0.0844902,1.57339,63.0,15.0,16.0
6.01896,5.06781,0.535111,176.7,8.7567,8.28405,0.0845329,1.39182,61.0,19.0,15.0
6.83372,12.2608,0.813946,175.285,16.2778,8.20523,0.0847158,1.63759,60.0,18.0,21.0
6.50222,13.8717,0.630409,79.8673,4.59174,6.4817,0.0852868,1.1053,58.0,20.0,19.0
5.21897,6.00154,0.964495,154.058,3.0427,11.1821,0.0854178,1.86953,60.0,22.0,14.0
5.42705,8.58119,0.538104,76.6617,6.41556,4.74985,0.0855114,1.16961,60.0,21.0,18.0
5.17999,11.8897,1.3053,211.411,20.6396,9.74475,0.0857133,1.77443,53.0,20.0,25.0
6.6403,6.18866,0.50678,256.083,5.06733,5.2814,0.0858138,1.2689,58.0,18.0,21.0
5.96812,5.38798,0.462832,87.6829,7.59102,6.97996,0.0871975,1.33862,54.0,20.0,22.0
6.0419,5.49308,0.782629,34.5524,10.1568,7.46085,0.0874343,0.948389,62.0,18.0,17.0
6.10431,9.32343,0.723311,167.239,14.8053,5.49729,0.0874947,1.60589,58.0,20.0,21.0
5.59764,10.6277,0.957458,130.253,2.35778,16.4963,0.0876745,0.776235,69.0,16.0,11.0
6.09811,12.2296,0.863389,174.989,3.14333,10.033,0.0877495,1.24099,60.0,16.0,21.0
5.18591,6.00154,1.19805,90.3041,5.67183,11.103,0.0878952,1.14869,65.0,19.0,14.0
6.27973,5.8892,0.643168,43.8928,9.68261,6.93873,0.0881993,1.09309,67.0,20.0,13.0
6.92197,11.3107,0.860726,147.161,20.7898,9.41663,0.0882928,1.79997,61.0,16.0,19.0
6.09229,10.328,1.01125,175.675,8.6542,7.39656,0.0883257,1.37148,73.0,13.0,14.0
6.59055,9.26045,0.676067,133.151,13.9071,8.85337,0.0884181,1.31604,67.0,16.0,15.0
5.74853,6.00154,1.69613,226.614,16.8566,8.27708,0.0884328,1.59487,52.0,20.0,20.0
6.69646,9.91792,1.02812,100.782,8.72486,7.66584,0.0886468,0.737179,65.0,17.0,13.0
5.99738,10.5334,0.900122,144.222,4.42795,10.5656,0.0889015,2.22037,53.0,20.0,27.0
5.72253,9.8795,0.491431,81.7704,6.70971,9.52262,0.0889698,0.993851,57.0,19.0,21.0
5.95701,8.84982,0.628435,133.366,13.0675,10.914,0.0890272,1.94243,66.0,16.0,15.0
6.13966,18.9182,1.23006,122.223,4.8934,7.61494,0.0890665,1.3918,59.0,20.0,19.0
6.2992,8.31236,0.579266,97.9298,6.16276,6.41584,0.0890718,1.44031,58.0,21.0,18.0
5.4359,8.62552,0.584356,77.6336,4.8749,8.05122,0.0890748,0.897783,60.0,20.0,16.0
5.65036,17.2549,0.44981,188.528,10.2944,8.46486,0.0899893,1.0714,55.0,18.0,20.0
5.52932,11.3579,1.10305,90.3041,3.90217,7.23019,0.0900761,1.7389,53.0,18.0,21.0
5.55166,4.64714,0.43445,147.299,8.51904,4.53782,0.0901299,1.49304,63.0,17.0,19.0
6.18604,14.0114,0.785069,121.124,12.0908,5.90914,0.0902957,2.19994,73.0,13.0,12.0
6.23763,13.5072,1.42275,120.167,5.65,11.2539,0.0904907,1.34156,57.0,17.0,23.0
6.93497,6.59371,0.595606,160.609,7.44342,10.4548,0.0908486,1.23579,60.0,17.0,20.0
5.72725,8.24722,0.839869,183.796,4.28593,11.3102,0.0910696,0.831874,52.0,20.0,26.0
6.15111,5.12499,0.429911,91.471,7.89066,5.45344,0.0911519,0.963312,55.0,21.0,22.0
5.96638,12.9032,1.02631,85.8143,1.8278,14.2757,0.0912499,0.919437,58.0,21.0,19.0
5.6577,13.0149,1.01469,118.669,6.00923,13.1423,0.0915701,1.36242,48.0,22.0,27.0
6.00824,7.90314,0.593521,92.5487,13.8797,5.0399,0.0916455,1.14932,52.0,22.0,18.0
5.68135,10.0763,0.823495,109.034,2.88124,12.5886,0.0918716,0.947122,56.0,20.0,18.0
6.17679,16.3323,1.43376,70.5893,5.89118,8.08858,0.0923727,1.971,56.0,19.0,21.0
5.3156,11.3631,1.04648,129.707,5.33659,18.1026,0.0923839,1.42675,54.0,18.0,23.0
5.82107,14.0555,1.46584,189.349,3.37101,7.98604,0.0931128,2.30174,42.0,22.0,32.0
5.19708,12.1155,1.38852,42.767,3.51782,8.86804,0.0932032,0.748084,56.0,19.0,23.0
5.95287,14.239,1.18544,145.252,16.7426,11.4789,0.0932708,1.79849,54.0,21.0,23.0
5.75769,6.36169,0.619255,115.402,4.87254,6.33921,0.0933201,1.44433,59.0,19.0,21.0
6.2099,6.24581,0.622202,69.9931,3.36366,10.6725,0.0938659,1.23852,59.0,19.0,22.0
6.15797,12.2047,1.63573,216.102,14.3374,8.94097,0.0939568,1.18322,64.0,16.0,19.0
5.77531,7.62241,0.520743,80.3245,3.61327,8.20404,0.0940921,1.6732,59.0,16.0,22.0
5.51123,18.6732,0.44981,107.09,2.60606,8.3427,0.0941316,1.1137,49.0,20.0,28.0
5.8428,11.5909,1.07732,94.6986,4.32694,7.63535,0.0943725,1.91739,57.0,17.0,23.0
6.19154,8.81333,0.825282,96.9279,5.48772,10.0971,0.0946126,2.3685,56.0,20.0,23.0
6.4667,5.73006,0.494385,171.024,10.0699,9.6131,0.0946493,1.45826,68.0,18.0,14.0
6.10831,10.1255,0.893298,83.0882,4.44097,8.64101,0.0946909,1.31914,63.0,19.0,13.0
6.06034,16.5501,1.26846,125.415,3.44775,9.0973,0.0948313,1.89044,66.0,14.0,16.0
6.00993,5.15682,0.535881,75.1059,6.67246,4.48478,0.0948356,1.02085,62.0,19.0,15.0
5.49588,12.6081,1.14708,175.675,9.70482,9.49201,0.0953753,2.02521,58.0,20.0,22.0
6.30514,13.8026,0.908492,82.4961,3.7896,8.36182,0.0955456,1.14,52.0,24.0,22.0
6.15309,10.4525,0.986044,160.56,2.40968,11.0494,0.0958631,1.51974,58.0,21.0,21.0
6.44095,5.39755,0.472136,96.8801,17.1199,6.44065,0.0959459,1.39915,57.0,20.0,22.0
6.04177,8.54072,1.07775,190.538,8.57226,8.54506,0.0961916,1.20652,65.0,18.0,14.0
6.33206,8.47247,0.809648,10.8104,5.8491,10.8863,0.0964328,0.735818,69.0,16.0,14.0
5.60979,6.77808,0.941448,140.375,3.66573,14.8875,0.0964479,1.11569,59.0,22.0,18.0
5.64004,10.9444,0.670494,144.586,9.29898,8.77601,0.0964733,2.11965,60.0,18.0,22.0
5.96906,10.8348,1.41977,171.572,5.01476,14.0872,0.0966826,2.04768,59.0,15.0,21.0
6.00555,11.0956,0.584494,70.0101,1.79375,9.49051,0.0966972,1.50604,64.0,20.0,13.0
6.42149,18.1816,1.62164,173.135,6.46404,12.5834,0.0967132,1.23549,62.0,16.0,19.0
5.55668,8.82565,0.721401,150.658,10.3805,6.49083,0.0967882,1.61861,62.0,17.0,18.0
6.03415,6.24354,0.639918,35.7471,8.10677,6.09712,0.0968472,1.30987,47.0,26.0,25.0
5.79252,6.00154,0.99331,70.5893,3.17765,13.7259,0.0968863,1.08853,51.0,20.0,27.0
5.87843,10.7359,1.05567,75.5032,1.8318,11.1977,0.0977817,1.60577,56.0,17.0,23.0
5.80807,11.7679,0.817953,194.803,10.8605,7.59821,0.0980204,1.88078,52.0,22.0,23.0
6.64653,8.47258,1.05127,129.933,4.53888,9.61609,0.0980532,1.66695,46.0,25.0,24.0
6.4475,10.9895,0.765507,63.7577,7.05911,7.4491,0.0981108,1.2698,70.0,18.0,12.0
4.8786,17.0244,1.58795,178.377,3.3804,11.269,0.0982751,1.64206,55.0,20.0,22.0
6.35742,6.09823,0.728941,256.528,3.3266,10.8122,0.0991059,1.71819,58.0,16.0,23.0
6.5753,10.4723,0.756072,96.1636,8.86666,5.93231,0.0992563,1.42718,61.0,19.0,15.0
6.63235,12.6898,1.04047,12.5502,10.3893,7.84434,0.0994711,0.950605,59.0,20.0,16.0
6.48046,9.03756,0.732621,131.029,4.75327,6.77868,0.0998829,1.08587,53.0,21.0,22.0
6.27309,2.54905,0.231626,30.8816,3.95458,4.24864,0.00177236,0.884505,63.0,17.0,19.0
6.04686,3.96083,0.289555,41.4566,4.68266,4.87913,0.00183808,0.971768,51.0,24.0,24.0
6.82062,4.25965,0.241535,47.9644,6.30922,4.24657,0.00231781,1.02474,56.0,24.0,20.0
5.39802,3.57053,0.263772,47.8625,2.7889,7.34668,0.00254472,0.606913,68.0,16.0,16.0
6.18761,2.97467,0.187713,55.386,4.5553,4.16826,0.00259817,0.883447,59.0,22.0,14.0
6.20974,4.6036,0.288332,47.3823,4.74249,3.82553,0.00264262,1.14136,61.0,21.0,17.0
5.90435,4.7409,0.184791,54.2552,1.91004,4.98582,0.00266971,1.26904,60.0,22.0,17.0
6.03474,2.75645,0.211589,30.8796,3.63367,3.09895,0.00273982,0.945312,70.0,15.0,15.0
6.37953,4.06557,0.229694,47.8571,4.97802,4.8691,0.00286887,1.02334,69.0,12.0,13.0
5.41307,3.85226,0.259418,36.9186,3.62053,4.27392,0.00288517,1.14512,67.0,15.0,18.0
6.13239,3.10855,0.209698,39.4313,3.03408,5.65616,0.00308298,0.907855,72.0,16.0,11.0
6.01542,3.9215,0.244825,13.4024,2.6961,4.24022,0.00309139,0.859038,61.0,20.0,19.0
6.69576,3.47128,0.239363,5.86713,7.95143,6.45354,0.00321548,1.00712,55.0,23.0,19.0
6.32894,2.44329,0.152151,46.1116,1.99747,3.57059,0.00330386,0.70217,52.0,26.0,19.0
6.01497,2.97392,0.196594,39.6556,3.87543,3.42528,0.00351272,0.831524,70.0,17.0,12.0
6.41101,3.77016,0.247558,40.3797,4.11477,3.63617,0.00365713,1.08712,71.0,16.0,12.0
6.34665,6.32331,0.344812,74.6501,3.44264,4.98333,0.00368581,1.32133,65.0,18.0,14.0
6.42585,2.74004,0.163996,37.3867,4.01486,3.40824,0.00371486,0.712985,62.0,21.0,17.0
6.5699,3.04834,0.259822,66.552,4.00827,5.43754,0.00374283,1.1586,67.0,19.0,14.0
5.79867,2.67886,0.21479,5.695,3.78385,5.40005,0.00380544,0.685375,50.0,24.0,26.0
6.27958,4.8089,0.282492,29.6265,3.71853,8.5685,0.00411576,0.88716,68.0,17.0,14.0
6.6381,4.12968,0.295373,40.5938,7.34485,3.47548,0.00444841,1.06819,72.0,15.0,12.0
5.68692,3.42387,0.246468,12.9836,2.50951,6.23906,0.00458858,0.635542,72.0,16.0,11.0
6.34664,3.92659,0.209207,52.2066,1.91873,6.0275,0.00463858,0.948329,69.0,17.0,12.0
6.05143,2.72231,0.176502,59.0236,2.31959,6.14833,0.00469834,0.8693,57.0,21.0,20.0
6.72873,2.99919,0.216139,63.2479,2.14682,4.86838,0.00489395,1.23538,65.0,19.0,16.0
6.18612,3.81418,0.302968,40.3797,4.63502,3.62481,0.00496667,1.39835,71.0,16.0,13.0
5.9139,2.59535,0.209662,36.0203,3.49954,3.6559,0.00497948,0.699945,67.0,18.0,14.0
6.24765,4.44625,0.272686,55.3234,4.34363,5.67903,0.00511221,1.3295,70.0,18.0,12.0
6.52897,3.4561,0.223648,69.5154,3.36809,7.83541,0.00523923,0.890987,64.0,21.0,15.0
6.73467,3.08971,0.216543,40.3622,5.16958,3.59853,0.00528211,1.07839,72.0,16.0,12.0
6.51873,2.05644,0.203771,4.81034,5.61393,4.47078,0.00531393,0.728864,70.0,17.0,13.0
6.02871,4.44126,0.498288,36.2631,11.8533,10.9112,0.00532186,0.614902,58.0,18.0,15.0
5.52245,3.13452,0.176338,45.4622,6.52456,5.80076,0.00534265,0.861816,65.0,20.0,14.0
6.13105,4.67308,0.212609,48.3788,3.18419,5.46517,0.00547429,1.32848,61.0,19.0,17.0
6.42528,4.39666,0.216783,40.5938,4.62986,4.41734,0.00560796,1.03306,67.0,19.0,13.0
6.17208,5.46972,0.271359,59.8897,8.65632,9.54468,0.00565321,0.880881,51.0,22.0,21.0
6.27399,5.38809,0.37316,46.023,1.97373,6.85124,0.00578247,0.927532,64.0,18.0,13.0
6.24708,5.96867,0.340136,41.1002,4.90181,5.83491,0.00599956,0.784762,69.0,18.0,13.0
5.68705,3.58979,0.176847,31.3479,7.07772,3.94913,0.00604857,1.12337,67.0,15.0,14.0
6.54997,4.58738,0.23777,37.1765,4.09437,4.23748,0.00607822,0.993861,62.0,21.0,16.0
6.31468,2.38702,0.265199,3.22475,6.13324,5.13474,0.00616564,0.833617,67.0,17.0,15.0
6.73736,3.29816,0.280217,38.8711,9.621,5.94555,0.00620066,0.871574,63.0,19.0,15.0
5.96493,4.00942,0.323371,41.1061,4.29816,5.21077,0.00627576,0.880614,69.0,17.0,13.0
6.07817,5.26599,0.389193,61.7407,3.29756,5.91466,0.00628867,0.756777,63.0,19.0,13.0
5.57032,4.82681,0.339118,65.6736,10.1032,5.48128,0.00648479,0.938618,65.0,17.0,15.0
6.15261,3.94281,0.235098,21.9675,6.70359,4.70761,0.00654579,0.843293,67.0,19.0,14.0
6.25319,1.82265,0.190778,4.41748,3.78652,5.84128,0.00655726,0.576152,64.0,19.0,15.0
6.05424,3.64879,0.235583,36.9934,2.06986,3.82756,0.00656809,1.00583,71.0,14.0,14.0
6.64698,2.09304,0.231907,3.93518,4.85135,4.77001,0.00658757,0.70726,69.0,16.0,13.0
6.02583,4.65757,0.292008,7.66884,3.26502,4.74134,0.00667684,0.60056,73.0,15.0,12.0
6.65407,3.46941,0.320444,15.0303,4.63483,4.80791,0.00680348,0.896216,71.0,15.0,12.0
6.18752,2.83806,0.218958,40.3797,8.68002,4.38819,0.00681498,0.867283,66.0,18.0,14.0
6.39789,5.27445,0.285709,46.4247,2.78807,5.43893,0.00682854,1.02051,67.0,18.0,13.0
5.96014,4.9098,0.21152,47.9806,4.05993,5.50247,0.00682882,0.704568,75.0,11.0,13.0
