longitude,latitude,start_date,end_date,source,horizon_lower,horizon_upper,aluminium_extractable,boron_extractable,calcium_extractable,carbon_organic,carbon_total,copper_extractable,electrical_conductivity,iron_extractable,magnesium_extractable,manganese_extractable,nitrogen_total,ph,phosphorus_extractable,potassium_extractable,sodium_extractable,sulphur_extractable,zinc_extractable,sand,silt,clay
5.38232,9.54788,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,766.67,0.0238268,339.347,6.69742,,0.5459,0.335609,135.69,89.2585,34.5205,0.891292,5.57036,4.36529,74.0116,48.9686,6.19283,0.960525,62.0,22.0,15.0
8.40004,10.07054,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,691.089,0.0238296,582.003,11.8049,,1.08903,1.18869,130.326,135.991,32.9652,0.770541,6.06172,5.13093,79.4916,47.0255,7.63363,2.11039,57.0,19.0,23.0
8.23184,9.98507,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,646.645,0.0239496,755.846,18.5938,,0.853864,1.3514,105.787,129.071,67.2818,1.01359,5.91089,4.50491,134.379,37.1338,11.5362,1.52013,58.0,18.0,24.0
7.7489,9.47653,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1092.67,0.0239968,464.382,8.47913,,0.856691,0.32858,106.831,170.71,20.1345,0.546345,5.68496,2.24696,118.248,35.0442,6.98344,0.712019,59.0,18.0,24.0
7.56931,11.07542,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,795.245,0.0240036,788.055,6.4868,,0.96774,0.62946,186.7,99.4107,55.3094,0.397921,5.83785,6.74662,72.3193,51.2292,5.87497,1.33828,56.0,24.0,19.0
9.95675,8.55084,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,514.13,0.0240491,870.806,6.19429,,0.91686,0.535848,162.722,191.263,44.3634,0.664133,6.30532,10.3433,169.893,30.4127,5.9503,1.02599,58.0,21.0,19.0
7.89752,11.54072,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,296.545,0.0240831,388.619,3.71198,,0.49698,0.317112,95.4131,110.229,49.5031,0.268612,6.12203,5.74272,73.2597,28.0288,3.83682,0.963615,65.0,19.0,15.0
6.5071,8.52986,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,393.36,0.0241397,780.878,9.74058,,0.517809,0.634265,116.004,149.369,84.4067,0.53565,6.4404,5.75107,81.6752,40.8551,4.90514,1.03166,59.0,19.0,18.0
9.96801,8.57827,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,557.733,0.0241401,668.815,7.90934,,1.26911,0.596447,132.553,296.063,38.5336,0.886672,5.96671,8.35807,129.933,33.1574,6.71321,1.52666,56.0,23.0,21.0
9.29049,10.28439,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,523.786,0.0241476,652.513,6.13285,,0.6224,0.44475,139.426,121.27,40.555,0.509674,5.63512,16.3462,71.5596,37.8214,5.80583,1.16468,57.0,22.0,21.0
9.30774,10.31188,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,989.98,0.0241768,662.979,9.96851,,0.642826,0.510864,153.417,230.935,71.1578,0.709041,5.96303,2.31623,183.257,54.9146,6.60287,1.49128,56.0,21.0,17.0
7.91153,11.53096,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,680.789,0.0242582,593.46,5.97638,,1.77792,0.915957,144.617,151.324,71.2986,0.296342,6.47814,3.21359,116.466,74.6304,7.22525,1.42364,57.0,23.0,17.0
5.4101,10.64951,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,577.27,0.0243156,690.716,4.69894,,0.544318,0.526411,135.977,140.724,40.2725,0.370268,5.72637,11.4597,93.6111,34.8195,7.09059,1.25723,70.0,14.0,13.0
7.64088,9.96547,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,577.376,0.0243335,345.159,6.00265,,0.390487,0.718507,202.902,143.548,46.0448,0.381291,5.57821,3.26368,49.9571,73.3435,6.8254,0.882074,53.0,20.0,26.0
11.39305,9.16212,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,338.958,0.0243631,382.392,5.21535,,0.181216,0.409689,143.388,138.831,54.1895,0.417224,5.85796,7.43663,92.3329,26.2174,4.18919,1.36622,49.0,26.0,23.0
5.4657,9.95996,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,529.314,0.0244713,891.643,7.26681,,0.584182,0.4041,85.3917,105.668,139.665,0.352565,6.05978,4.01848,80.452,29.6841,5.6269,1.17401,65.0,20.0,12.0
7.98497,11.47248,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,569.367,0.0244962,536.99,5.89045,,0.826253,0.446769,173.181,146.281,50.3791,0.495441,5.94064,4.3889,92.5448,17.0354,5.04468,1.11019,63.0,22.0,18.0
7.10401,11.60758,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,380.168,0.0245145,253.439,6.05217,,1.17013,0.99634,126.136,157.94,69.6957,0.480087,6.00833,3.62746,87.6829,50.8942,6.69707,1.03684,53.0,22.0,21.0
9.84683,9.04224,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,319.873,0.0245279,256.734,4.46922,,0.299187,0.518834,84.7789,98.7598,41.028,0.286177,6.34117,6.63565,68.3857,24.1887,3.54651,1.3998,60.0,18.0,21.0
9.90801,8.60028,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,296.966,0.0245499,549.354,6.56414,,0.354641,0.408105,156.746,121.229,48.7968,0.330063,6.07835,4.94625,91.471,38.165,5.31672,1.06222,62.0,23.0,19.0
8.22593,11.0462,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,501.125,0.0245826,696.09,5.86593,,0.660795,0.626547,202.547,193.513,55.7876,0.440543,6.01014,4.39817,80.5526,35.1242,6.10692,1.61786,49.0,27.0,21.0
7.65006,9.93174,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,976.922,0.0245944,1201.24,7.25727,,0.435462,0.727221,92.4456,111.932,55.4745,0.648218,5.78437,6.05539,82.8119,33.6338,10.6875,0.970756,57.0,18.0,23.0
7.0967,11.61242,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,561.859,0.0246126,279.386,9.69947,,1.21755,0.711031,93.3116,164.609,86.6555,0.723158,6.39806,2.55541,102.042,35.9902,7.08364,1.57487,58.0,23.0,19.0
8.59765,10.7936,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,707.187,0.0247181,738.049,8.95797,,1.55596,1.04791,228.188,139.773,24.2361,0.734494,5.51327,3.69447,62.174,29.9322,9.46893,1.64272,51.0,24.0,24.0
8.22241,11.09625,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,538.77,0.0247564,522.05,6.6201,,0.305015,0.497498,134.686,84.5845,48.0434,0.325278,5.77676,2.41781,58.4879,74.8409,5.14232,1.2546,53.0,27.0,23.0
9.13977,11.28471,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,399.589,0.0247642,144.978,3.60627,,0.939022,0.546215,179.067,52.4806,41.84,0.438778,5.98439,5.3019,11.1271,18.8348,4.17451,0.852363,60.0,19.0,19.0
7.09452,11.53227,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,370.048,0.0248087,341.88,6.82187,,0.589554,1.00257,125.661,175.111,55.3721,0.430527,6.38176,3.95462,139.484,30.7435,5.98795,1.4552,55.0,24.0,19.0
6.35857,9.70704,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,853.261,0.0249181,1184.55,13.48,,1.41549,0.581666,143.391,391.264,100.969,1.00461,6.32934,7.55739,171.05,35.2295,6.84525,1.44279,64.0,15.0,16.0
8.31003,9.98443,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,668.346,0.0249263,453.911,8.24343,,0.787541,1.20594,100.707,138.167,51.0191,0.702802,5.52947,1.7179,80.5533,72.3255,10.8214,0.756076,59.0,17.0,22.0
7.94086,11.45971,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,397.324,0.0249813,532.446,5.32427,,0.420557,0.53659,126.592,138.402,64.5238,0.295687,6.07766,4.09725,73.2597,25.8644,4.83378,1.10099,57.0,23.0,20.0
4.43057,10.95499,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,398.258,0.0250233,1465.21,7.00105,,0.778207,0.59836,160.289,225.717,52.0358,0.512809,5.81805,10.1133,121.876,35.8447,4.89893,1.13225,65.0,14.0,16.0
7.69611,11.6014,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,430.622,0.0250284,818.118,6.09531,,1.08854,0.687636,144.358,173.689,57.2049,0.351417,6.35195,8.96105,76.2664,38.1156,5.35965,1.25695,59.0,25.0,19.0
5.4275,9.99244,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,473.209,0.0250904,608.859,6.90414,,1.22585,0.804878,163.271,133.479,99.2804,0.317214,6.34154,4.5887,73.459,41.8241,6.64502,1.42522,71.0,18.0,13.0
8.58479,10.77964,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,646.664,0.0251401,44.6248,4.89813,,1.19238,0.649169,160.025,96.4951,27.9802,0.501246,5.31863,3.95646,12.5333,40.5925,6.88483,0.821285,50.0,24.0,23.0
8.49073,8.44742,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,468.487,0.0252023,535.606,7.05978,,0.566695,0.592225,132.977,102.817,78.6874,0.222218,5.84904,4.92675,55.5755,27.5733,4.7084,1.15575,63.0,19.0,16.0
5.43702,10.60351,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,546.814,0.0252545,1037.68,5.91547,,0.625703,0.63224,117.948,94.9901,72.9167,0.45749,5.96041,12.82,50.6766,32.9648,6.42157,1.20777,72.0,15.0,17.0
4.79075,9.18392,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,301.676,0.0252612,56.3284,11.4265,,0.399551,0.745593,214.905,29.2393,19.0693,0.881413,6.32058,15.4217,13.7483,20.7349,11.1979,1.37326,61.0,19.0,15.0
8.39417,10.07704,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,482.046,0.0253294,357.839,13.296,,0.765027,1.026,117.629,207.716,50.3802,1.06451,5.82252,3.69328,65.225,41.4255,6.29519,1.36992,54.0,20.0,22.0
5.39314,9.53927,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,512.104,0.0253966,534.383,6.76644,,0.477954,0.764806,112.164,133.003,55.2193,0.34698,5.85557,6.7854,43.5746,33.336,5.92654,1.13285,64.0,21.0,15.0
7.35608,10.52598,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,765.962,0.0254222,218.685,7.89136,,0.505296,0.791281,151.757,79.8104,50.6398,0.404283,5.78076,2.11607,73.2742,66.1464,6.02325,1.24733,67.0,20.0,15.0
7.60667,11.08017,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,699.092,0.0254393,396.55,6.97844,,0.440015,0.566301,241.618,98.9499,31.1796,0.599881,5.72657,9.65985,76.1989,31.4246,4.932,1.01831,60.0,25.0,17.0
8.5626,9.38469,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,960.021,0.0254697,319.974,13.792,,1.19187,0.53298,119.601,101.396,36.837,0.776705,5.66746,3.3214,88.8624,62.5585,9.34408,1.22052,54.0,21.0,25.0
7.73844,9.51287,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,752.27,0.0255957,306.249,5.5403,,0.558132,0.920355,129.703,168.004,34.3503,0.424814,5.75202,2.2969,65.6267,36.6198,6.61229,0.992335,61.0,18.0,20.0
4.55698,9.85551,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,381.635,0.0256812,557.815,3.74943,,0.416817,0.757258,105.599,204.658,33.059,0.312638,6.37709,8.60884,74.3558,38.7291,6.16492,0.866945,66.0,21.0,14.0
8.51252,8.46778,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,597.156,0.0257249,215.862,9.42763,,0.372156,0.88804,135.39,100.54,28.8824,0.657094,5.72035,2.18594,81.5363,41.8241,7.7728,0.814432,74.0,16.0,12.0
8.26922,9.97479,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,731.968,0.0257787,373.468,4.96788,,0.941001,0.577308,160.003,170.547,106.311,0.292392,5.82204,4.88155,112.187,51.983,8.89983,1.53296,53.0,17.0,22.0
11.3823,9.13394,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,231.591,0.0257896,260.375,2.0633,,0.0770807,0.483795,66.268,55.3508,19.5625,0.238672,5.90341,16.0491,72.6462,43.2264,4.29642,0.843298,64.0,20.0,19.0
8.60225,10.1885,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1120.37,0.0258539,572.834,9.71775,,1.90522,0.408707,125.885,219.367,98.9627,0.566351,5.78093,2.1669,96.8597,29.246,7.05889,1.22115,56.0,20.0,22.0
9.21828,9.524,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,514.736,0.0258551,537.556,7.84764,,0.597677,0.89565,141.958,120.995,43.5109,0.641738,5.87824,4.85472,94.6986,37.5218,5.00952,1.25792,61.0,16.0,22.0
7.92088,11.49786,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,851.27,0.0259033,678.351,9.23131,,0.870703,0.569377,142.347,136.606,47.3791,0.770722,6.0048,5.71707,79.5091,25.2712,5.9095,1.27041,60.0,22.0,17.0
8.24863,11.1021,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,423.611,0.0260316,1054.73,6.52311,,0.915647,0.650897,213.811,220.647,93.3859,0.583385,6.10718,6.73267,101.322,42.2708,5.93844,1.23342,44.0,29.0,27.0
6.59096,9.36306,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,358.029,0.0260455,890.801,5.55203,,0.179868,0.851513,59.9023,146.29,43.3024,0.243005,6.40728,4.79577,84.6788,46.8695,5.54639,1.34312,70.0,13.0,13.0
8.32115,11.13472,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,542.494,0.0260474,1380.45,6.35936,,0.687968,0.80173,146.627,177.92,27.7106,0.30758,6.02214,5.42883,56.7687,81.2522,6.59494,1.21024,60.0,24.0,21.0
7.92406,11.50281,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,611.132,0.0261655,412.595,5.05826,,0.552934,0.513899,138.597,87.5101,41.164,0.450887,5.62574,5.14756,71.5596,26.2208,5.5695,1.22988,60.0,22.0,20.0
4.83312,9.19545,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,330.32,0.0263197,104.759,7.3316,,0.787109,0.960451,178.339,34.3102,20.1816,0.576215,5.68531,6.70927,171.723,25.4318,7.20371,1.30539,66.0,18.0,13.0
11.38777,9.14721,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,507.272,0.0264016,254.41,10.0167,,0.313207,0.503191,171.132,109.237,38.4219,0.589712,5.89134,8.29392,92.3329,27.4941,6.11088,1.6201,60.0,21.0,20.0
8.21865,11.09802,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,508.285,0.0264321,709.14,5.17971,,0.71538,0.658403,153.593,123.357,68.3961,0.470387,5.86693,6.86618,63.9247,52.2219,5.89801,1.27505,50.0,27.0,24.0
5.56177,8.99716,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,355.723,0.0264372,1304.67,9.2065,,0.379305,0.708996,79.7684,128.057,78.9112,0.471762,6.79739,17.354,52.0836,26.222,4.84625,1.12623,64.0,19.0,17.0
8.23817,11.07733,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,711.637,0.0265011,656.745,10.7402,,0.997688,0.802429,197.388,148.873,56.9243,0.598441,5.92167,4.08338,92.2474,46.3928,7.70677,1.33363,53.0,27.0,24.0
7.68105,11.55668,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,586.143,0.0265077,1999.39,4.8594,,1.20387,0.72041,122.23,179.266,62.1943,0.296997,6.17485,5.4527,70.6235,41.8241,6.27071,0.820138,61.0,23.0,20.0
8.58478,10.78945,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,553.907,0.0265797,165.856,4.7058,,0.402165,0.518354,178.064,73.4671,31.3589,0.557217,5.50371,5.03172,10.4681,43.4738,6.40683,0.757222,49.0,23.0,24.0
8.59016,10.18573,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,634.627,0.0266347,544.073,7.80549,,1.16768,0.414309,94.7338,131.204,22.2529,0.505058,5.09707,4.24564,79.4916,31.7777,8.18511,1.42213,55.0,21.0,21.0
6.07343,9.4761,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,437.812,0.0266363,239.809,5.62149,,0.349295,0.554378,68.6086,124.526,57.1098,0.327445,6.27755,2.87619,65.6267,25.1302,6.13896,0.795396,67.0,18.0,13.0
7.07077,11.55082,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,753.349,0.0266687,649.353,6.87742,,1.27615,0.904014,68.8998,205.876,74.4853,0.523155,5.92911,1.99125,118.504,77.6119,10.3695,1.52176,57.0,25.0,20.0
9.01055,9.90357,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,644.192,0.0267469,177.848,5.14214,,0.42238,0.571291,126.509,64.3898,29.3757,0.434274,5.84714,6.92271,68.3862,32.9648,6.3793,1.04208,50.0,21.0,24.0
4.47003,10.9198,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,509.32,0.0268292,533.098,6.09386,,0.487848,0.574954,159.29,122.043,70.2424,0.40758,5.81676,5.3731,98.5608,34.749,6.18929,1.655,72.0,13.0,13.0
8.51233,8.4611,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,581.48,0.0269309,359.072,3.49886,,0.567321,0.479069,85.4476,75.9154,32.2459,0.25982,6.03031,4.54151,52.2655,53.4646,6.62481,1.0827,70.0,15.0,11.0
7.97093,11.53905,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,420.238,0.0269391,506.651,4.51276,,0.651424,0.446052,164.834,112.162,61.2473,0.387581,5.65655,4.12333,71.5596,25.4748,7.33155,1.20073,64.0,21.0,17.0
6.51217,8.53054,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,308.037,0.0269654,510.895,6.74978,,0.492531,0.716567,75.8374,112.317,46.5679,0.386927,6.84684,13.7157,40.6616,22.8732,4.73317,1.319,65.0,22.0,16.0
8.40117,10.06546,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,474.277,0.0270279,7.95652,12.6969,,0.339028,1.08934,54.594,14.2257,22.2127,0.53327,5.18985,3.23895,4.05753,14.0944,23.7181,0.553203,55.0,21.0,24.0
7.63237,9.9507,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,550.414,0.0270519,141.327,4.72568,,1.7133,0.562045,151.083,84.4515,42.4751,0.618722,5.51456,3.9214,38.1858,22.2209,11.4933,0.745015,60.0,19.0,22.0
9.10331,11.2768,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,429.043,0.0270844,944.405,7.02748,,0.293704,0.899342,134.333,129.009,59.7906,0.352553,6.47498,3.6517,111.519,77.3302,5.42749,1.35967,62.0,18.0,18.0
5.35687,9.52003,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,577.363,0.0271047,555.079,6.92958,,0.62315,0.486985,264.833,137.217,41.7099,0.442636,5.88877,8.39831,73.5591,46.9074,7.71451,1.08107,66.0,25.0,15.0
8.23424,9.99904,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,569.302,0.0271084,255.74,11.1696,,0.594949,0.835481,175.205,244.717,57.6052,0.878757,5.68106,4.91326,43.4204,68.097,6.10038,1.38822,49.0,22.0,26.0
11.39401,9.16347,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,384.401,0.0271882,245.037,7.7735,,0.334688,0.607884,115.451,151.897,19.1167,0.395653,5.69412,3.74647,93.3886,39.1968,5.6282,0.772566,51.0,24.0,24.0
9.12482,11.21667,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,333.439,0.0272154,106.548,4.87932,,0.999569,0.708261,195.703,89.845,69.349,0.384178,6.28924,4.0353,35.1989,28.4374,6.52213,0.804594,59.0,19.0,22.0
10.41264,10.67523,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1054.05,0.0272323,562.26,15.2119,,1.24463,0.40883,131.919,164.354,31.88,1.33877,4.847,4.65653,105.109,26.9444,8.78921,2.214,63.0,18.0,18.0
8.19865,11.04487,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,958.233,0.0272449,1477.04,7.2085,,1.62449,0.648027,134.687,210.214,33.8263,0.608128,5.72586,2.12406,76.2764,75.5767,8.5688,1.18287,57.0,24.0,21.0
10.0396,9.9314,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,327.906,0.0272917,493.123,4.6497,,0.203193,0.643805,85.1477,90.4336,59.9132,0.362275,5.79184,6.70626,61.5808,28.2258,4.55149,1.18896,67.0,16.0,18.0
9.18076,9.52426,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,553.868,0.0273145,627.291,9.83562,,0.36346,1.04941,144.24,174.621,43.6,0.759638,5.93674,4.57407,123.35,47.7016,10.0411,1.11141,59.0,17.0,24.0
9.03775,8.54693,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,523.499,0.0273939,276.42,11.7,,0.352557,0.685883,166.305,151.901,45.6703,0.871054,5.70387,7.30028,93.3886,0.593389,5.35433,1.6801,60.0,20.0,17.0
8.31501,11.16934,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,592.447,0.0274268,741.022,5.05872,,0.651899,0.602762,90.26,152.0,79.0417,0.65011,5.981,3.19071,117.266,27.6658,7.47227,1.65159,55.0,24.0,22.0
9.41388,8.95279,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,666.578,0.0274509,227.996,7.40698,,0.740201,0.480969,189.422,148.62,26.3882,0.590772,5.33884,6.18246,95.454,29.7024,7.3748,1.43191,56.0,19.0,23.0
9.12866,8.37761,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,432.726,0.0274575,432.052,8.14136,,0.392314,0.78449,93.6808,157.137,49.11,0.489193,6.43673,6.71423,107.33,65.7712,5.3464,0.834774,66.0,20.0,19.0
8.6339,9.65263,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1155.24,0.0274765,860.229,14.9952,,2.90377,0.637361,87.1402,115.512,77.8468,1.45051,5.39135,3.39003,102.851,36.1452,13.1349,1.045,44.0,25.0,28.0
9.03071,8.54036,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,493.749,0.0275285,385.005,4.96061,,0.554586,0.348933,100.969,115.508,27.1371,0.261191,5.62499,6.66675,70.8273,28.0631,5.12648,1.09327,61.0,22.0,17.0
8.59725,10.81381,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,427.577,0.0275331,281.954,4.30706,,0.343682,0.559913,102.55,171.735,40.0031,0.245622,5.99092,7.19909,72.8297,26.2208,4.58245,1.22642,58.0,21.0,20.0
7.11206,11.61469,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,426.794,0.0275577,205.224,8.84498,,1.22105,0.718722,159.505,183.134,51.1208,0.426636,5.87309,2.3015,112.492,30.8484,4.95913,0.974852,53.0,24.0,21.0
