longitude,latitude,start_date,end_date,source,horizon_lower,horizon_upper,aluminium_extractable,boron_extractable,calcium_extractable,carbon_organic,carbon_total,copper_extractable,electrical_conductivity,iron_extractable,magnesium_extractable,manganese_extractable,nitrogen_total,ph,phosphorus_extractable,potassium_extractable,sodium_extractable,sulphur_extractable,zinc_extractable,sand,silt,clay
4.46825,10.91875,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,854.583,0.218541,977.463,10.0,,1.51133,0.829049,170.228,398.611,76.2704,0.951021,6.82379,6.13099,190.611,49.5863,8.05493,1.25979,70.0,13.0,13.0
9.85677,9.01152,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,387.103,0.219837,186.838,6.59628,,2.22643,1.12125,117.804,221.713,86.9044,0.620879,6.43763,7.51403,247.526,42.3128,14.7818,0.598299,54.0,21.0,22.0
9.00407,9.89178,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1187.69,0.222913,1074.74,6.044,,1.83821,0.619494,121.571,247.112,150.702,0.668337,6.11339,2.89041,193.398,53.4646,8.91936,0.821128,54.0,20.0,26.0
10.01716,9.37446,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,728.52,0.223561,1220.84,17.8504,,1.52401,1.06516,143.627,347.959,94.2206,1.56761,6.61951,24.4877,312.307,24.6323,9.95275,2.108,57.0,19.0,19.0
9.25513,10.29616,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,971.919,0.224848,1379.89,17.588,,1.80239,0.800476,134.806,339.781,73.6869,1.64396,6.1146,14.2512,165.254,37.886,9.18678,1.79162,51.0,21.0,25.0
9.06282,8.52544,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1048.28,0.225515,1639.84,8.07419,,1.32723,0.394915,160.262,241.263,27.4183,0.921812,5.56926,7.59968,197.31,61.1433,10.1568,1.27447,61.0,21.0,16.0
9.98665,9.37285,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1114.87,0.226399,398.595,7.15185,,0.975761,0.471306,150.027,153.503,64.6391,0.845168,5.88603,11.3794,191.931,30.0212,15.1745,1.10091,58.0,18.0,17.0
9.21483,9.56796,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,834.425,0.226797,684.275,6.08456,,1.62101,0.835843,114.775,272.038,73.6034,0.753889,5.44872,2.28304,213.74,38.8247,10.0023,1.64411,56.0,15.0,24.0
9.02848,9.59915,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,818.449,0.228438,802.474,7.85438,,1.70686,1.40773,64.8586,289.549,105.439,0.836886,6.36863,6.14604,156.048,62.1863,12.0321,1.52385,58.0,16.0,23.0
6.52741,9.42245,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,798.493,0.229444,2274.95,26.055,,3.72997,1.28261,171.862,453.448,120.197,1.6081,6.65445,32.749,123.724,28.8757,15.334,1.33054,68.0,18.0,13.0
8.97974,9.92326,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,846.571,0.230232,1494.82,17.3068,,1.43191,0.788605,184.308,260.701,79.9391,1.20615,5.80601,4.69057,133.49,29.153,12.8934,1.95807,49.0,21.0,27.0
9.25239,10.29135,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,729.964,0.233268,2042.9,22.8905,,1.91126,0.717712,159.786,309.133,71.4216,1.34412,6.63377,45.541,232.068,24.5371,7.4975,1.8634,51.0,21.0,26.0
4.50756,9.90478,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,786.618,0.234993,1344.69,38.6854,,1.11797,1.24034,145.453,330.791,74.7201,2.08468,6.01843,18.7218,173.273,40.2914,17.9922,2.30602,64.0,19.0,18.0
9.98034,9.36374,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,591.733,0.235735,1673.29,7.0205,,1.5707,0.689801,82.8873,392.727,68.1725,0.737293,7.25826,7.39817,257.778,38.0087,5.37627,1.40167,59.0,20.0,20.0
5.47065,9.9797,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,575.366,0.236265,1479.62,13.4337,,2.01622,0.75472,179.436,317.453,140.45,1.18308,6.29001,7.33938,149.234,28.2475,8.23026,1.21967,58.0,20.0,18.0
8.20193,11.04051,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,650.688,0.236809,972.36,20.7954,,2.75258,0.655482,193.162,521.197,87.1511,1.52754,5.9414,9.68029,135.044,41.4058,9.68344,1.61115,48.0,26.0,22.0
11.70919,9.0477,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,469.741,0.236982,1101.19,5.97865,,0.77834,1.06054,160.146,405.688,81.7724,0.640789,6.42481,9.41303,154.232,18.8943,7.91089,1.63494,66.0,19.0,15.0
9.5495,9.84515,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,720.332,0.236989,1248.59,7.10391,,1.8535,0.631586,109.327,400.872,63.916,0.581001,6.39495,5.9577,180.249,83.1857,14.1391,2.06783,61.0,17.0,19.0
9.01424,9.61259,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,886.433,0.237023,1320.59,19.1936,,1.40075,0.94292,182.589,413.446,151.181,1.45184,5.74359,9.99953,123.671,26.6151,11.9664,1.88055,56.0,18.0,24.0
9.00093,9.86022,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,996.187,0.237424,835.727,7.83147,,1.95279,0.481547,147.999,284.405,69.552,0.712514,6.29683,9.78804,122.511,25.24,13.0477,1.31771,52.0,20.0,25.0
10.4826,10.65442,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,603.187,0.238273,1477.53,10.2089,,1.61148,1.08985,136.45,441.007,105.022,1.22239,6.81738,13.7502,256.786,47.9728,7.66957,2.57136,51.0,27.0,27.0
4.47609,9.86772,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,711.914,0.238343,1711.75,15.1284,,1.53114,0.922825,108.355,319.972,68.9783,1.42306,6.36039,5.21533,146.283,47.3902,11.8144,1.1879,63.0,22.0,19.0
9.08258,8.5357,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,641.027,0.240188,2416.25,13.3638,,1.766,0.758277,182.301,535.799,71.734,1.07335,6.35055,6.41934,164.846,77.3496,7.4175,1.44115,57.0,22.0,16.0
9.87927,8.97768,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,567.992,0.241515,2036.44,9.21882,,1.80035,0.848751,130.179,423.695,90.6635,0.946331,6.58641,10.5034,172.559,33.6042,8.28582,1.62993,55.0,24.0,22.0
10.41141,10.68815,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,546.555,0.241865,1101.35,6.23034,,0.988292,0.798308,152.696,236.45,98.3617,1.22994,6.45449,11.8939,131.276,25.2712,9.31763,1.70748,69.0,17.0,17.0
5.54727,8.97063,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1352.45,0.242122,533.421,13.2082,,2.06445,0.707997,131.421,170.143,55.392,1.2126,5.16672,1.2241,109.281,39.4607,9.21476,1.51611,58.0,23.0,20.0
10.02765,9.92046,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,414.746,0.242499,1250.25,7.46507,,1.4063,0.673233,89.7883,280.825,67.5516,0.57287,6.29237,14.414,122.298,46.7381,9.65273,1.445,63.0,17.0,20.0
10.01948,9.37569,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,677.247,0.244815,717.425,6.3015,,0.981999,0.681637,140.535,303.028,42.6464,0.583827,6.46237,16.8893,160.46,34.6235,4.8283,1.26483,59.0,19.0,18.0
4.81463,9.16928,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,622.112,0.246183,3331.31,34.631,,2.24665,1.21425,95.8161,608.782,112.125,1.74126,6.5529,30.0909,258.525,26.6156,20.8396,2.48823,63.0,18.0,16.0
6.17328,9.15878,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,950.897,0.246489,1592.22,15.1711,,2.20006,1.05754,127.373,404.781,136.368,1.35566,5.87552,3.1736,204.679,28.8583,10.2669,1.23062,62.0,22.0,19.0
10.04684,9.33958,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,716.206,0.255815,1959.41,10.272,,1.76328,0.546031,130.138,305.646,129.864,0.914358,6.62012,6.07157,163.237,35.5547,6.72184,1.82488,57.0,18.0,19.0
9.06256,8.52173,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,717.802,0.258149,1669.48,19.1889,,2.27637,0.66206,154.673,457.683,47.4596,1.52043,5.90931,10.061,144.995,38.3706,8.76547,1.35159,56.0,20.0,19.0
6.17512,9.15989,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,927.413,0.261276,2296.78,27.97,,2.53568,1.05474,179.998,627.918,89.7395,1.46292,6.21054,8.89707,253.433,36.8197,20.8269,2.10863,60.0,23.0,16.0
9.31135,10.31231,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,988.813,0.263239,1019.06,8.18622,,1.40026,0.788688,102.565,405.754,87.1938,0.616728,5.95324,4.21595,248.432,52.4764,9.64243,1.54246,54.0,24.0,20.0
4.8315,9.15341,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,499.038,0.264755,116.022,18.7633,,1.23052,0.804966,172.06,66.1124,32.2964,2.00605,5.8267,5.90155,29.1207,39.1269,19.8486,1.17333,49.0,24.0,21.0
9.30656,10.23036,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,830.329,0.265207,848.748,12.0331,,1.31742,0.691047,154.284,342.597,91.8234,1.09994,5.9124,14.3048,145.252,38.1156,8.51585,2.10398,52.0,19.0,21.0
10.01408,9.37067,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,518.286,0.266742,723.226,6.01923,,1.12834,0.690473,149.052,239.504,116.1,0.747045,6.29767,11.5897,165.244,30.2823,6.3679,1.31976,59.0,19.0,17.0
9.14688,8.34258,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,733.978,0.272232,1040.64,18.7567,,1.55221,0.779491,123.552,585.542,125.18,1.26942,6.34925,5.58991,197.31,44.3947,7.32446,1.45856,63.0,20.0,16.0
9.02794,9.59949,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1116.26,0.273713,1601.12,12.3793,,1.57909,0.492626,108.059,281.977,89.6613,1.17306,5.82626,6.18407,162.914,49.659,12.4239,1.15555,59.0,17.0,21.0
7.72843,9.51823,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1107.89,0.274482,738.188,8.02048,,1.34859,0.866698,121.435,265.385,84.7931,0.917906,5.87486,5.06783,168.574,35.0442,6.89232,1.29222,60.0,16.0,20.0
6.52977,9.41881,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,716.872,0.274521,1568.68,17.4149,,2.04698,1.48004,137.635,389.747,119.067,2.32785,6.37658,28.4522,143.017,31.066,18.1673,1.55707,67.0,17.0,16.0
11.6293,9.01711,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,676.636,0.275709,1592.04,21.4699,,1.26334,1.18133,160.314,266.217,82.6797,1.23394,5.8203,23.3555,175.285,18.8448,10.6867,2.7716,63.0,18.0,19.0
9.25423,10.2931,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,487.715,0.278324,1361.57,10.7004,,1.652,0.640328,218.912,592.377,54.0974,1.00686,6.94048,12.3488,189.36,38.3177,7.63563,1.85108,47.0,22.0,26.0
9.042,9.64705,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1170.15,0.278769,1595.96,8.80591,,4.05754,1.08667,113.431,822.69,89.8459,0.825624,6.4075,3.27105,70.0236,94.1649,10.6752,1.5695,53.0,18.0,24.0
8.36386,8.95908,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,576.353,0.285382,1097.41,16.3273,,1.39277,1.3691,91.495,284.457,101.522,1.6444,6.54304,8.35615,92.4345,41.5493,8.14512,1.69863,54.0,16.0,23.0
9.98094,9.37741,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,774.068,0.286661,626.704,6.01939,,0.604297,0.77388,143.901,251.736,78.8566,0.672497,6.33159,8.91414,211.038,35.0632,7.73323,1.88586,60.0,18.0,18.0
8.87951,9.25131,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,834.316,0.290639,903.83,16.0938,,1.65765,1.00678,106.194,263.571,101.98,1.45918,6.29373,9.34225,223.705,41.3597,8.06002,1.80552,53.0,20.0,26.0
6.96424,11.15582,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1128.9,0.292111,1287.47,17.9799,,2.2764,0.923411,86.7547,756.048,132.812,1.76141,5.65748,1.2948,97.6014,41.3597,11.2236,1.80048,57.0,22.0,23.0
8.10956,8.06439,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,903.574,0.294248,941.998,16.1779,,1.51716,0.67586,184.599,261.616,86.1122,0.783595,6.28212,5.89744,129.243,54.6044,8.87388,1.37436,58.0,22.0,20.0
8.41866,8.97495,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,769.305,0.307292,690.833,17.4323,,0.736833,0.886387,146.912,162.695,64.0485,1.69766,5.99876,4.31446,104.825,28.2475,11.4516,2.23803,55.0,18.0,23.0
8.26174,9.97357,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,937.205,0.311769,357.437,9.59523,,1.63427,0.631654,196.966,234.589,123.987,0.851196,5.5513,4.06835,91.0742,22.0866,10.4771,1.85305,55.0,17.0,21.0
9.16848,8.38283,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,365.221,0.311793,850.411,13.4657,,0.488028,1.03479,96.0623,153.384,74.0598,0.702219,6.94015,16.1164,93.1049,51.0126,5.99882,1.31653,60.0,22.0,17.0
10.03025,9.9098,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,918.972,0.314456,1555.23,7.60044,,0.99619,0.790638,129.948,327.995,42.2998,0.816983,6.52277,4.56269,175.285,45.0838,10.4374,1.55279,70.0,15.0,17.0
5.3627,10.62266,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,828.606,0.316991,1043.99,8.48116,,1.05573,0.490579,136.415,371.744,46.9433,0.779874,6.20028,3.23501,145.009,38.3177,7.88556,0.830431,69.0,15.0,12.0
8.11302,8.06702,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1002.27,0.329542,1853.01,19.8675,,2.77397,0.695004,163.36,489.862,57.8183,1.34186,5.99529,2.98178,97.3449,45.0964,8.92497,1.10604,57.0,22.0,18.0
8.99044,9.60688,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,942.181,0.337876,772.248,18.519,,2.57376,1.57447,104.949,474.131,111.528,1.96468,5.77529,5.9074,177.931,62.2532,17.0683,1.4926,57.0,19.0,25.0
10.01942,9.36442,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,599.96,0.339914,1863.69,6.60555,,1.25677,0.839004,119.297,424.245,100.641,0.563146,6.73995,9.35739,257.778,48.6882,6.78468,1.68191,63.0,18.0,19.0
4.55111,9.85362,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,609.939,0.348245,1858.36,12.0967,,3.18374,1.4108,67.5062,493.004,80.9327,0.916051,6.76898,8.99218,151.312,35.6443,9.35271,1.27365,64.0,20.0,14.0
9.25071,10.24517,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,745.235,0.354734,1443.88,8.42975,,1.97103,1.17025,171.906,870.794,80.7611,0.771254,6.66302,11.5663,175.106,89.5596,13.4956,1.55445,57.0,19.0,22.0
8.39563,10.08277,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1186.59,0.360322,2465.1,22.8899,,1.4071,0.820803,97.1229,454.508,89.4685,2.00387,5.16914,4.88782,151.987,29.2556,22.7236,2.00507,55.0,19.0,22.0
8.38744,10.07876,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,792.764,0.365601,874.313,15.4427,,1.40971,0.941926,157.544,369.277,88.4536,1.11978,6.26038,4.07648,180.616,55.2876,9.56091,2.08543,54.0,19.0,22.0
9.83977,9.04727,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,475.439,0.368272,1661.66,6.62121,,1.42543,1.35449,74.7789,467.54,79.5138,0.64901,6.77771,3.02603,128.502,131.155,9.29774,1.26354,50.0,24.0,24.0
9.71662,10.17903,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,669.265,0.370056,612.798,6.68697,,0.720861,0.706475,94.3957,257.552,73.218,0.562079,6.23972,6.66931,147.299,26.7908,4.37775,1.04254,59.0,19.0,22.0
11.07381,8.98372,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,779.274,0.377367,3352.09,13.1124,,3.36227,1.13939,87.6811,1421.54,251.202,0.716234,6.70046,1.56384,208.171,141.153,25.4456,1.29502,52.0,27.0,18.0
11.38312,9.09312,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,587.116,0.381165,1619.09,6.9253,,1.22611,0.903046,120.808,410.8,64.1752,0.541656,6.68724,11.2564,158.447,35.6218,9.59898,1.17309,61.0,19.0,16.0
9.83359,9.04754,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,507.913,0.421378,830.892,5.26425,,1.11359,1.35864,111.318,353.394,92.0011,0.422555,6.72354,3.86472,124.044,29.7818,6.62634,1.42133,59.0,19.0,21.0
5.42065,10.63044,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,756.317,0.427662,3179.99,10.5186,,1.96725,0.527585,197.859,567.643,86.7972,1.26608,6.6125,7.21222,133.996,48.6339,10.8649,1.85546,67.0,16.0,15.0
5.39789,10.61984,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,748.942,0.429626,1202.87,8.10349,,2.0396,0.723622,142.515,311.058,74.9468,0.501239,6.54362,10.6876,118.66,35.6104,10.1981,1.06817,67.0,17.0,15.0
4.51569,9.84549,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,592.647,0.435373,2953.91,12.1697,,2.97018,1.27891,149.793,354.884,173.383,1.09748,6.52393,3.92039,218.703,33.083,6.47384,1.5364,61.0,21.0,18.0
11.47654,9.41799,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,1070.74,0.450044,1168.45,9.75366,,3.49735,0.781393,126.668,880.607,57.6136,0.71538,6.61987,2.59929,253.339,63.1287,16.5938,1.12634,46.0,22.0,29.0
8.39225,9.03108,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,788.745,0.472358,1332.16,22.5176,,1.73531,1.25448,169.151,233.303,121.255,1.58736,6.357,9.93592,195.507,21.5829,15.9056,2.2461,63.0,16.0,21.0
9.85411,9.01506,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,617.8,0.482475,1561.67,7.79618,,2.53893,1.05208,85.244,630.045,95.0603,0.983854,7.30898,8.85469,257.407,88.2475,7.12939,1.80433,54.0,21.0,22.0
9.28288,10.24347,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,724.79,0.527444,2465.88,5.22745,,2.84647,1.04597,108.927,497.917,101.682,0.65352,7.37516,9.00295,135.024,52.7703,12.7962,0.981968,61.0,19.0,17.0
9.27629,10.27204,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,625.752,0.569763,1824.19,16.1776,,1.57535,1.07962,175.212,510.918,111.433,0.97295,6.82161,6.04978,172.84,44.258,4.93423,2.1123,49.0,25.0,24.0
11.51848,9.37649,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,926.467,0.646568,2121.48,14.4559,,2.54101,1.60973,121.021,789.699,104.093,1.38354,6.47857,2.42026,153.074,43.5081,17.3351,1.58714,43.0,23.0,34.0
9.98072,9.36588,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,525.957,0.690373,2605.3,8.21355,,2.15937,0.749715,108.703,694.267,81.6548,0.761191,7.2262,4.92539,169.232,92.3785,11.304,1.26642,58.0,20.0,25.0
8.36997,8.99326,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,834.49,0.705266,1461.19,19.5853,,1.56786,1.07166,107.226,214.336,103.139,1.45383,6.26686,12.885,203.078,22.9135,11.214,1.985,62.0,15.0,23.0
6.08477,9.52112,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,431.231,0.0023668,195.203,5.69752,,0.14061,0.52728,63.4903,136.693,28.8489,0.347045,6.57383,2.77564,12.6931,73.4598,4.43717,1.07186,68.0,21.0,15.0
6.21681,9.11997,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,452.584,0.0028314,162.98,3.92725,,0.174852,0.327663,136.426,41.3274,36.7974,0.205071,5.8189,4.66709,48.1222,32.5521,5.71525,0.904465,62.0,21.0,20.0
5.43154,9.99097,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,382.416,0.0034396,447.192,4.1687,,0.164733,0.361352,84.5984,77.9633,33.0677,0.258539,6.02584,5.32404,52.7688,21.9209,4.84645,0.905382,66.0,18.0,16.0
10.4381,10.69114,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,298.874,0.0040988,202.053,3.87773,,0.165754,0.406719,58.0625,65.3498,29.8678,0.229583,5.98418,3.81314,20.1879,19.503,5.28868,0.884179,67.0,17.0,18.0
5.39217,9.54247,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,450.604,0.0052045,388.143,3.4824,,0.20701,0.543217,72.6213,73.1583,33.9741,0.227377,5.92634,5.91749,44.4223,45.6086,5.4038,0.631846,63.0,21.0,13.0
7.63471,9.97124,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,527.637,0.0070581,475.051,8.01693,,0.525328,0.925761,73.0373,154.936,40.9408,0.33302,5.94722,2.72015,77.8926,49.0055,8.52871,0.76757,61.0,17.0,22.0
6.59497,9.37016,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,428.491,0.0070878,269.678,3.17607,,0.0843039,0.568074,86.9604,96.5172,34.0266,0.151951,6.0933,4.54101,37.0991,37.0629,3.72195,1.13611,69.0,15.0,13.0
6.07156,9.50655,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,299.896,0.0071623,108.739,3.95743,,0.0702474,0.704129,52.6689,42.3203,22.1614,0.377978,6.11125,2.33085,62.1276,24.5942,7.78341,0.745274,70.0,18.0,13.0
10.41801,10.67729,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,434.867,0.0076796,342.411,3.86505,,0.315652,0.384291,55.5363,81.2938,47.7645,0.193689,6.24976,3.42697,53.8296,24.547,4.82956,0.972195,63.0,19.0,18.0
5.41917,10.6657,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,455.941,0.0078213,455.644,4.51055,,0.318947,0.494002,93.3333,86.315,42.6359,0.250177,5.80868,4.53241,40.7039,34.6533,4.89077,0.771496,72.0,16.0,14.0
10.44466,10.69811,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,383.962,0.0078814,508.439,4.26824,,0.202491,0.312445,97.5045,68.8128,31.3644,0.255522,6.39308,3.61364,40.3797,22.6502,4.89434,0.729414,60.0,18.0,19.0
8.34043,10.05573,01/01/2008,31/12/2018,afsis_wetchem https://www.isda-africa.com/posts/2023-03-16-soil-data-release/,20,0,496.101,0.0090268,190.995,4.44446,,0.261048,0.669114,63.6812,62.4574,43.8496,0.268692,6.2161,3.17937,43.4769,33.3352,6.24005,1.05328,58.0,18.0,24.0
