longitude,latitude,Area,Soil group,Land class,Soil type,pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay
89.0167,25.8111,Taraganj Thana,Gangachara,high ground,unknown,4.9,1.32,0.07,0.07,28.0,10.0,0.46,0.24,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,high ground,unknown,5.3,2.27,0.12,0.16,22.0,11.0,0.4,0.26,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,recession,Medium high land,unknown,4.5,1.79,0.1,0.24,80.0,13.0,0.29,0.22,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,recession,Medium high land,unknown,5.1,1.57,0.08,0.09,18.0,11.0,0.21,0.46,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,4.9,1.57,0.09,0.11,41.0,12.0,0.17,0.34,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,5.8,1.44,0.09,0.11,27.0,9.0,0.08,0.1,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Berries,high ground,unknown,5.3,1.32,0.08,0.11,37.0,9.0,0.34,0.3,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Berries,high ground,unknown,4.9,1.79,0.08,0.17,45.0,14.0,0.25,0.3,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,recession,Medium high land,unknown,5.0,1.79,0.1,0.18,55.0,13.0,0.28,0.36,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,recession,Medium high land,unknown,5.1,1.69,0.1,0.22,77.0,11.0,0.37,0.22,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,5.7,1.8,0.12,0.08,64.0,14.0,0.48,0.52,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,5.4,2.18,0.11,0.13,36.0,11.0,0.24,0.22,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Menanagar,Medium high land,unknown,5.2,1.44,0.09,0.08,31.0,11.0,0.3,0.2,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Menanagar,Medium high land,unknown,5.0,1.57,0.1,0.07,35.0,13.0,0.31,0.34,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,recession,Medium high land,unknown,5.4,1.32,0.1,0.07,12.0,11.0,0.3,0.1,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,recession,Medium high land,unknown,5.6,1.32,0.09,0.08,21.0,13.0,0.37,0.26,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,4.7,1.8,0.1,0.16,67.0,19.0,0.33,0.18,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,5.2,2.18,0.11,0.1,10.0,12.0,0.31,0.12,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,5.2,1.8,0.11,0.09,27.0,18.0,0.4,0.26,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,5.2,1.08,0.07,0.16,39.0,19.0,0.32,0.24,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,recession,Medium high land,unknown,5.6,1.57,0.09,0.3,75.0,21.0,0.41,0.26,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,recession,Medium high land,unknown,5.2,1.57,0.09,0.32,30.0,13.0,0.32,0.46,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,5.2,1.93,0.11,0.17,40.0,14.0,0.34,0.42,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,5.2,1.57,0.11,0.13,15.0,19.0,0.41,0.46,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Deep medium high land,unknown,5.4,1.93,0.11,0.11,17.0,9.0,0.29,0.42,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Deep medium high land,unknown,5.3,1.69,0.13,0.51,88.0,18.0,0.39,0.34,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Deep medium high land,unknown,5.4,3.38,0.2,0.26,16.0,19.0,0.33,0.4,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Shallow to medium high land,unknown,5.4,1.69,0.09,0.11,15.0,11.0,0.36,0.4,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Shallow to medium high land,unknown,5.8,1.57,0.09,0.05,8.0,9.0,0.41,0.78,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Shallow to medium high land,unknown,5.7,2.16,0.12,0.09,11.0,14.0,0.46,0.4,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kaunia,Medium high land,unknown,5.5,1.69,0.11,0.07,14.0,9.0,0.36,0.78,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kaunia,Medium high land,unknown,5.4,2.05,0.11,0.06,31.0,8.0,0.34,1.2,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kaunia,Medium high land,unknown,5.0,2.05,0.11,0.11,85.0,12.0,0.44,1.0,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,5.3,2.05,0.09,0.09,7.0,9.0,0.28,0.72,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,4.9,1.44,0.09,0.14,10.0,11.0,0.44,0.64,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Gangachara,Medium high land,unknown,5.2,1.81,0.1,0.12,38.0,14.0,0.43,0.72,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Imadpur,Medium high land,unknown,5.6,2.16,0.14,0.14,11.0,20.0,0.21,0.84,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Imadpur,Medium high land,unknown,5.6,1.57,0.09,0.08,13.0,11.0,0.24,0.9,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Imadpur,Medium high land,unknown,5.1,1.44,0.1,0.13,17.0,13.0,0.34,0.84,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kaunia,Medium high land,unknown,5.4,1.57,0.12,0.13,14.0,13.0,0.49,0.8,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kaunia,Medium high land,unknown,5.2,2.16,0.12,0.11,20.0,10.0,0.25,0.82,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kaunia,Medium high land,unknown,5.2,2.67,0.14,0.15,9.0,26.0,0.6,0.62,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kaunia,Medium high land,unknown,5.4,2.05,0.13,0.15,11.0,17.0,0.29,0.52,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kaunia,Medium high land,unknown,5.4,1.44,0.09,0.09,9.0,13.0,0.29,0.88,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Bhimpur,Medium high land,unknown,5.3,2.67,0.15,0.12,22.0,25.0,0.49,0.66,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Bhimpur,Medium high land,unknown,5.4,1.93,0.12,0.12,8.0,15.0,0.46,0.62,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Bhimpur,Medium high land,unknown,6.0,2.29,0.11,0.09,5.0,12.0,0.24,0.56,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Bhimpur,Medium high land,unknown,6.1,1.57,0.1,0.23,6.0,13.0,0.17,0.66,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Bhimpur,Medium high land,unknown,5.6,2.67,0.15,0.16,13.0,15.0,0.3,0.78,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Indrail,Medium high land,unknown,5.7,2.79,0.16,0.25,0.26,16.0,0.57,0.82,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Imadpur,Medium high land,unknown,5.7,2.16,0.14,0.33,16.0,16.0,0.35,0.72,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kaunia,Medium low land,unknown,5.5,1.08,0.16,0.19,14.0,29.0,0.5,0.82,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kaunia,Medium low land,unknown,5.7,1.57,0.2,0.27,16.0,37.0,0.53,0.76,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kachna,Medium low land,unknown,5.4,2.55,0.17,0.21,24.0,18.0,0.63,0.66,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Kachna,Medium low land,unknown,4.9,1.81,0.1,0.24,81.0,17.0,0.58,0.72,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,chilmari,Medium high land,unknown,5.4,1.93,0.11,0.17,30.0,11.0,0.3,0.46,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Teesta sandy soil,Medium high land,unknown,5.6,0.48,0.04,0.21,31.0,12.0,0.2,1.04,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Teesta sandy soil,Medium high land,unknown,6.7,0.36,0.05,0.04,9.0,7.0,0.2,0.36,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Alluvial soil of Teesta,Medium high land,unknown,5.9,0.73,0.04,0.17,24.0,9.0,0.37,0.44,33.0,33.0,33.0
89.0167,25.8111,Taraganj Thana,Teesta sandy soil,Medium low land,unknown,7.8,0.36,0.01,0.09,5.0,9.0,0.24,1.02,33.0,33.0,33.0
9.70933,10.16906,isda,isda,isda,isda,6.31211,7.6977,0.7054,119.188,14.1132,8.05925,0.159,1.49692,51.0,21.0,22.0
11.69308,9.08007,isda,isda,isda,isda,5.36189,13.1397,1.08761,174.787,12.6794,16.3186,0.1016,1.90178,59.0,19.0,20.0
9.04743,9.66625,isda,isda,isda,isda,6.32176,12.4706,0.716328,201.41,4.97233,10.0552,0.1165,1.86241,56.0,18.0,22.0
8.86292,9.25251,isda,isda,isda,isda,5.5687,14.5912,1.52534,151.807,3.45258,12.8003,0.1215,0.656912,50.0,19.0,29.0
7.73493,9.52822,isda,isda,isda,isda,5.60867,10.0637,0.801812,80.056,5.89749,5.21915,0.1676,0.998162,57.0,19.0,21.0
8.43053,9.0031,isda,isda,isda,isda,6.27555,2.83923,0.210533,88.3761,3.84416,3.31327,0.01429,0.897132,55.0,18.0,25.0
9.95375,8.57491,isda,isda,isda,isda,5.91579,8.21196,0.631203,91.471,4.08069,6.69788,0.01532,1.1347,56.0,22.0,18.0
8.16486,8.08119,isda,isda,isda,isda,5.90562,5.12124,0.347311,54.0659,3.49822,6.23584,0.01665,0.571705,64.0,16.0,13.0
6.36402,9.70561,isda,isda,isda,isda,6.21006,5.63802,0.328883,58.0133,3.58331,5.66389,0.01739,1.22606,69.0,15.0,15.0
5.39554,10.62202,isda,isda,isda,isda,5.55997,7.49637,0.488478,73.2357,6.84287,12.3435,0.01912,0.659331,70.0,16.0,15.0
8.39838,10.0664,isda,isda,isda,isda,5.85678,9.57567,0.577744,61.8728,3.64538,7.9742,0.02129,1.54871,58.0,19.0,24.0
5.41005,10.66889,isda,isda,isda,isda,5.79361,12.5838,0.982054,101.765,6.58336,6.98967,0.02273,1.48794,72.0,17.0,16.0
8.58993,9.39371,isda,isda,isda,isda,6.55941,5.15243,0.548534,91.471,10.5751,6.40233,0.02535,1.39651,52.0,22.0,24.0
11.3968,9.16441,isda,isda,isda,isda,5.86927,5.28051,0.40553,92.3329,6.64998,5.26292,0.03078,0.887695,49.0,27.0,24.0
7.76696,9.50315,isda,isda,isda,isda,5.93055,23.1886,1.70919,189.847,4.16389,6.60693,0.06774,1.1374,57.0,18.0,22.0
9.01156,8.53383,isda,isda,isda,isda,6.02027,11.5818,0.962603,110.107,4.07238,7.30862,0.07253,1.68039,62.0,20.0,16.0
8.56821,9.33437,isda,isda,isda,isda,5.87529,5.81544,0.348295,78.612,4.10674,8.03368,0.08448,0.920181,54.0,23.0,23.0
9.15203,9.56258,isda,isda,isda,isda,6.06913,8.38166,0.585388,104.525,4.22226,8.0217,0.09417,1.53245,61.0,14.0,21.0
4.51746,9.86606,isda,isda,isda,isda,6.18549,9.3548,0.650064,119.017,12.5161,5.79835,0.10103,1.42828,70.0,20.0,15.0
8.23293,9.9374,isda,isda,isda,isda,5.6293,9.87345,0.91241,132.393,2.58348,13.8476,0.10128,1.42311,55.0,19.0,24.0
10.05456,9.42069,isda,isda,isda,isda,6.86142,4.35043,0.54645,122.298,8.21167,8.04973,0.10274,1.48526,55.0,20.0,22.0
8.28213,11.13682,isda,isda,isda,isda,6.11814,7.70763,0.524477,129.765,3.90586,8.23153,0.10348,1.7471,50.0,26.0,24.0
8.4022,8.99629,isda,isda,isda,isda,6.0659,11.4479,1.42659,171.211,2.2794,10.6941,0.10637,1.74727,60.0,18.0,22.0
9.04746,9.66634,isda,isda,isda,isda,6.12851,3.75505,0.263512,155.314,5.00163,6.81354,0.10807,1.36473,57.0,17.0,21.0
4.43093,10.95324,isda,isda,isda,isda,6.27678,9.67822,1.1942,158.051,8.99805,6.38389,0.10855,1.18746,68.0,13.0,15.0
8.97728,9.60861,isda,isda,isda,isda,5.52401,11.3555,1.13782,182.913,5.69444,14.7327,0.10934,2.33105,51.0,18.0,29.0
6.17204,9.16042,isda,isda,isda,isda,5.97435,11.2172,1.10655,155.801,3.15791,7.25316,0.11392,1.67218,59.0,23.0,17.0
8.5931,10.78391,isda,isda,isda,isda,5.9092,11.6419,0.525118,119.949,4.05861,9.64489,0.11563,1.40994,58.0,22.0,21.0
9.04489,9.86268,isda,isda,isda,isda,6.33963,5.52034,0.336103,91.9365,2.95826,7.06976,0.11654,0.917846,55.0,18.0,24.0
8.58943,10.78451,isda,isda,isda,isda,5.41995,10.0041,1.13661,13.0304,4.28653,9.72289,0.12089,1.62047,46.0,27.0,24.0
9.07787,8.59073,isda,isda,isda,isda,5.8175,10.1299,0.634117,76.1989,2.60205,7.0681,0.12249,1.21807,65.0,19.0,16.0
9.86054,9.00779,isda,isda,isda,isda,6.19106,6.01748,0.549387,223.299,4.41441,6.11641,0.12839,1.496,60.0,19.0,22.0
9.28157,10.24945,isda,isda,isda,isda,6.31352,16.1134,1.24539,175.285,10.8978,7.84883,0.13129,1.99306,58.0,19.0,21.0
8.99092,9.86194,isda,isda,isda,isda,5.88422,9.97236,0.997445,150.13,7.50441,8.37428,0.13845,1.19323,56.0,20.0,24.0
4.51902,9.88375,isda,isda,isda,isda,6.3974,10.1794,0.924265,171.343,5.31064,8.88258,0.14738,1.24356,64.0,20.0,16.0
4.51811,9.87272,isda,isda,isda,isda,6.17413,8.30996,0.485107,121.22,10.9441,5.23622,0.14954,1.53028,69.0,19.0,14.0
5.46483,9.97984,isda,isda,isda,isda,6.0819,8.52489,0.664897,125.658,1.87878,7.59337,0.15194,1.73871,68.0,18.0,12.0
9.02759,8.54135,isda,isda,isda,isda,5.70884,10.9691,0.732477,91.0358,5.05136,5.72018,0.15685,1.41676,57.0,20.0,18.0
4.85726,9.13533,isda,isda,isda,isda,6.48383,7.34231,0.807857,234.959,5.02389,6.23473,0.16011,0.899915,57.0,19.0,16.0
5.43562,10.01016,isda,isda,isda,isda,6.05746,15.0538,1.2009,79.6854,4.42578,11.7395,0.16544,1.79534,67.0,17.0,12.0
5.38764,9.55343,isda,isda,isda,isda,6.05828,8.75316,0.921532,64.4668,3.84997,5.91843,0.17185,0.913428,61.0,23.0,15.0
9.69868,10.19787,isda,isda,isda,isda,6.61236,3.80899,0.539828,125.119,5.41244,10.2381,0.17983,1.23416,58.0,18.0,18.0
7.62165,8.7604,isda,isda,isda,isda,6.36759,5.90138,0.404773,122.298,13.8595,5.93759,0.18636,1.37628,60.0,18.0,19.0
9.69903,10.20077,isda,isda,isda,isda,6.98778,6.00659,0.669862,180.616,3.25221,26.1901,0.18843,0.753341,59.0,17.0,20.0
9.03177,9.65042,isda,isda,isda,isda,5.84185,11.1593,1.285,256.528,9.81042,23.6288,0.19104,1.75168,54.0,18.0,24.0
11.0777,8.97676,isda,isda,isda,isda,6.70738,9.76345,0.725328,92.5448,10.3026,6.981,0.19377,1.86254,51.0,26.0,21.0
10.02454,9.3695,isda,isda,isda,isda,6.98375,6.09496,0.476494,158.744,18.255,5.92214,0.19846,1.16959,60.0,16.0,19.0
10.02592,9.92179,isda,isda,isda,isda,6.33662,5.92794,0.704742,149.478,4.47205,7.58833,0.20198,1.11143,69.0,15.0,17.0
10.05741,9.42755,isda,isda,isda,isda,7.10298,6.89558,0.749069,154.912,6.07983,6.40195,0.20253,1.6198,57.0,21.0,20.0
11.64093,9.01276,isda,isda,isda,isda,6.56349,11.9668,1.28788,205.599,9.71019,11.9583,0.22685,1.68747,61.0,17.0,18.0
8.53562,9.32715,isda,isda,isda,isda,6.1568,24.0556,1.225,93.2748,10.1681,18.0258,0.24608,1.78374,62.0,16.0,21.0
9.25761,10.29301,isda,isda,isda,isda,6.38538,6.77048,0.810418,161.175,6.44866,6.99107,0.26895,1.7415,47.0,21.0,25.0
9.84106,9.05141,isda,isda,isda,isda,6.55961,9.57357,0.741177,173.135,5.17872,15.7149,0.33191,1.9954,52.0,20.0,22.0
7.71379,9.51283,isda,isda,isda,isda,5.83878,19.0798,1.70925,148.751,15.8249,12.5854,0.33258,2.29899,57.0,19.0,26.0
11.01234,8.97793,isda,isda,isda,isda,5.65265,17.4048,1.47231,254.209,7.67067,20.2615,0.33288,2.52736,48.0,25.0,23.0
9.0403,9.66621,isda,isda,isda,isda,6.43242,8.75852,0.754518,253.339,3.02727,25.5892,0.33359,1.64351,59.0,18.0,20.0
9.12958,8.3634,isda,isda,isda,isda,6.16856,2.20945,0.218657,17.9103,6.43252,4.15097,0.005622,0.49659,66.0,20.0,16.0
8.52495,8.42855,isda,isda,isda,isda,5.65349,3.45791,0.202744,55.7455,2.62919,6.26601,0.006009,0.634759,72.0,17.0,12.0
6.1291,9.50625,isda,isda,isda,isda,6.60157,3.54939,0.208524,45.9068,2.13949,5.31499,0.010001,0.935492,71.0,19.0,13.0
5.08989,10.27407,isda,isda,isda,isda,6.20088,4.62262,0.270889,40.5178,5.99558,4.36223,0.010413,1.39346,71.0,19.0,12.0
6.56518,9.3675,isda,isda,isda,isda,6.41323,5.21668,0.382172,51.6911,5.90701,5.58765,0.010465,1.13011,64.0,18.0,16.0
8.1796,8.07936,isda,isda,isda,isda,5.24615,7.46439,0.492894,77.486,4.26601,10.8172,0.010877,0.930192,62.0,17.0,14.0
7.67712,11.59525,isda,isda,isda,isda,5.81021,3.65206,0.210752,50.3874,4.34038,4.04488,0.011044,0.883053,59.0,24.0,18.0
7.58037,11.07477,isda,isda,isda,isda,6.19139,3.37203,0.288286,63.0674,2.31451,5.2325,0.011175,1.01101,53.0,23.0,18.0
7.66233,11.58857,isda,isda,isda,isda,5.75296,4.08864,0.232079,93.9147,8.56315,4.18447,0.011276,1.43289,60.0,22.0,20.0
10.42355,10.69477,isda,isda,isda,isda,6.13508,3.87752,0.218782,26.3386,5.20099,4.37437,0.011519,1.28918,67.0,20.0,19.0
9.11494,8.39599,isda,isda,isda,isda,5.9374,4.06383,0.316856,63.962,10.8605,5.42425,0.011742,0.599202,61.0,19.0,18.0
8.16317,8.0767,isda,isda,isda,isda,5.73452,9.20381,0.596908,61.8728,8.37818,10.3383,0.012035,1.06077,59.0,18.0,14.0
7.93732,11.46292,isda,isda,isda,isda,5.8243,8.51096,0.762196,129.933,4.30709,5.1304,0.012741,1.8387,60.0,22.0,16.0
7.69309,11.59767,isda,isda,isda,isda,6.13367,3.20154,0.254387,73.2742,3.45252,6.91513,0.013203,0.981778,64.0,21.0,16.0
7.67368,11.58825,isda,isda,isda,isda,5.68289,4.64797,0.24466,73.1948,8.0934,4.41676,0.013211,1.24638,59.0,23.0,19.0
6.35929,9.68984,isda,isda,isda,isda,6.17912,4.97766,0.464392,10.7613,4.76366,7.30298,0.013528,0.571498,64.0,15.0,16.0
11.06682,8.91125,isda,isda,isda,isda,6.46007,2.60943,0.200225,68.3857,3.13,4.21986,0.013542,0.875171,59.0,23.0,18.0
11.03965,8.9766,isda,isda,isda,isda,6.08084,6.54665,0.338367,113.763,6.20244,7.75647,0.013618,1.50719,45.0,26.0,22.0
8.23415,11.04882,isda,isda,isda,isda,5.84154,7.02938,0.80121,63.9247,6.53858,6.08178,0.014267,1.19157,52.0,27.0,21.0
5.40878,9.96758,isda,isda,isda,isda,5.95837,8.96886,0.453844,74.0161,3.10044,7.42028,0.014332,1.37645,67.0,19.0,14.0
5.01295,10.23278,isda,isda,isda,isda,6.02385,7.30039,0.26162,54.7273,8.73383,4.7605,0.014593,1.49043,69.0,16.0,11.0
7.56476,11.07313,isda,isda,isda,isda,5.54966,3.51528,0.352745,49.3748,2.14283,6.41818,0.014623,1.45927,63.0,23.0,17.0
8.57814,10.84156,isda,isda,isda,isda,5.80065,3.14041,0.49652,26.1671,4.17093,6.53464,0.014952,1.32452,53.0,21.0,22.0
5.34622,9.53564,isda,isda,isda,isda,6.12982,6.47465,0.482967,61.3766,3.85352,5.86357,0.015068,1.03008,70.0,22.0,12.0
5.33171,9.54959,isda,isda,isda,isda,5.70793,5.23727,0.301059,55.7594,7.1378,6.56674,0.015789,1.09909,66.0,21.0,15.0
7.10142,11.60649,isda,isda,isda,isda,5.86602,8.11175,0.456586,110.107,3.41696,6.72717,0.015811,1.08375,51.0,23.0,19.0
9.71533,10.17564,isda,isda,isda,isda,5.71478,13.5368,0.95871,76.2764,13.9557,8.72371,0.015852,1.80577,60.0,19.0,22.0
11.05936,8.92214,isda,isda,isda,isda,6.24094,7.8021,0.339819,106.09,3.7182,5.75366,0.015883,1.67441,60.0,22.0,18.0
9.02769,8.53496,isda,isda,isda,isda,5.25488,7.62856,0.654674,71.668,4.31564,7.07526,0.015974,1.49753,64.0,21.0,15.0
7.91586,11.54666,isda,isda,isda,isda,5.79926,4.54638,0.348375,73.2597,3.9426,5.447,0.016102,0.958149,61.0,21.0,17.0
8.52969,8.42091,isda,isda,isda,isda,5.83895,5.2704,0.399264,55.5755,3.11154,5.08231,0.016277,1.21416,74.0,18.0,13.0
8.58151,9.32327,isda,isda,isda,isda,5.66525,15.5202,1.23615,170.056,4.95659,11.073,0.016511,2.30507,53.0,20.0,24.0
8.18686,8.07968,isda,isda,isda,isda,6.34785,6.48043,0.474313,61.8728,5.6755,6.61082,0.016833,1.315,60.0,17.0,15.0
9.39817,8.93905,isda,isda,isda,isda,5.18079,6.37191,0.467725,65.225,5.60191,6.79864,0.017504,1.18905,58.0,17.0,22.0
8.30746,11.14816,isda,isda,isda,isda,6.13123,5.5628,0.327196,56.7896,3.06046,8.32968,0.017893,1.30188,55.0,26.0,22.0
6.06991,9.49083,isda,isda,isda,isda,6.56334,5.14596,0.352937,29.8784,4.59396,4.13451,0.018447,0.973212,66.0,20.0,15.0
7.7037,9.55781,isda,isda,isda,isda,6.11144,7.8525,0.580411,101.765,6.78604,6.64653,0.018938,0.992661,55.0,18.0,21.0
9.09984,8.35215,isda,isda,isda,isda,6.16289,3.14745,0.336118,121.385,10.1881,4.5071,0.019794,0.705518,65.0,18.0,18.0
6.49673,8.52807,isda,isda,isda,isda,5.84575,12.802,0.643496,91.6114,7.66751,6.31315,0.019903,1.58602,61.0,22.0,16.0
8.90831,8.19887,isda,isda,isda,isda,6.47596,6.11607,0.340646,91.471,5.80823,5.64847,0.020128,1.0783,61.0,20.0,18.0
5.52177,8.98149,isda,isda,isda,isda,5.23617,11.7573,1.2241,26.7827,4.6817,9.40606,0.020313,0.694065,45.0,22.0,25.0
7.63414,9.95305,isda,isda,isda,isda,5.5989,10.3571,0.710737,79.8781,1.98219,8.6771,0.020548,1.41292,58.0,18.0,22.0
8.55166,9.39101,isda,isda,isda,isda,5.7602,16.1954,0.732952,143.804,2.22735,5.27156,0.020618,1.99794,57.0,19.0,21.0
7.67508,11.55302,isda,isda,isda,isda,6.20812,7.75883,0.526372,61.0754,6.39786,6.13368,0.020627,1.45468,65.0,18.0,16.0
5.36256,9.51697,isda,isda,isda,isda,6.43693,4.67084,0.278272,55.5885,4.17828,7.33205,0.021318,1.04596,65.0,20.0,17.0
5.52242,8.98362,isda,isda,isda,isda,5.48737,8.96261,0.995194,10.4738,3.69894,8.57494,0.021468,0.775023,47.0,25.0,22.0
11.38881,9.15015,isda,isda,isda,isda,6.24522,3.21277,0.24744,70.6721,6.13555,3.83605,0.021823,0.922692,59.0,21.0,19.0
4.84312,9.16968,isda,isda,isda,isda,6.28232,3.24115,0.330859,115.2,6.91831,6.50742,0.022055,1.24467,65.0,22.0,14.0
4.501,9.89338,isda,isda,isda,isda,6.22039,2.50021,0.228018,55.0229,10.6802,5.53668,0.022116,0.659035,64.0,20.0,16.0
5.35466,10.65464,isda,isda,isda,isda,6.01707,5.88353,0.285015,77.4032,2.4506,5.75234,0.022214,1.16705,72.0,15.0,12.0
6.54126,9.37727,isda,isda,isda,isda,5.97046,4.98924,0.344113,62.3088,6.85438,4.23499,0.022238,1.04551,69.0,15.0,12.0
6.37173,9.67128,isda,isda,isda,isda,6.05889,7.71365,0.674538,103.937,1.89158,5.47932,0.022928,1.11832,65.0,16.0,15.0
6.03752,9.64049,isda,isda,isda,isda,5.89881,6.74418,0.463216,73.73,7.07867,5.57021,0.023234,1.41829,64.0,19.0,14.0
9.12437,8.37564,isda,isda,isda,isda,6.78532,4.46619,0.366807,113.748,10.6114,6.04565,0.023261,0.504835,61.0,21.0,18.0
8.22872,9.98667,isda,isda,isda,isda,5.76107,7.90207,0.710986,119.492,3.29374,6.65939,0.024166,1.03565,58.0,17.0,25.0
7.59854,9.99547,isda,isda,isda,isda,5.77217,4.7449,0.47291,8.50103,3.01637,7.01705,0.024174,0.863514,50.0,20.0,24.0
8.2454,11.09724,isda,isda,isda,isda,6.09444,2.87257,0.301378,86.5492,2.81883,6.01006,0.024239,1.20769,52.0,27.0,21.0
10.41415,10.676,isda,isda,isda,isda,6.51664,9.65368,0.591913,39.2383,6.13347,5.09422,0.024814,1.84838,68.0,19.0,18.0
11.39398,9.16889,isda,isda,isda,isda,5.85379,4.35518,0.259456,91.471,5.32614,4.5186,0.025214,0.920954,48.0,29.0,27.0
8.38057,8.99978,isda,isda,isda,isda,6.09944,4.93313,0.326048,49.8153,5.96704,4.50278,0.025222,1.27558,61.0,16.0,21.0
6.54786,9.37754,isda,isda,isda,isda,5.7138,5.24431,0.3909,79.9419,5.74147,6.13394,0.025612,1.19268,66.0,16.0,14.0
7.97489,11.53703,isda,isda,isda,isda,5.89611,4.15603,0.28332,71.5596,6.52598,4.23906,0.025666,1.12301,63.0,21.0,19.0
4.48827,10.98444,isda,isda,isda,isda,6.20151,3.7133,0.414738,74.9508,4.02976,4.91167,0.025863,0.773669,68.0,16.0,14.0
8.6529,10.76569,isda,isda,isda,isda,5.85027,7.80027,0.511984,114.974,5.56056,6.02424,0.027197,1.26093,54.0,23.0,23.0
8.38507,10.09573,isda,isda,isda,isda,5.666,15.601,0.929811,75.5641,5.34177,8.03476,0.027608,1.48381,57.0,19.0,22.0
6.50435,8.51931,isda,isda,isda,isda,5.72979,6.5482,0.346511,53.4345,5.82545,6.9865,0.027712,1.51828,63.0,22.0,17.0
9.17354,11.26482,isda,isda,isda,isda,5.96626,4.80315,0.340398,14.3647,5.25365,5.45045,0.028994,0.992063,54.0,23.0,23.0
9.18314,11.26222,isda,isda,isda,isda,6.01741,4.06942,0.359218,14.3647,5.66855,7.21808,0.029009,1.02345,59.0,21.0,21.0
9.13977,11.28752,isda,isda,isda,isda,6.13933,6.52615,0.732845,9.93052,8.96233,7.21886,0.029331,0.696196,63.0,19.0,18.0
