longitude,latitude,Area,Soil group,Land class,Soil type,pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay
8.63963,8.38863,isda,isda,isda,isda,6.39338,6.93127,0.495454,63.7577,4.72642,5.5403,0.0170287,1.32655,70.0,16.0,15.0
5.09205,10.2685,isda,isda,isda,isda,5.56571,6.81984,0.529265,63.6445,4.04636,4.93912,0.0170803,1.27083,75.0,17.0,12.0
7.74379,9.51034,isda,isda,isda,isda,6.23765,7.15207,0.463911,72.3685,2.49015,7.81793,0.0172011,1.16106,52.0,21.0,21.0
6.92594,11.14386,isda,isda,isda,isda,5.51487,9.33505,0.818287,60.8479,2.2816,6.48511,0.0173349,0.948514,63.0,20.0,18.0
8.25165,11.03235,isda,isda,isda,isda,5.80066,4.39707,0.339231,49.7061,5.04945,5.53793,0.0173409,1.03691,54.0,25.0,20.0
9.0968,8.41297,isda,isda,isda,isda,7.11302,4.0851,0.253265,46.9081,6.47792,4.00765,0.0173765,0.992607,63.0,19.0,16.0
8.13119,8.03907,isda,isda,isda,isda,6.02887,11.5725,0.740714,101.658,5.0044,7.86829,0.0174629,1.68219,66.0,20.0,16.0
9.1727,11.2503,isda,isda,isda,isda,6.09289,4.284,0.398787,9.93052,2.45749,7.01452,0.0175098,1.16027,66.0,18.0,17.0
6.38526,9.623,isda,isda,isda,isda,6.18166,4.1722,0.364118,65.225,1.83287,4.78056,0.0175269,1.00566,68.0,17.0,14.0
9.11173,8.39444,isda,isda,isda,isda,6.71346,6.26804,0.526903,121.385,10.5851,5.60249,0.0175334,0.638421,64.0,19.0,17.0
8.5887,10.79595,isda,isda,isda,isda,5.53587,9.64577,0.580501,68.8555,2.37365,8.11463,0.0176907,1.28561,62.0,21.0,21.0
5.94884,10.27084,isda,isda,isda,isda,5.88231,3.17185,0.209962,49.0611,12.4686,4.48618,0.0177872,1.19445,66.0,19.0,13.0
5.42297,10.66873,isda,isda,isda,isda,6.05917,7.87876,0.485697,91.7461,4.33499,10.5689,0.0178131,1.08088,73.0,17.0,14.0
6.35932,9.68279,isda,isda,isda,isda,5.89005,9.74165,0.901066,116.967,2.72941,7.29863,0.0178539,0.967,68.0,17.0,14.0
9.84411,9.03967,isda,isda,isda,isda,5.76212,3.99639,0.189607,66.2483,5.9019,4.31467,0.0178685,1.38125,55.0,20.0,23.0
9.07418,8.54737,isda,isda,isda,isda,6.2989,10.6606,0.441598,92.5487,16.9277,6.12432,0.0178738,1.29462,67.0,17.0,15.0
10.45083,10.63585,isda,isda,isda,isda,6.07656,3.65799,0.311336,74.769,2.27937,5.79392,0.0180389,1.07676,65.0,19.0,25.0
5.34381,9.57246,isda,isda,isda,isda,5.82724,6.3055,0.43216,55.7594,7.51609,6.20058,0.0180659,1.06384,64.0,23.0,16.0
5.32619,9.58139,isda,isda,isda,isda,6.22393,4.7371,0.33024,43.5746,2.89911,5.8202,0.0180719,1.11097,69.0,21.0,17.0
5.34506,9.56796,isda,isda,isda,isda,5.11234,5.24432,0.539712,40.3345,4.49453,8.7454,0.0181969,1.00739,66.0,20.0,14.0
9.13705,8.35999,isda,isda,isda,isda,6.37378,3.53202,0.293678,9.11034,8.03677,5.39699,0.0181974,0.818332,63.0,20.0,17.0
7.36214,10.52181,isda,isda,isda,isda,5.71051,12.5154,1.15073,138.132,1.71632,8.31819,0.0182382,2.01287,70.0,20.0,17.0
9.10755,8.34758,isda,isda,isda,isda,6.84027,8.49694,0.573077,91.0358,10.5822,4.75097,0.0182689,1.81937,67.0,19.0,17.0
5.32883,9.54841,isda,isda,isda,isda,6.03185,7.59535,0.343217,61.0001,6.56292,6.09075,0.0183674,1.07898,68.0,19.0,13.0
6.36054,9.68841,isda,isda,isda,isda,5.92998,7.76545,1.01608,72.3193,4.41285,5.58178,0.0183688,1.73804,65.0,15.0,16.0
9.12078,8.37992,isda,isda,isda,isda,5.86904,4.77839,0.386325,35.1989,7.42157,9.04284,0.0185085,0.442837,63.0,21.0,20.0
8.2049,11.04768,isda,isda,isda,isda,5.83179,6.42547,0.599634,65.225,7.56128,6.80708,0.0188377,1.26406,45.0,29.0,24.0
5.35425,10.64625,isda,isda,isda,isda,6.17445,4.14744,0.342536,93.6111,4.8234,8.67724,0.0188426,0.99242,70.0,17.0,13.0
9.37085,8.91728,isda,isda,isda,isda,6.26459,7.96166,0.595531,93.9659,9.04946,5.38827,0.0188577,1.67557,60.0,17.0,20.0
8.4231,8.98138,isda,isda,isda,isda,6.12936,9.84175,0.530796,81.5363,3.58634,5.53598,0.0188807,1.17346,55.0,19.0,21.0
8.24219,11.07328,isda,isda,isda,isda,6.21087,6.29759,0.510911,65.6267,4.09838,7.27913,0.0189513,1.31426,50.0,26.0,23.0
6.0924,9.68388,isda,isda,isda,isda,5.54967,15.8977,1.18083,137.914,3.63982,5.74864,0.0189532,1.59053,56.0,20.0,21.0
11.02426,8.90916,isda,isda,isda,isda,6.43771,3.49087,0.206752,72.3746,3.6688,3.34741,0.0189899,0.872531,58.0,25.0,17.0
5.42818,10.62363,isda,isda,isda,isda,5.80902,7.07792,0.40581,64.722,3.15314,8.13658,0.0189938,1.10974,72.0,16.0,13.0
9.16718,11.26639,isda,isda,isda,isda,6.19413,3.80969,0.316967,12.0717,5.82264,5.88588,0.0190231,0.977405,58.0,20.0,22.0
8.67789,8.35781,isda,isda,isda,isda,5.47665,11.6243,0.872056,123.262,1.36716,12.2681,0.0190899,1.59893,66.0,18.0,18.0
4.44789,10.95651,isda,isda,isda,isda,6.63193,6.89795,0.559553,119.763,16.8514,4.64889,0.0192663,1.09956,71.0,13.0,14.0
6.98154,11.1029,isda,isda,isda,isda,5.92949,5.52908,0.402518,68.0772,1.95392,9.0761,0.0192746,1.02859,60.0,22.0,16.0
8.61611,10.15567,isda,isda,isda,isda,5.56373,14.282,1.02536,133.455,4.6697,7.05093,0.0192749,2.5711,48.0,24.0,26.0
8.32005,11.11913,isda,isda,isda,isda,5.90651,6.08969,0.433257,115.606,4.63468,6.08605,0.0193132,1.31839,53.0,25.0,23.0
9.1689,11.26466,isda,isda,isda,isda,6.10469,2.71328,0.239178,19.3599,6.76861,3.27963,0.0193383,0.627133,60.0,20.0,19.0
8.46239,8.48724,isda,isda,isda,isda,5.69966,13.0159,0.910011,63.5178,9.48043,6.05041,0.0193949,2.02953,68.0,17.0,13.0
8.39948,10.08218,isda,isda,isda,isda,6.29719,8.00233,0.527501,61.4053,4.20022,8.5619,0.0194088,1.87121,56.0,20.0,22.0
8.52549,8.46851,isda,isda,isda,isda,5.45236,5.81844,0.679992,81.2132,2.68364,11.9041,0.0194226,0.832328,70.0,16.0,13.0
5.3614,10.6503,isda,isda,isda,isda,5.98422,3.09548,0.31103,76.676,8.07705,7.89184,0.0194501,1.17656,73.0,16.0,13.0
6.34121,9.69015,isda,isda,isda,isda,5.62219,5.7845,0.56897,73.4902,2.92859,7.65601,0.0194658,0.937923,68.0,17.0,16.0
7.90261,11.54226,isda,isda,isda,isda,5.65972,4.61572,0.352035,71.5596,3.56183,4.99318,0.0195927,0.925997,64.0,21.0,15.0
6.35827,9.70116,isda,isda,isda,isda,5.68845,10.4994,0.817586,73.1527,5.71074,4.55047,0.0196246,1.36799,65.0,15.0,16.0
9.12501,11.27679,isda,isda,isda,isda,6.4135,2.21519,0.260238,11.1631,2.81334,7.53988,0.0196436,0.578916,59.0,21.0,19.0
9.95209,8.53022,isda,isda,isda,isda,6.4975,7.85706,0.421262,92.5448,7.07532,4.57548,0.0196761,0.975606,59.0,23.0,20.0
8.85569,8.19291,isda,isda,isda,isda,6.17406,8.18612,0.424951,92.5448,8.50819,5.54177,0.0197827,1.04608,65.0,18.0,14.0
8.1841,8.07961,isda,isda,isda,isda,5.90251,8.0938,0.449749,55.7594,5.9608,6.10334,0.0197897,1.07068,60.0,18.0,15.0
10.47504,10.64938,isda,isda,isda,isda,5.97309,2.86163,0.2173,112.517,7.47632,4.69758,0.0198014,0.962596,56.0,22.0,25.0
7.63932,10.0036,isda,isda,isda,isda,5.65322,3.90807,0.376979,10.5075,4.32461,7.19871,0.0198332,1.05595,61.0,18.0,23.0
7.7433,9.53923,isda,isda,isda,isda,5.97271,4.39218,0.246213,105.552,7.73267,4.88904,0.0198349,1.11729,61.0,18.0,23.0
7.72966,9.52669,isda,isda,isda,isda,5.92599,7.95145,0.48497,97.6715,2.42404,9.92303,0.0198416,0.961763,56.0,18.0,24.0
8.12971,8.04163,isda,isda,isda,isda,6.24713,8.15384,0.354812,61.0001,5.20296,6.24879,0.0199154,0.768467,65.0,21.0,17.0
4.55331,9.85377,isda,isda,isda,isda,6.72533,4.5578,0.435426,71.9968,2.013,7.22491,0.0199379,0.877319,67.0,22.0,14.0
4.45391,10.96192,isda,isda,isda,isda,6.15696,5.7516,0.367357,92.3137,6.64488,5.29662,0.0199774,1.71376,69.0,13.0,13.0
7.91084,11.53742,isda,isda,isda,isda,5.96837,5.31792,0.337647,73.1948,3.81355,5.59011,0.0200357,1.13491,57.0,23.0,19.0
8.99945,9.86285,isda,isda,isda,isda,5.59415,15.6131,1.61042,139.884,5.2522,5.48618,0.0200849,1.66959,54.0,21.0,23.0
5.3271,9.54749,isda,isda,isda,isda,5.78463,6.20237,0.366833,55.7594,5.52224,6.5153,0.0201671,1.6901,70.0,17.0,12.0
9.1649,8.4092,isda,isda,isda,isda,6.26692,5.94306,0.517656,35.1989,6.67851,5.36038,0.0202059,0.410652,67.0,21.0,17.0
8.21202,11.02871,isda,isda,isda,isda,5.86135,6.12248,0.433849,51.3337,5.02117,7.30994,0.0202808,1.17651,56.0,24.0,20.0
6.51727,8.52067,isda,isda,isda,isda,6.30379,7.36777,0.222751,79.2838,6.12455,4.13214,0.0203047,1.71562,61.0,18.0,17.0
8.64307,9.64916,isda,isda,isda,isda,5.65614,7.20184,0.76723,82.1621,7.33906,10.4006,0.0204022,0.889011,46.0,22.0,30.0
8.29845,11.13752,isda,isda,isda,isda,6.01931,3.96871,0.36668,63.0027,8.00127,7.72596,0.0205008,1.49727,60.0,25.0,22.0
9.22103,9.52194,isda,isda,isda,isda,5.53921,10.5801,0.67474,91.7461,3.43014,11.3494,0.0205993,1.02809,63.0,15.0,21.0
9.91744,8.54509,isda,isda,isda,isda,6.11079,4.4269,0.270286,66.1823,5.89211,5.2357,0.0206105,1.10149,64.0,22.0,19.0
4.77877,9.18551,isda,isda,isda,isda,6.17886,15.8601,1.14794,121.114,20.5968,5.02442,0.0206956,1.84906,54.0,20.0,19.0
9.97055,8.57516,isda,isda,isda,isda,6.27631,7.70595,0.564327,92.5448,6.83332,6.04199,0.0207723,1.62535,60.0,22.0,18.0
6.98812,11.08309,isda,isda,isda,isda,5.81413,5.97079,0.51223,56.9004,3.25572,6.47949,0.0207956,0.84962,57.0,21.0,19.0
9.87699,8.99417,isda,isda,isda,isda,6.1875,9.16493,0.379143,72.643,2.64348,5.42884,0.0208721,1.09558,66.0,18.0,15.0
9.29716,10.22879,isda,isda,isda,isda,5.53437,4.09101,0.370881,97.012,8.67002,5.46081,0.0209808,1.23444,60.0,18.0,18.0
8.40276,10.08713,isda,isda,isda,isda,6.11017,7.27532,0.575366,83.2959,3.51764,7.07643,0.0210166,1.41735,55.0,18.0,22.0
9.96085,8.59061,isda,isda,isda,isda,6.81031,5.17085,0.311421,65.2153,6.99147,5.20965,0.0210241,0.856197,58.0,23.0,17.0
7.67667,11.55868,isda,isda,isda,isda,5.82066,5.69121,0.324423,50.6766,4.48652,5.25969,0.0210411,1.26716,59.0,23.0,19.0
6.20088,9.11614,isda,isda,isda,isda,6.5352,3.42805,0.403799,88.9519,43.9914,3.70688,0.0211061,1.32628,72.0,18.0,15.0
6.12382,9.50815,isda,isda,isda,isda,5.81223,5.08241,0.26564,55.3974,2.03277,6.5729,0.0211411,1.03447,70.0,18.0,13.0
10.41456,10.68324,isda,isda,isda,isda,6.42955,6.7111,0.277642,40.7039,4.99801,5.18251,0.0212197,1.22541,67.0,18.0,19.0
5.46725,9.97603,isda,isda,isda,isda,5.4839,5.95092,0.383687,61.9121,2.64285,6.29436,0.0213659,0.930988,68.0,19.0,13.0
5.3618,10.64493,isda,isda,isda,isda,6.77408,3.33298,0.223342,64.0999,4.86234,6.6483,0.0213898,0.794116,75.0,15.0,14.0
11.43557,9.1279,isda,isda,isda,isda,5.31283,6.11241,0.516347,69.7858,4.72984,4.96277,0.0214409,0.970438,58.0,19.0,16.0
9.94531,8.55763,isda,isda,isda,isda,6.4041,8.03722,0.595915,71.5596,5.43135,6.0145,0.0214832,1.1636,61.0,22.0,17.0
5.43884,10.60614,isda,isda,isda,isda,6.43514,5.59989,0.550405,118.694,4.53347,6.43924,0.0214837,0.933705,72.0,18.0,18.0
8.53129,9.33196,isda,isda,isda,isda,5.90068,10.5833,1.05725,80.3245,8.94009,7.04358,0.0216185,1.64581,59.0,16.0,20.0
5.94854,10.26861,isda,isda,isda,isda,6.33778,5.36777,0.414009,61.8728,6.01607,5.09195,0.0216424,1.3083,71.0,19.0,12.0
9.69843,10.16771,isda,isda,isda,isda,6.23375,5.89605,0.549479,122.188,7.94911,7.14132,0.0217177,1.28254,62.0,18.0,20.0
10.45424,10.62901,isda,isda,isda,isda,6.49354,5.45858,0.54236,115.998,8.79393,6.4188,0.0217423,1.1149,51.0,24.0,28.0
7.9268,11.49519,isda,isda,isda,isda,5.94924,3.96441,0.393907,71.5596,6.31605,5.85246,0.0217756,1.08827,55.0,23.0,17.0
7.75085,9.47377,isda,isda,isda,isda,5.75948,5.72115,0.538642,35.7471,6.73997,6.25526,0.0218193,0.737694,55.0,20.0,24.0
11.3839,9.14087,isda,isda,isda,isda,5.98999,5.47844,0.287127,91.0358,14.0715,4.27243,0.0218248,0.954782,62.0,20.0,19.0
7.57829,11.07223,isda,isda,isda,isda,6.13457,7.24928,0.456694,75.7467,2.50731,7.70054,0.0218858,0.966308,58.0,23.0,17.0
8.97657,9.92924,isda,isda,isda,isda,5.47076,9.33137,0.867253,111.398,2.67547,7.75305,0.0219174,1.25873,50.0,19.0,29.0
8.31358,11.15412,isda,isda,isda,isda,6.13435,6.6213,0.577402,83.8598,4.22113,7.5921,0.0219474,1.33216,61.0,23.0,22.0
9.70561,10.16613,isda,isda,isda,isda,5.924,4.54728,0.400795,94.6167,6.89191,6.10458,0.0219604,1.21498,58.0,21.0,21.0
8.38435,10.10614,isda,isda,isda,isda,5.23506,7.84872,0.541098,76.2764,1.11415,6.64185,0.0219834,1.31473,57.0,19.0,21.0
9.3993,8.94426,isda,isda,isda,isda,5.47369,6.83098,0.417654,92.5448,8.60246,7.15803,0.0220295,1.21188,55.0,18.0,23.0
11.39293,9.14846,isda,isda,isda,isda,5.74728,4.73487,0.239153,67.5775,4.64202,5.95252,0.0220372,1.02469,61.0,22.0,19.0
8.59984,10.18887,isda,isda,isda,isda,5.77018,7.7605,0.494306,60.5784,2.45841,6.42593,0.0220795,1.3706,54.0,20.0,23.0
9.10454,11.27103,isda,isda,isda,isda,6.45503,4.78175,0.337732,9.6334,5.07618,7.39519,0.0221028,1.21681,57.0,18.0,20.0
6.96722,11.13426,isda,isda,isda,isda,5.82921,7.52917,0.434367,74.0116,1.34323,9.51445,0.0221397,0.900227,62.0,21.0,18.0
9.16951,9.50852,isda,isda,isda,isda,5.72044,5.77889,0.366818,93.5261,2.72026,5.19871,0.0221776,1.01992,57.0,20.0,24.0
5.07176,10.2464,isda,isda,isda,isda,6.64168,9.70763,0.666394,63.9247,11.9869,4.93555,0.0222102,1.77592,67.0,19.0,14.0
5.35643,9.51784,isda,isda,isda,isda,5.69924,6.33923,0.3317,44.5115,4.52078,5.98864,0.0222266,0.939025,70.0,21.0,15.0
11.43491,9.13109,isda,isda,isda,isda,5.73586,4.90247,0.330219,117.24,6.34916,5.93045,0.0222271,1.06274,57.0,20.0,19.0
6.58374,9.41281,isda,isda,isda,isda,6.61406,4.921,0.461423,7.58389,5.13863,4.60267,0.0222482,1.01903,69.0,16.0,14.0
6.52169,9.40361,isda,isda,isda,isda,6.57959,4.10808,0.329737,10.8072,6.44317,6.11397,0.0222992,0.550667,68.0,17.0,14.0
9.69462,10.16829,isda,isda,isda,isda,6.10838,3.65072,0.379819,112.978,6.51951,6.93615,0.0224133,1.01336,65.0,16.0,19.0
8.60845,10.78796,isda,isda,isda,isda,5.33561,5.54806,0.537125,6.47639,4.9277,7.78991,0.0224699,0.773451,57.0,22.0,20.0
7.67831,11.59068,isda,isda,isda,isda,6.39515,11.3949,1.02108,160.56,8.84912,4.72569,0.0224753,2.02501,55.0,28.0,20.0
9.41998,8.94734,isda,isda,isda,isda,6.00289,4.04228,0.261509,69.7858,6.65762,4.3175,0.0225051,1.2035,66.0,18.0,17.0
8.31255,9.98571,isda,isda,isda,isda,5.91047,14.0559,1.09597,171.452,2.15939,10.3006,0.0225233,0.835768,57.0,17.0,22.0
8.13138,8.07945,isda,isda,isda,isda,6.04647,7.05872,0.525361,61.9121,5.16368,7.12468,0.0225772,0.996884,58.0,22.0,19.0
9.18503,9.5201,isda,isda,isda,isda,5.42042,13.9172,0.867217,105.278,1.50339,8.72513,0.0226017,0.663189,58.0,18.0,25.0
6.35598,9.64797,isda,isda,isda,isda,5.76413,11.8538,0.994312,109.144,5.03225,6.65997,0.0226205,1.36126,60.0,15.0,16.0
8.15273,8.04149,isda,isda,isda,isda,5.42175,13.8752,0.73229,65.3822,8.88852,10.617,0.0226583,1.28264,62.0,20.0,17.0
9.37709,8.91438,isda,isda,isda,isda,6.18385,4.61209,0.382374,72.6462,7.65023,5.01868,0.0226942,1.32554,60.0,17.0,19.0
6.21423,9.1194,isda,isda,isda,isda,6.35958,9.42622,0.492052,47.9644,12.7216,5.00156,0.0227181,1.23479,70.0,17.0,15.0
9.21492,9.50568,isda,isda,isda,isda,5.37591,6.27634,0.389615,48.2958,7.32872,6.12821,0.0227415,1.27187,54.0,17.0,25.0
6.37221,9.66893,isda,isda,isda,isda,6.04,6.83927,0.657999,66.2305,4.23311,4.97239,0.0227639,1.08093,66.0,16.0,16.0
5.44494,9.97542,isda,isda,isda,isda,5.80683,8.20832,0.425003,81.8168,7.564,5.79863,0.0227839,0.889357,70.0,18.0,13.0
8.43024,9.00496,isda,isda,isda,isda,5.55769,8.43259,0.964007,103.869,1.86191,16.1478,0.0227928,1.54664,60.0,18.0,22.0
9.70412,10.17647,isda,isda,isda,isda,5.98253,2.9302,0.220592,91.9865,5.07417,3.78035,0.0227976,1.0098,64.0,18.0,19.0
9.96689,8.59427,isda,isda,isda,isda,6.36375,6.95624,0.308059,92.5448,6.45847,4.75918,0.0228027,1.06752,60.0,20.0,18.0
5.41832,10.66746,isda,isda,isda,isda,5.88562,6.02112,0.510873,77.7957,6.2782,5.588,0.0228077,1.0888,66.0,16.0,12.0
4.45172,10.95508,isda,isda,isda,isda,6.25439,5.7438,0.424852,105.138,8.01932,6.87522,0.0228763,1.16592,70.0,11.0,14.0
5.39086,9.57102,isda,isda,isda,isda,6.09724,4.63834,0.373225,63.2704,6.54877,7.2215,0.0228897,0.84953,68.0,23.0,14.0
8.32509,10.06494,isda,isda,isda,isda,5.73459,6.18435,0.410999,75.5641,3.41071,6.15393,0.0229283,1.30013,59.0,16.0,23.0
6.96641,11.13237,isda,isda,isda,isda,6.19081,5.42321,0.490248,74.0116,1.35354,6.94016,0.0229938,0.681726,66.0,23.0,16.0
6.0015,10.28308,isda,isda,isda,isda,6.21283,4.29332,0.437455,63.5178,4.32718,4.75431,0.0230069,1.3366,66.0,18.0,14.0
9.08209,8.54085,isda,isda,isda,isda,6.00613,10.164,0.79738,110.338,4.88046,7.93176,0.0230161,1.0439,68.0,20.0,15.0
6.38933,9.6272,isda,isda,isda,isda,6.13685,8.9394,0.556569,92.6204,2.1931,4.73556,0.0230828,1.23762,69.0,16.0,13.0
9.90945,8.54208,isda,isda,isda,isda,5.52228,6.46086,0.445622,91.471,4.32214,6.02938,0.0230961,0.738086,53.0,23.0,25.0
9.14251,8.37592,isda,isda,isda,isda,5.93396,5.21289,0.448939,39.5219,8.6138,7.15334,0.0231071,0.437683,58.0,20.0,18.0
6.94478,11.11599,isda,isda,isda,isda,6.35368,9.22679,0.502009,74.0161,1.93016,8.11659,0.0231125,0.915714,61.0,20.0,18.0
6.5104,9.37036,isda,isda,isda,isda,6.49952,2.63811,0.393907,23.4434,6.90042,4.29662,0.0232039,0.569943,73.0,16.0,12.0
8.60883,10.78488,isda,isda,isda,isda,5.53275,5.4471,0.356969,63.5178,1.74626,7.22641,0.0232584,0.802886,53.0,21.0,22.0
8.16251,8.08011,isda,isda,isda,isda,6.42672,6.17695,0.393565,49.7505,7.581,5.03188,0.0232729,1.1976,62.0,19.0,16.0
7.62911,11.54328,isda,isda,isda,isda,6.03269,6.01994,0.266234,92.2474,8.41518,5.12028,0.0234004,1.41295,62.0,18.0,19.0
8.83308,8.16694,isda,isda,isda,isda,6.44103,4.39114,0.49177,9.58778,7.7532,7.43012,0.0234933,0.668115,67.0,16.0,12.0
7.57739,11.07418,isda,isda,isda,isda,5.55554,6.72228,0.493992,73.1618,2.08736,6.68259,0.0235173,0.957104,56.0,24.0,20.0
11.39479,9.15776,isda,isda,isda,isda,5.37167,4.6217,0.298457,94.0267,7.83004,4.22097,0.0235792,1.05149,54.0,24.0,20.0
9.71772,10.17542,isda,isda,isda,isda,5.78938,2.56921,0.198641,116.299,8.79365,4.67972,0.0236076,1.26379,62.0,17.0,20.0
8.25071,11.02412,isda,isda,isda,isda,6.38478,5.11603,0.325448,80.0119,4.29764,7.89575,0.0236822,1.47072,55.0,26.0,19.0
9.00962,8.53318,isda,isda,isda,isda,5.85442,6.57664,0.446319,115.682,15.0086,4.65301,0.0236988,1.53871,61.0,20.0,17.0
11.38751,9.09314,isda,isda,isda,isda,6.01373,5.33318,0.304371,119.188,7.53466,6.4125,0.0237054,1.30102,63.0,20.0,19.0
7.91906,11.54003,isda,isda,isda,isda,5.94359,3.22185,0.256538,90.801,8.66422,3.05117,0.0237237,1.04167,64.0,21.0,16.0
5.38232,9.54788,isda,isda,isda,isda,5.57036,6.69742,0.891292,74.0116,4.36529,6.19283,0.0238268,0.960525,62.0,22.0,15.0
8.40004,10.07054,isda,isda,isda,isda,6.06172,11.8049,0.770541,79.4916,5.13093,7.63363,0.0238296,2.11039,57.0,19.0,23.0
8.23184,9.98507,isda,isda,isda,isda,5.91089,18.5938,1.01359,134.379,4.50491,11.5362,0.0239496,1.52013,58.0,18.0,24.0
7.7489,9.47653,isda,isda,isda,isda,5.68496,8.47913,0.546345,118.248,2.24696,6.98344,0.0239968,0.712019,59.0,18.0,24.0
7.56931,11.07542,isda,isda,isda,isda,5.83785,6.4868,0.397921,72.3193,6.74662,5.87497,0.0240036,1.33828,56.0,24.0,19.0
9.95675,8.55084,isda,isda,isda,isda,6.30532,6.19429,0.664133,169.893,10.3433,5.9503,0.0240491,1.02599,58.0,21.0,19.0
7.89752,11.54072,isda,isda,isda,isda,6.12203,3.71198,0.268612,73.2597,5.74272,3.83682,0.0240831,0.963615,65.0,19.0,15.0
6.5071,8.52986,isda,isda,isda,isda,6.4404,9.74058,0.53565,81.6752,5.75107,4.90514,0.0241397,1.03166,59.0,19.0,18.0
9.96801,8.57827,isda,isda,isda,isda,5.96671,7.90934,0.886672,129.933,8.35807,6.71321,0.0241401,1.52666,56.0,23.0,21.0
9.29049,10.28439,isda,isda,isda,isda,5.63512,6.13285,0.509674,71.5596,16.3462,5.80583,0.0241476,1.16468,57.0,22.0,21.0
9.30774,10.31188,isda,isda,isda,isda,5.96303,9.96851,0.709041,183.257,2.31623,6.60287,0.0241768,1.49128,56.0,21.0,17.0
7.91153,11.53096,isda,isda,isda,isda,6.47814,5.97638,0.296342,116.466,3.21359,7.22525,0.0242582,1.42364,57.0,23.0,17.0
5.4101,10.64951,isda,isda,isda,isda,5.72637,4.69894,0.370268,93.6111,11.4597,7.09059,0.0243156,1.25723,70.0,14.0,13.0
7.64088,9.96547,isda,isda,isda,isda,5.57821,6.00265,0.381291,49.9571,3.26368,6.8254,0.0243335,0.882074,53.0,20.0,26.0
11.39305,9.16212,isda,isda,isda,isda,5.85796,5.21535,0.417224,92.3329,7.43663,4.18919,0.0243631,1.36622,49.0,26.0,23.0
5.4657,9.95996,isda,isda,isda,isda,6.05978,7.26681,0.352565,80.452,4.01848,5.6269,0.0244713,1.17401,65.0,20.0,12.0
7.98497,11.47248,isda,isda,isda,isda,5.94064,5.89045,0.495441,92.5448,4.3889,5.04468,0.0244962,1.11019,63.0,22.0,18.0
7.10401,11.60758,isda,isda,isda,isda,6.00833,6.05217,0.480087,87.6829,3.62746,6.69707,0.0245145,1.03684,53.0,22.0,21.0
9.84683,9.04224,isda,isda,isda,isda,6.34117,4.46922,0.286177,68.3857,6.63565,3.54651,0.0245279,1.3998,60.0,18.0,21.0
9.90801,8.60028,isda,isda,isda,isda,6.07835,6.56414,0.330063,91.471,4.94625,5.31672,0.0245499,1.06222,62.0,23.0,19.0
8.22593,11.0462,isda,isda,isda,isda,6.01014,5.86593,0.440543,80.5526,4.39817,6.10692,0.0245826,1.61786,49.0,27.0,21.0
7.65006,9.93174,isda,isda,isda,isda,5.78437,7.25727,0.648218,82.8119,6.05539,10.6875,0.0245944,0.970756,57.0,18.0,23.0
7.0967,11.61242,isda,isda,isda,isda,6.39806,9.69947,0.723158,102.042,2.55541,7.08364,0.0246126,1.57487,58.0,23.0,19.0
8.59765,10.7936,isda,isda,isda,isda,5.51327,8.95797,0.734494,62.174,3.69447,9.46893,0.0247181,1.64272,51.0,24.0,24.0
8.22241,11.09625,isda,isda,isda,isda,5.77676,6.6201,0.325278,58.4879,2.41781,5.14232,0.0247564,1.2546,53.0,27.0,23.0
9.13977,11.28471,isda,isda,isda,isda,5.98439,3.60627,0.438778,11.1271,5.3019,4.17451,0.0247642,0.852363,60.0,19.0,19.0
7.09452,11.53227,isda,isda,isda,isda,6.38176,6.82187,0.430527,139.484,3.95462,5.98795,0.0248087,1.4552,55.0,24.0,19.0
6.35857,9.70704,isda,isda,isda,isda,6.32934,13.48,1.00461,171.05,7.55739,6.84525,0.0249181,1.44279,64.0,15.0,16.0
8.31003,9.98443,isda,isda,isda,isda,5.52947,8.24343,0.702802,80.5533,1.7179,10.8214,0.0249263,0.756076,59.0,17.0,22.0
7.94086,11.45971,isda,isda,isda,isda,6.07766,5.32427,0.295687,73.2597,4.09725,4.83378,0.0249813,1.10099,57.0,23.0,20.0
4.43057,10.95499,isda,isda,isda,isda,5.81805,7.00105,0.512809,121.876,10.1133,4.89893,0.0250233,1.13225,65.0,14.0,16.0
7.69611,11.6014,isda,isda,isda,isda,6.35195,6.09531,0.351417,76.2664,8.96105,5.35965,0.0250284,1.25695,59.0,25.0,19.0
5.4275,9.99244,isda,isda,isda,isda,6.34154,6.90414,0.317214,73.459,4.5887,6.64502,0.0250904,1.42522,71.0,18.0,13.0
8.58479,10.77964,isda,isda,isda,isda,5.31863,4.89813,0.501246,12.5333,3.95646,6.88483,0.0251401,0.821285,50.0,24.0,23.0
8.49073,8.44742,isda,isda,isda,isda,5.84904,7.05978,0.222218,55.5755,4.92675,4.7084,0.0252023,1.15575,63.0,19.0,16.0
5.43702,10.60351,isda,isda,isda,isda,5.96041,5.91547,0.45749,50.6766,12.82,6.42157,0.0252545,1.20777,72.0,15.0,17.0
4.79075,9.18392,isda,isda,isda,isda,6.32058,11.4265,0.881413,13.7483,15.4217,11.1979,0.0252612,1.37326,61.0,19.0,15.0
8.39417,10.07704,isda,isda,isda,isda,5.82252,13.296,1.06451,65.225,3.69328,6.29519,0.0253294,1.36992,54.0,20.0,22.0
