Area,Average_Elevation,Average_Temperature,Boron,Clay,Land class,Mean_Precipitation,Nitrogen,Phosphorus,Potassium,SOC,Sand,Silt,Soil group,Soil type,Sulfur,Zinc,latitude,longitude,pH
Niger,279,29.63042603,0.00877639,12,isda,18.70859414,0.0164232,4.29924,0.050982564,0.329254,75,18,isda,isda,4.81454,0.837697,10.27112,5.07439,5.9515
Niger,301,29.50487671,0.108698,13,isda,19.64802667,0.0496464,7.77789,0.3748,0.587532,70,18,isda,isda,7.28405,1.56176,10.65183,5.35773,5.92224
Niger,160,29.85540161,0.146289,13,isda,27.79383585,0.0849044,27.3469,0.28345641,0.855069,67,18,isda,isda,3.75005,1.64558,9.48073,6.07263,7.24758
Niger,321,29.50487671,0.192753,13,isda,19.64802667,0.0822612,3.51991,0.215254615,0.854562,72,18,isda,isda,6.66702,1.28863,10.66894,5.41661,6.11092
Niger,218,29.527948,0.229444,13,isda,32.48021379,0.16081,32.749,0.317241026,2.6055,68,18,isda,isda,15.334,1.33054,9.42245,6.52741,6.65445
Niger,139,29.9835144,0.0071623,13,isda,27.36503258,0.0377978,2.33085,0.159301538,0.395743,70,18,isda,isda,7.78341,0.745274,9.50655,6.07156,6.11125
Niger,108,29.64910278,0.0094585,13,isda,31.70071915,0.0216543,4.68781,0.103891795,0.436179,70,18,isda,isda,3.82599,0.946583,9.01625,5.52612,6.15036
Niger,243,29.16149292,0.0095569,13,isda,21.11387998,0.021866,7.85342,0.064956923,0.298685,71,18,isda,isda,4.47323,1.16571,10.23654,5.04794,6.45832
Niger,103,29.79448853,0.0110965,13,isda,29.26342376,0.0261239,5.86573,0.139975641,0.472156,75,18,isda,isda,3.38136,1.07692,9.07425,6.15403,6.00797
Niger,307,29.63042603,0.0153673,13,isda,18.70859414,0.0206413,5.71117,0.132132308,0.278168,65,18,isda,isda,4.22225,1.11062,10.29255,5.02596,6.07322
Niger,174,29.9835144,0.0211411,13,isda,27.36503258,0.026564,2.03277,0.142044615,0.508241,70,18,isda,isda,6.5729,1.03447,9.50815,6.12382,5.81223
Niger,309,29.21029053,0.0227839,13,isda,28.35347317,0.0425003,7.564,0.209786667,0.820832,70,18,isda,isda,5.79863,0.889357,9.97542,5.44494,5.80683
Niger,320,29.21029053,0.0250904,13,isda,28.35347317,0.0317214,4.5887,0.18835641,0.690414,71,18,isda,isda,6.64502,1.42522,9.99244,5.4275,6.34154
Niger,114,29.31969604,0.0263197,13,isda,33.35971013,0.0576215,6.70927,0.440315385,0.73316,66,18,isda,isda,7.20371,1.30539,9.19545,4.83312,5.68531
Niger,152,29.85540161,0.0266363,13,isda,27.79383585,0.0327445,2.87619,0.16827359,0.562149,67,18,isda,isda,6.13896,0.795396,9.4761,6.07343,6.27755
Niger,201,29.527948,0.0326779,13,isda,32.48021379,0.0413428,15.6701,0.252545128,0.34423,69,18,isda,isda,7.40081,0.87798,9.40174,6.52642,6.48844
Niger,266,28.82720337,0.0971645,13,isda,27.48031355,0.0420292,9.34924,0.300805128,0.51498,72,18,isda,isda,5.17317,1.35834,10.3219,5.95317,6.43873
Niger,115,29.79448853,0.00369055,13,isda,29.26342376,0.0150466,4.3284,0.093842051,0.300008,74,18,isda,isda,3.81311,1.01261,9.11623,6.2037,6.52717
Niger,140,29.85540161,0.00578247,13,isda,27.79383585,0.037316,1.97373,0.118007692,0.538809,64,18,isda,isda,6.85124,0.927532,9.47648,6.05678,6.27399
Niger,146,29.85540161,0.00682854,13,isda,27.79383585,0.0285709,2.78807,0.119037692,0.527445,67,18,isda,isda,5.43893,1.02051,9.48411,6.05588,6.39789
Niger,120,29.64910278,0.00691996,13,isda,31.70071915,0.0308057,7.34662,0.007502692,0.325002,67,18,isda,isda,6.0287,0.698183,9.01042,5.5163,6.24929
Niger,157,29.85540161,0.00724845,13,isda,27.79383585,0.0365058,3.82788,0.161535897,0.647887,72,18,isda,isda,4.5476,1.43036,9.4885,6.07467,6.46212
Niger,167,29.64910278,0.00945389,13,isda,31.70071915,0.0338187,6.44822,0.012168256,0.385167,69,18,isda,isda,5.80372,0.689731,9.05414,5.58718,6.83331
Niger,91,29.31969604,0.063804,14,isda,33.35971013,0.0536957,8.00957,0.221951538,0.460502,63,18,isda,isda,5.93612,1.33951,9.16495,4.81228,6.19146
Niger,316,29.21029053,0.128882,14,isda,28.35347317,0.118616,4.46789,0.205960256,1.58425,62,18,isda,isda,10.141,1.32697,9.97515,5.47048,6.23653
Niger,280,29.50487671,0.0112396,14,isda,19.64802667,0.03187,3.54713,0.205902821,0.437794,62,18,isda,isda,4.32568,1.11237,10.62066,5.35498,6.40078
Niger,100,29.79448853,0.0129488,14,isda,29.26342376,0.0509372,6.87584,0.191136923,0.79366,70,18,isda,isda,5.43591,1.5272,9.08769,6.15914,7.27572
Niger,226,28.75338135,0.0230069,14,isda,26.80778317,0.0437455,4.32718,0.162866154,0.429332,66,18,isda,isda,4.75431,1.3366,10.28308,6.0015,6.21283
Niger,317,28.93154297,0.0312758,14,isda,23.96284603,0.0452283,2.39714,0.188613077,0.879458,69,18,isda,isda,5.76282,1.00415,10.0109,5.40609,6.21105
Niger,99,29.9835144,0.0344716,14,isda,27.36503258,0.0491155,3.99617,0.178072821,0.675226,65,18,isda,isda,6.07342,1.16682,9.64149,6.04274,6.21548
Niger,217,29.527948,0.0372071,14,isda,32.48021379,0.0618257,4.28315,0.275902564,0.546669,66,18,isda,isda,6.78906,1.0455,9.4209,6.54196,6.46588
Niger,112,29.31969604,0.0414538,14,isda,33.35971013,0.0502184,13.5944,0.439848718,0.48769,66,18,isda,isda,7.13239,0.810068,9.16942,4.80815,6.07727
Niger,110,29.31969604,0.0766361,14,isda,33.35971013,0.061737,4.51294,0.117077179,0.616679,62,18,isda,isda,4.35444,1.22294,9.16833,4.81216,5.9503
Niger,310,29.50487671,0.0847181,14,isda,19.64802667,0.0502484,5.01374,0.306505128,0.783159,69,18,isda,isda,7.42215,1.30894,10.62165,5.40151,6.38518
Niger,174,30.0854126,0.0946493,14,isda,23.34374189,0.0494385,10.0699,0.438523077,0.573006,68,18,isda,isda,9.6131,1.45826,9.86628,4.51957,6.4667
Niger,238,29.527948,0.0961916,14,isda,32.48021379,0.107775,8.57226,0.488558974,0.854072,65,18,isda,isda,8.54506,1.20652,9.36544,6.56089,6.04177
Niger,252,29.16149292,0.00326348,14,isda,21.11387998,0.0218335,4.60048,0.031885897,0.34395,69,18,isda,isda,4.53271,1.10228,10.24788,5.06935,6.38699
Niger,135,29.85540161,0.00368581,14,isda,27.79383585,0.0344812,3.44264,0.191410513,0.632331,65,18,isda,isda,4.98333,1.32133,9.4446,6.12004,6.34665
Niger,178,29.9835144,0.00432451,14,isda,27.36503258,0.0304033,2.71078,0.120491538,0.47956,70,18,isda,isda,6.38832,0.894749,9.51312,6.1269,6.14247
Niger,205,30.0854126,0.00491334,14,isda,23.34374189,0.0258544,3.8557,0.154998462,0.33526,70,18,isda,isda,6.51497,0.948167,9.90127,4.50514,6.72694
Niger,283,28.93154297,0.00497948,14,isda,23.96284603,0.0209662,3.49954,0.092359744,0.259535,67,18,isda,isda,3.6559,0.699945,10.02605,5.43838,5.9139
Niger,244,29.527948,0.00593755,14,isda,32.48021379,0.0265103,5.70723,0.140628718,0.375798,69,18,isda,isda,4.54855,1.0421,9.41396,6.54736,5.86336
Niger,137,29.85540161,0.00680424,14,isda,27.79383585,0.0315288,3.01995,0.172954103,0.380755,69,18,isda,isda,7.78574,0.855354,9.44182,6.12041,6.24303
Niger,129,29.79448853,0.00681498,14,isda,29.26342376,0.0218958,8.68002,0.103537692,0.283806,66,18,isda,isda,4.38819,0.867283,9.08293,6.2101,6.18752
Niger,168,29.64910278,0.00709998,14,isda,31.70071915,0.0353452,7.00861,0.008253564,0.30945,67,18,isda,isda,4.27967,0.627242,9.05526,5.58247,6.08366
Niger,103,29.64910278,0.00901106,14,isda,31.70071915,0.0236446,2.85157,0.103891795,0.392241,69,18,isda,isda,4.55144,0.971365,9.00494,5.52309,6.62356
Niger,203,30.0854126,0.151616,15,isda,23.34374189,0.0882985,14.011,0.401220513,0.805607,67,18,isda,isda,11.328,1.77358,9.90089,4.5079,6.24002
Niger,324,28.93154297,0.159838,15,isda,23.96284603,0.15823,10.3338,0.16724359,2.12697,64,18,isda,isda,5.99148,2.16283,10.00496,5.45597,6.58099
Niger,205,29.37661133,0.0104531,15,isda,27.20106207,0.0322057,8.13892,0.154241282,0.557504,69,18,isda,isda,6.23552,1.15971,9.54974,5.32383,5.99201
Niger,234,29.16149292,0.0146108,15,isda,21.11387998,0.0253165,5.43439,0.079979231,0.364432,69,18,isda,isda,4.49722,1.30818,10.24129,5.06891,5.86414
Niger,122,29.79448853,0.0211061,15,isda,29.26342376,0.0403799,43.9914,0.228081795,0.342805,72,18,isda,isda,3.70688,1.32628,9.11614,6.20088,6.5352
Niger,299,28.93154297,0.0309243,15,isda,23.96284603,0.0477618,1.60708,0.202434615,0.652657,68,18,isda,isda,6.44966,0.963822,10.01709,5.44002,5.57898
Niger,239,28.82720337,0.0451734,15,isda,27.48031355,0.0635969,4.32613,0.258764103,1.04138,69,18,isda,isda,6.19872,1.4832,10.31664,5.9984,5.8
Niger,90,29.79448853,0.00486234,15,isda,29.26342376,0.0228072,3.0752,0.043222564,0.357823,71,18,isda,isda,4.10159,0.956333,9.07438,6.1511,6.60394
Niger,177,29.31969604,0.00532186,15,isda,33.35971013,0.0498288,11.8533,0.092982308,0.444126,58,18,isda,isda,10.9112,0.614902,9.18284,4.79413,6.02871
Niger,142,29.85540161,0.00647644,15,isda,27.79383585,0.0260291,2.83226,0.142168974,0.484952,70,18,isda,isda,3.87926,0.875815,9.44266,6.11762,6.24082
Niger,157,29.85540161,0.00691647,15,isda,27.79383585,0.0304535,2.74009,0.145698974,0.547762,65,18,isda,isda,5.44797,1.22575,9.4815,6.07748,5.96129
Niger,167,29.31969604,0.00846088,15,isda,33.35971013,0.060658,8.00676,0.076012821,0.735829,59,18,isda,isda,7.51714,0.977274,9.18698,4.7947,6.12056
Niger,107,29.79448853,0.00894367,15,isda,29.26342376,0.0242899,3.28214,0.138483333,0.271905,73,18,isda,isda,3.86184,1.03159,9.13687,6.186,6.28348
Niger,238,29.527948,0.010465,16,isda,32.48021379,0.0382172,5.90701,0.132541282,0.521668,64,18,isda,isda,5.58765,1.13011,9.3675,6.56518,6.41323
Niger,176,30.0854126,0.103246,16,isda,23.34374189,0.110258,11.2702,0.460376923,0.954745,70,18,isda,isda,11.1908,1.77805,9.87207,4.51491,5.93446
Niger,217,30.0854126,0.103975,16,isda,23.34374189,0.0731198,8.09688,0.297189744,0.809333,65,18,isda,isda,10.618,1.22822,9.90669,4.50637,5.75506
Niger,237,29.527948,0.175187,16,isda,32.48021379,0.0892904,11.5501,0.39005641,0.784026,60,18,isda,isda,7.16792,1.35749,9.36656,6.5676,6.27358
Niger,104,29.31969604,0.246183,16,isda,33.35971013,0.174126,30.0909,0.662884615,3.4631,63,18,isda,isda,20.8396,2.48823,9.16928,4.81463,6.5529
Niger,326,29.21029053,0.0034396,16,isda,28.35347317,0.0258539,5.32404,0.135304615,0.41687,66,18,isda,isda,4.84645,0.905382,9.99097,5.43154,6.02584
Niger,147,29.85540161,0.0102759,16,isda,27.79383585,0.0237976,2.8611,0.110910513,0.352018,62,18,isda,isda,3.7576,0.960871,9.47662,6.04423,6.04928
Niger,235,29.16149292,0.0116693,16,isda,21.11387998,0.0300281,6.43145,0.104086667,0.622415,67,18,isda,isda,4.84538,1.05709,10.24704,5.07724,5.85804
Niger,329,28.93154297,0.0368668,16,isda,23.96284603,0.0562487,2.5344,0.178261026,0.59286,65,18,isda,isda,9.60055,1.18806,10.00195,5.46244,5.89431
Niger,132,29.85540161,0.00688796,16,isda,27.79383585,0.0140358,3.88928,0.136308462,0.329691,68,18,isda,isda,5.02782,0.833257,9.4451,6.12568,6.28324
Niger,332,29.50487671,0.0114695,17,isda,19.64802667,0.0401686,7.96514,0.190160256,0.432727,69,18,isda,isda,5.44291,1.2806,10.64776,5.411,6.3193
Niger,235,29.16149292,0.0158482,17,isda,21.11387998,0.0405897,6.25048,0.140448462,1.05585,60,18,isda,isda,6.79609,1.2394,10.23535,5.04004,5.89314
Niger,56,30.18154297,0.0203047,17,isda,39.38763216,0.0222751,6.12455,0.203291795,0.736777,61,18,isda,isda,4.13214,1.71562,8.52067,6.51727,6.30379
Niger,339,28.93154297,0.0697847,17,isda,23.96284603,0.160301,6.18206,0.497205128,1.98785,66,18,isda,isda,7.3723,1.2848,10.01128,5.40069,6.02897
Niger,327,29.50487671,0.0214837,18,isda,19.64802667,0.0550405,4.53347,0.30434359,0.559989,72,18,isda,isda,6.43924,0.933705,10.60614,5.43884,6.43514
Niger,332,29.49627075,0.0393374,18,isda,26.82542801,0.0826094,5.11623,0.104257692,0.833907,59,18,isda,isda,8.64968,0.847664,9.68571,6.32076,5.84935
Niger,80,30.18154297,0.00692531,18,isda,39.38763216,0.0287906,4.36982,0.104884103,0.706328,56,18,isda,isda,4.13428,1.23359,8.52308,6.51877,6.33672
Niger,247,29.12044678,0.112243,11,isda,24.44365621,0.0570204,9.06441,0.209201538,0.849618,68,19,isda,isda,9.90866,0.865249,10.2449,5.97741,5.78311
Niger,247,29.63042603,0.010413,12,isda,18.70859414,0.0270889,5.99558,0.103891795,0.462262,71,19,isda,isda,4.36223,1.39346,10.27407,5.08989,6.20088
Niger,251,29.16149292,0.0120707,12,isda,21.11387998,0.0342058,4.60346,0.158648205,0.686457,67,19,isda,isda,4.10192,1.67574,10.23013,5.01691,6.2033
Niger,318,29.21029053,0.0152462,12,isda,28.35347317,0.0219176,4.31638,0.142419487,0.516266,68,19,isda,isda,5.72666,1.25711,9.99525,5.4265,6.18831
Niger,133,29.85540161,0.0153841,12,isda,27.79383585,0.0262778,3.15112,0.09428359,0.479832,69,19,isda,isda,3.87331,0.774479,9.47965,6.04807,5.99445
Niger,237,28.82720337,0.0216424,12,isda,27.48031355,0.0414009,6.01607,0.158648205,0.536777,71,19,isda,isda,5.09195,1.3083,10.26861,5.94854,6.33778
Niger,231,28.82720337,0.0497854,12,isda,27.48031355,0.100794,7.96881,0.309284615,1.16469,70,19,isda,isda,7.47491,1.60735,10.26756,5.95292,6.0894
Niger,136,29.85540161,0.00669594,12,isda,27.79383585,0.0238872,3.57819,0.141854872,0.451432,71,19,isda,isda,4.41108,0.772001,9.4811,6.05319,6.05127
Niger,169,29.9835144,0.010001,13,isda,27.36503258,0.0208524,2.13949,0.117709744,0.354939,71,19,isda,isda,5.31499,0.935492,9.50625,6.1291,6.60157
Niger,305,29.21029053,0.135269,13,isda,28.35347317,0.0999221,5.24126,0.165268718,0.93556,66,19,isda,isda,10.3462,0.839477,9.98621,5.4568,6.32729
Niger,141,29.85540161,0.0093296,13,isda,27.79383585,0.0428274,2.19746,0.140796667,0.487434,73,19,isda,isda,7.16033,0.800323,9.44878,6.05654,5.5436
Niger,237,28.82720337,0.0177872,13,isda,27.48031355,0.0209962,12.4686,0.125797692,0.317185,66,19,isda,isda,4.48618,1.19445,10.27084,5.94884,5.88231
Niger,210,29.37661133,0.0183674,13,isda,27.20106207,0.0343217,6.56292,0.156410513,0.759535,68,19,isda,isda,6.09075,1.07898,9.54841,5.32883,6.03185
Niger,309,29.21029053,0.0213659,13,isda,28.35347317,0.0383687,2.64285,0.158748974,0.595092,68,19,isda,isda,6.29436,0.930988,9.97603,5.46725,5.4839
Niger,242,28.82720337,0.0343683,13,isda,27.48031355,0.0488809,14.3327,0.253597692,0.649474,68,19,isda,isda,5.13942,1.13671,10.27239,5.9511,7.23476
Niger,162,30.0854126,0.0348458,13,isda,23.34374189,0.0707818,13.9433,0.249997179,0.90525,67,19,isda,isda,10.3613,1.3443,9.85176,4.55158,5.94992
Niger,319,28.93154297,0.0358523,13,isda,23.96284603,0.0298576,4.61042,0.125797692,0.5996,73,19,isda,isda,6.62641,0.934929,10.01405,5.4052,6.38562
Niger,166,30.0854126,0.0412252,13,isda,23.34374189,0.0781167,16.8246,0.39005641,0.975338,67,19,isda,isda,8.1461,1.59463,9.84823,4.5543,6.39207
Niger,313,28.93154297,0.0479141,13,isda,23.96284603,0.0771945,9.65148,0.178309744,0.947281,69,19,isda,isda,6.78172,1.22168,10.01134,5.4414,6.37504
Niger,303,29.21029053,0.0701878,13,isda,28.35347317,0.0884701,1.71993,0.414879487,1.18327,65,19,isda,isda,7.28771,1.54939,9.97791,5.46542,6.11647
Niger,301,29.21029053,0.0946909,13,isda,28.35347317,0.0893298,4.44097,0.213046667,1.01255,63,19,isda,isda,8.64101,1.31914,9.97688,5.45221,6.10831
Niger,101,29.79448853,0.00313535,13,isda,29.26342376,0.0218123,3.73662,0.110112564,0.334498,72,19,isda,isda,3.90276,0.949089,9.13497,6.18688,6.56255
Niger,244,29.16149292,0.00440491,13,isda,21.11387998,0.0202929,3.54051,0.104086667,0.326999,70,19,isda,isda,4.7993,0.975627,10.22633,5.01432,6.55271
Niger,99,29.79448853,0.00508632,13,isda,29.26342376,0.017693,4.16364,0.103537692,0.319974,73,19,isda,isda,3.59245,1.11528,9.08607,6.1598,6.50973
Niger,249,29.16149292,0.00560796,13,isda,21.11387998,0.0216783,4.62986,0.104086667,0.439666,67,19,isda,isda,4.41734,1.03306,10.24835,5.07204,6.42528
Niger,108,29.64910278,0.00563475,13,isda,31.70071915,0.0221496,6.72583,0.009081744,0.286201,72,19,isda,isda,6.10224,0.632785,9.01216,5.52253,6.4258
Niger,319,29.63042603,0.00601896,13,isda,18.70859414,0.0261429,4.61646,0.104368974,0.466952,69,19,isda,isda,4.92133,1.3452,10.29611,5.03201,6.58289
Niger,144,29.85540161,0.00628867,13,isda,27.79383585,0.0389193,3.29756,0.158309487,0.526599,63,19,isda,isda,5.91466,0.756777,9.47563,6.04718,6.07817
Niger,170,29.64910278,0.00744108,13,isda,31.70071915,0.0298467,7.17208,0.008253564,0.347378,70,19,isda,isda,5.6428,0.822605,9.05598,5.58363,6.16795
Niger,119,29.64910278,0.00801128,13,isda,31.70071915,0.0300716,4.74588,0.079253077,0.344668,69,19,isda,isda,4.17611,1.05494,9.00537,5.51876,6.36311
Niger,151,29.85540161,0.00851776,13,isda,27.79383585,0.0277719,3.60828,0.158272564,0.582161,72,19,isda,isda,4.60916,1.25459,9.48754,6.07769,6.23675
Niger,142,29.85540161,0.00865529,13,isda,27.79383585,0.0266303,3.92778,0.128005897,0.59328,69,19,isda,isda,5.77438,1.27537,9.47992,6.05538,5.89852
Niger,185,30.0854126,0.14954,14,isda,23.34374189,0.0485107,10.9441,0.310820513,0.830996,69,19,isda,isda,5.23622,1.53028,9.87272,4.51811,6.17413
Niger,325,29.21029053,0.014332,14,isda,28.35347317,0.0453844,3.10044,0.189784872,0.896886,67,19,isda,isda,7.42028,1.37645,9.96758,5.40878,5.95837
Niger,95,29.9835144,0.023234,14,isda,27.36503258,0.0463216,7.07867,0.189051282,0.674418,64,19,isda,isda,5.57021,1.41829,9.64049,6.03752,5.89881
Niger,317,28.93154297,0.112124,14,isda,23.96284603,0.0658008,3.45583,0.204030256,1.09689,62,19,isda,isda,8.50523,1.29778,10.00804,5.4608,5.59722
Niger,217,29.527948,0.114028,14,isda,32.48021379,0.0998562,8.44891,0.491569231,1.12267,62,19,isda,isda,6.38898,1.69922,9.37189,6.54216,6.75458
Niger,187,30.0854126,0.118774,14,isda,23.34374189,0.087704,7.84095,0.312353846,0.751589,67,19,isda,isda,10.926,1.69547,9.88623,4.51789,6.41981
Niger,320,29.21029053,0.159125,14,isda,28.35347317,0.0895119,7.39514,0.219350769,1.37243,64,19,isda,isda,8.02303,1.52893,9.98508,5.46158,6.25253
Niger,179,30.0854126,0.203202,14,isda,23.34374189,0.0926545,12.3429,0.557394872,1.11816,65,19,isda,isda,5.33789,1.42755,9.88775,4.51883,7.0126
Niger,237,29.16149292,0.0105893,14,isda,21.11387998,0.0248081,5.80156,0.065781282,0.277904,67,19,isda,isda,4.07328,1.00402,10.2226,5.0388,6.0802
Niger,96,29.64910278,0.0134206,14,isda,31.70071915,0.0196704,5.62043,0.103421282,0.496681,72,19,isda,isda,4.53846,0.997423,9.00642,5.52434,6.58689
Niger,77,29.79448853,0.0143232,14,isda,29.26342376,0.0435993,5.49723,0.259420513,0.771144,63,19,isda,isda,5.19192,1.41093,9.08354,6.15054,5.5177
Niger,151,29.9835144,0.0143715,14,isda,27.36503258,0.0383927,1.92811,0.141854872,0.602538,68,19,isda,isda,6.36519,1.27096,9.51047,6.07576,6.07523
Niger,244,29.16149292,0.0222102,14,isda,21.11387998,0.0666394,11.9869,0.163909487,0.970763,67,19,isda,isda,4.93555,1.77592,10.2464,5.07176,6.64168
Niger,172,30.0854126,0.0313778,14,isda,23.34374189,0.0429752,15.1795,0.312841026,0.533998,62,19,isda,isda,4.94454,1.37616,9.847,4.51965,5.77107
Niger,280,29.21029053,0.0318317,14,isda,28.35347317,0.0391384,2.6722,0.205960256,0.751944,64,19,isda,isda,6.70181,1.36587,9.95482,5.46704,6.43465
Niger,225,28.75338135,0.0489638,14,isda,26.80778317,0.0277236,3.07877,0.163481282,0.751948,65,19,isda,isda,6.10674,1.54392,10.27744,6.00245,6.10129
Niger,317,28.93154297,0.0743744,14,isda,23.96284603,0.070333,5.13266,0.166043846,0.928154,64,19,isda,isda,8.47284,1.34433,10.0073,5.45483,6.21405
Niger,146,29.9835144,0.00258171,14,isda,27.36503258,0.0226385,2.22853,0.121938462,0.384407,71,19,isda,isda,7.02467,0.906956,9.50751,6.07581,6.39353
Niger,175,29.9835144,0.00374283,14,isda,27.36503258,0.0259822,4.00827,0.170646154,0.304834,67,19,isda,isda,5.43754,1.1586,9.50933,6.13247,6.5699
Niger,144,29.85540161,0.00378828,14,isda,27.79383585,0.0246311,2.07963,0.122985641,0.483402,68,19,isda,isda,6.23113,0.841405,9.49288,6.07101,5.87654
Niger,228,29.16149292,0.00403061,14,isda,21.11387998,0.0189325,4.77554,0.087967949,0.403812,71,19,isda,isda,3.48481,0.963504,10.24644,5.08296,6.39374
Niger,168,29.85540161,0.00563829,14,isda,27.79383585,0.0362725,2.73082,0.119037692,0.589412,70,19,isda,isda,6.58583,1.11098,9.48506,6.07233,5.95528
Niger,172,29.64910278,0.00599904,14,isda,31.70071915,0.0239532,7.20155,0.130941795,0.296169,70,19,isda,isda,4.26871,1.15704,9.05576,5.58558,6.22627
Niger,88,29.64910278,0.00654579,14,isda,31.70071915,0.0235098,6.70359,0.056326923,0.394281,67,19,isda,isda,4.70761,0.843293,9.00843,5.52549,6.15261
Niger,138,29.85540161,0.00660199,14,isda,27.79383585,0.0279806,3.87223,0.139975641,0.494563,69,19,isda,isda,5.52671,0.750608,9.44743,6.05751,6.28768
Niger,123,29.64910278,0.00738004,14,isda,31.70071915,0.022888,5.87769,0.103492821,0.270553,68,19,isda,isda,3.74585,0.84837,9.00466,5.51794,6.3901
Niger,237,29.63042603,0.00764621,14,isda,18.70859414,0.0353674,2.92431,0.121494359,0.382713,67,19,isda,isda,5.1028,0.786858,10.27656,5.09143,6.10649
Niger,210,29.37661133,0.00969699,14,isda,27.20106207,0.0282937,3.78928,0.107011026,0.428388,69,19,isda,isda,7.06613,1.34068,9.55153,5.3236,6.34957
Niger,324,29.21029053,0.00980836,14,isda,28.35347317,0.0311996,3.39155,0.162866154,0.491113,66,19,isda,isda,6.63695,0.911567,9.9667,5.4056,6.10499
Niger,253,29.12044678,0.066369,15,isda,24.44365621,0.0448415,6.05971,0.248612051,1.06534,67,19,isda,isda,7.68559,1.9577,10.23994,5.98379,6.41138
Niger,187,30.0854126,0.114848,15,isda,23.34374189,0.0493891,15.237,0.386246154,0.486965,68,19,isda,isda,8.74604,1.05207,9.87112,4.5216,6.67299
Niger,184,30.0854126,0.176825,15,isda,23.34374189,0.0850583,15.5955,0.658425641,1.28512,68,19,isda,isda,9.07981,2.40735,9.88758,4.51601,7.12931
Niger,157,29.31969604,0.0252612,15,isda,33.35971013,0.0881413,15.4217,0.035252051,1.14265,61,19,isda,isda,11.1979,1.37326,9.18392,4.79075,6.32058
Niger,222,29.527948,0.0392748,15,isda,32.48021379,0.0639951,3.45742,0.335976923,0.891641,68,19,isda,isda,7.97414,1.03341,9.4183,6.54172,6.46401
Niger,307,29.50487671,0.0845329,15,isda,19.64802667,0.0535111,8.7567,0.453076923,0.506781,61,19,isda,isda,8.28405,1.39182,10.63594,5.42359,6.01896
Niger,237,28.82720337,0.0992563,15,isda,27.48031355,0.0756072,8.86666,0.246573333,1.04723,61,19,isda,isda,5.93231,1.42718,10.31328,5.99333,6.5753
Niger,101,29.79448853,0.00479266,15,isda,29.26342376,0.0237932,5.82026,0.120644359,0.45699,75,19,isda,isda,3.2311,1.06799,9.13196,6.1885,6.49771
Niger,166,29.31969604,0.00620066,15,isda,33.35971013,0.0280217,9.621,0.099669487,0.329816,63,19,isda,isda,5.94555,0.871574,9.18178,4.79187,6.73736
Niger,99,29.79448853,0.00631038,15,isda,29.26342376,0.0309014,4.64349,0.103296154,0.475921,72,19,isda,isda,4.06012,1.05602,9.12887,6.18629,6.37299
Niger,70,29.7479187,0.00655726,15,isda,36.46295518,0.0190778,3.78652,0.011326872,0.182265,64,19,isda,isda,5.84128,0.576152,8.99492,5.53692,6.25319
Niger,237,29.16149292,0.00661949,15,isda,21.11387998,0.0207261,4.20352,0.041712564,0.378155,68,19,isda,isda,5.57431,0.844731,10.24296,5.07161,5.85169
Niger,107,29.79448853,0.00760388,15,isda,29.26342376,0.0385233,4.90098,0.10733641,0.514145,71,19,isda,isda,4.46944,1.07905,9.09189,6.16056,6.59513
Niger,118,29.31969604,0.114917,16,isda,33.35971013,0.056376,18.3709,0.442458974,0.628925,63,19,isda,isda,10.4939,1.46501,9.17016,4.80645,6.557
Niger,336,28.93154297,0.213323,16,isda,23.96284603,0.229969,9.56525,0.367266667,3.0822,65,19,isda,isda,6.95725,1.44835,10.00945,5.40025,6.04059
Niger,305,29.50487671,0.0128663,16,isda,19.64802667,0.0328509,4.96116,0.305387179,0.626437,64,19,isda,isda,5.78225,1.4143,10.63249,5.42157,6.53516
Niger,321,29.21029053,0.0484356,16,isda,28.35347317,0.0328058,13.1125,0.205399487,0.520653,67,19,isda,isda,5.51922,1.41549,9.96369,5.40103,6.12475
Niger,94,29.79448853,0.00408099,16,isda,29.26342376,0.0262302,3.31768,0.119948205,0.449287,73,19,isda,isda,4.20853,0.984831,9.13021,6.18473,5.8138
Niger,65,30.18154297,0.00489395,16,isda,39.38763216,0.0216139,2.14682,0.162174103,0.299919,65,19,isda,isda,4.86838,1.23538,8.5237,6.51612,6.72873
Niger,79,29.7479187,0.0264372,17,isda,36.46295518,0.0471762,17.354,0.133547692,0.92065,64,19,isda,isda,4.84625,1.12623,8.99716,5.56177,6.79739
Niger,221,29.37661133,0.0374293,17,isda,27.20106207,0.0377672,4.51902,0.212338205,0.557036,66,19,isda,isda,9.48583,0.919806,9.56946,5.38898,5.71478
Niger,323,29.21029053,0.00547429,17,isda,28.35347317,0.0212609,3.18419,0.124048205,0.467308,61,19,isda,isda,5.46517,1.32848,9.96369,5.40567,6.13105
Niger,311,29.21029053,0.155381,18,isda,28.35347317,0.0791843,8.80966,0.204558974,0.987372,60,19,isda,isda,9.21012,1.42508,9.98435,5.45892,6.16909
Niger,207,30.0854126,0.234993,18,isda,23.34374189,0.208468,18.7218,0.444289744,3.86854,64,19,isda,isda,17.9922,2.30602,9.90478,4.50756,6.01843
Niger,67,30.18154297,0.0241397,18,isda,39.38763216,0.053565,5.75107,0.20942359,0.974058,59,19,isda,isda,4.90514,1.03166,8.52986,6.5071,6.4404
