Area,Average_Elevation,Average_Temperature,Boron,Clay,Land class,Mean_Precipitation,Nitrogen,Phosphorus,Potassium,SOC,Sand,Silt,Soil group,Soil type,Sulfur,Zinc,latitude,longitude,pH
Kaduna,750,25.97524414,0.0392509,26,isda,45.23062333,0.0761571,2.09947,0.23675641,0.684698,57,17,isda,isda,13.229,1.38968,9.9395,8.2328,5.85224
Kaduna,715,26.17937622,0.153962,19,isda,45.73544115,0.0760523,6.32121,0.504133333,0.92588,61,18,isda,isda,19.1981,1.22458,10.03506,7.80173,5.2107
Kaduna,760,25.51067505,0.0519005,19,isda,38.01778704,0.0820677,3.07312,0.257464103,1.36258,61,18,isda,isda,11.3666,1.25945,10.05669,8.3493,5.57161
Kaduna,764,25.51067505,0.114733,20,isda,38.01778704,0.0762673,4.42967,0.704512821,0.992992,54,18,isda,isda,7.52422,1.44151,10.07858,8.34794,5.80945
Kaduna,606,27.27532349,0.0158789,20,isda,39.17561471,0.0350161,2.19251,0.173215128,0.585573,61,18,isda,isda,7.0097,1.08327,9.51446,7.73969,5.60701
Kaduna,607,27.27532349,0.0255957,20,isda,39.17561471,0.0424814,2.2969,0.16827359,0.55403,61,18,isda,isda,6.61229,0.992335,9.51287,7.73844,5.75202
Kaduna,633,27.27532349,0.0386158,20,isda,39.17561471,0.0544523,3.52163,0.298807692,0.615998,58,18,isda,isda,9.81703,1.43741,9.55611,7.7022,5.90116
Kaduna,752,25.51067505,0.0445645,20,isda,38.01778704,0.0954207,4.28402,0.191086923,1.28764,60,18,isda,isda,8.91846,1.0652,10.06091,8.3458,5.73929
Kaduna,666,26.40593872,0.0528614,20,isda,39.17843476,0.0919099,3.64864,0.209892821,1.12368,55,18,isda,isda,12.4072,1.53332,10.00405,7.64538,6.04325
Kaduna,698,26.53502808,0.0899893,20,isda,53.77300456,0.176073,10.2944,0.483405128,1.72549,55,18,isda,isda,8.46486,1.0714,9.5029,7.77212,5.65036
Kaduna,636,27.27532349,0.018938,21,isda,39.17561471,0.0580411,6.78604,0.260935897,0.78525,55,18,isda,isda,6.64653,0.992661,9.55781,7.7037,6.11144
Kaduna,648,26.53502808,0.105096,21,isda,53.77300456,0.0830984,3.25303,0.266528205,0.598672,54,18,isda,isda,12.961,0.70285,9.50286,7.76737,5.67556
Kaduna,635,26.53502808,0.106461,21,isda,53.77300456,0.0713347,5.52835,0.397828205,0.595784,56,18,isda,isda,14.6115,0.990761,9.51267,7.76826,5.86122
Kaduna,654,26.53502808,0.110889,21,isda,53.77300456,0.0615948,3.4069,0.16555359,0.65473,58,18,isda,isda,9.29937,0.768054,9.50729,7.76562,5.65301
Kaduna,639,26.53502808,0.112267,21,isda,53.77300456,0.0778155,5.1347,0.227899231,0.520367,59,18,isda,isda,7.62488,0.601046,9.51147,7.76449,6.27435
Kaduna,682,27.27532349,0.122593,21,isda,39.17561471,0.120058,3.04392,0.478802564,1.24349,60,18,isda,isda,10.0275,1.17112,9.50449,7.69809,5.99087
Kaduna,613,27.27532349,0.0104845,21,isda,39.17561471,0.0359102,4.76336,0.239810513,0.453987,58,18,isda,isda,6.09208,1.26843,9.53913,7.74581,5.39224
Kaduna,759,25.51067505,0.0158628,21,isda,38.01778704,0.0402494,6.43371,0.159766154,0.560388,60,18,isda,isda,6.75162,1.25721,10.01166,8.28284,5.74047
Kaduna,776,25.72683105,0.0417328,21,isda,34.85562652,0.123974,1.46694,0.526279487,0.985288,58,18,isda,isda,7.52997,1.52694,9.95523,8.29963,4.78618
Kaduna,658,26.53502808,0.0604993,21,isda,53.77300456,0.199143,3.2574,0.393761538,2.44644,56,18,isda,isda,14.4073,1.32645,9.50432,7.76676,5.51403
Kaduna,638,26.53502808,0.0667331,21,isda,53.77300456,0.0721494,2.32541,0.198264615,0.801215,56,18,isda,isda,11.4562,1.43879,9.51005,7.76954,6.15737
Kaduna,690,27.27532349,0.0680869,21,isda,39.17561471,0.125263,2.75655,0.473858974,1.25195,53,18,isda,isda,9.50652,1.61783,9.50277,7.69246,6.04725
Kaduna,692,26.53502808,0.0787598,21,isda,53.77300456,0.209594,5.74873,0.858264103,1.79221,56,18,isda,isda,7.98604,1.76335,9.50214,7.77232,5.39547
Kaduna,649,26.17937622,0.0858138,21,isda,45.73544115,0.050678,5.06733,0.656623077,0.618866,58,18,isda,isda,5.2814,1.2689,10.07448,7.77096,6.6403
Kaduna,657,26.53502808,0.06774,22,isda,53.77300456,0.170919,4.16389,0.486787179,2.31886,57,18,isda,isda,6.60693,1.1374,9.50315,7.76696,5.93055
Kaduna,668,26.8203064,0.020548,22,isda,45.02845183,0.0710737,1.98219,0.204815641,1.03571,58,18,isda,isda,8.6771,1.41292,9.95305,7.63414,5.5989
Kaduna,751,25.97524414,0.033213,22,isda,45.23062333,0.0671287,2.64493,0.181175128,1.08918,58,18,isda,isda,12.9166,0.938662,9.93767,8.22513,5.83889
Kaduna,805,24.74074707,0.096561,22,isda,36.44930944,0.0592888,2.58947,0.158648205,0.688908,57,18,isda,isda,6.65444,1.56863,10.19106,8.61924,5.69316
Kaduna,757,25.51067505,0.122174,22,isda,38.01778704,0.0655216,2.69937,0.470061538,1.2276,53,18,isda,isda,7.02448,1.40163,10.07311,8.34418,6.05665
Kaduna,530,25.37548218,0.0150807,22,isda,66.15544111,0.0369145,4.64614,0.140169231,0.581236,59,18,isda,isda,4.73414,1.44655,9.33275,8.54349,5.65379
Kaduna,771,25.51067505,0.0210166,22,isda,38.01778704,0.0575366,3.51764,0.213579231,0.727532,55,18,isda,isda,7.07643,1.41735,10.08713,8.40276,6.11017
Kaduna,685,26.8203064,0.0642068,22,isda,45.02845183,0.0772891,4.70972,0.042630769,0.794797,59,18,isda,isda,10.3495,1.08865,9.94758,7.64398,5.68834
Kaduna,835,24.74074707,0.0686372,22,isda,36.44930944,0.0669732,3.88597,0.333161538,0.712429,57,18,isda,isda,6.42883,1.45692,10.17145,8.66998,5.97794
Kaduna,642,26.8203064,0.0707737,22,isda,45.02845183,0.0787156,3.03614,0.109370769,0.62661,58,18,isda,isda,16.3268,1.33236,9.97237,7.6373,5.58868
Kaduna,661,26.40593872,0.0733401,22,isda,39.17843476,0.0556483,2.25846,0.358138462,0.83904,58,18,isda,isda,9.64089,0.725772,10.00894,7.64095,5.54733
Kaduna,652,26.8203064,0.039817,23,isda,45.02845183,0.0429308,4.78649,0.027625385,0.478234,58,18,isda,isda,6.85772,0.732702,9.96717,7.64637,5.82978
Kaduna,627,27.27532349,0.101433,23,isda,39.17561471,0.0990113,4.81689,0.020801564,0.907556,59,18,isda,isda,11.7984,1.47238,9.55416,7.70548,5.57768
Kaduna,751,25.51067505,0.143422,23,isda,38.01778704,0.158069,4.32078,0.447725641,1.70681,50,18,isda,isda,10.6085,1.65916,10.07683,8.33876,5.23035
Kaduna,748,25.72683105,0.153385,23,isda,34.85562652,0.0327694,2.06853,0.136232308,0.47673,57,18,isda,isda,7.26225,1.60971,9.97642,8.26309,6.16115
Kaduna,538,25.37548218,0.153712,23,isda,66.15544111,0.0900077,11.5874,0.191007179,1.21691,60,18,isda,isda,13.7403,1.2034,9.33003,8.54561,5.80219
Kaduna,729,25.93297729,0.0124276,23,isda,45.85992545,0.0459164,1.76268,0.185177179,0.625065,60,18,isda,isda,13.5288,0.759954,10.00265,8.23832,6.22898
Kaduna,657,26.8203064,0.0145255,23,isda,45.02845183,0.0887397,2.88273,0.095178974,0.675532,58,18,isda,isda,8.71305,0.795986,9.97501,7.61346,5.47018
Kaduna,658,26.40593872,0.0198332,23,isda,39.17843476,0.0376979,4.32461,0.026942308,0.390807,61,18,isda,isda,7.19871,1.05595,10.0036,7.63932,5.65322
Kaduna,604,27.27532349,0.0198349,23,isda,39.17561471,0.0246213,7.73267,0.270646154,0.439218,61,18,isda,isda,4.88904,1.11729,9.53923,7.7433,5.97271
Kaduna,703,26.8203064,0.0245944,23,isda,45.02845183,0.0648218,6.05539,0.212338205,0.725727,57,18,isda,isda,10.6875,0.970756,9.93174,7.65006,5.78437
Kaduna,652,26.8203064,0.0571216,23,isda,45.02845183,0.0501011,5.17679,0.021632154,0.587534,54,18,isda,isda,6.53354,1.21927,9.96881,7.63923,5.98553
Kaduna,645,26.8203064,0.0616271,23,isda,45.02845183,0.0857226,5.6783,0.264153846,0.803685,54,18,isda,isda,8.05578,1.80813,9.98088,7.61376,5.77584
Kaduna,524,25.37548218,0.0705332,23,isda,66.15544111,0.146051,15.044,0.267448718,1.46446,56,18,isda,isda,10.312,1.36968,9.32842,8.53281,6.07167
Kaduna,665,26.8203064,0.086198,24,isda,45.02845183,0.103528,1.75687,0.247649744,1.10174,56,18,isda,isda,6.59676,1.35597,9.9289,7.67106,5.52417
Kaduna,712,27.27532349,0.156596,24,isda,39.17561471,0.129085,3.74332,0.422069231,1.17674,51,18,isda,isda,13.268,1.47867,9.50602,7.71172,6.04981
Kaduna,747,25.51067505,0.0090268,24,isda,38.01778704,0.0268692,3.17937,0.111479231,0.444446,58,18,isda,isda,6.24005,1.05328,10.05573,8.34043,6.2161
Kaduna,737,25.51067505,0.0163774,24,isda,38.01778704,0.0722025,4.19979,0.269389744,0.876909,57,18,isda,isda,7.44288,1.76426,10.02935,8.3506,5.88638
Kaduna,610,27.27532349,0.0198416,24,isda,39.17561471,0.048497,2.42404,0.250439744,0.795145,56,18,isda,isda,9.92303,0.961763,9.52669,7.72966,5.92599
Kaduna,733,25.97524414,0.0239496,24,isda,45.23062333,0.101359,4.50491,0.344561538,1.85938,58,18,isda,isda,11.5362,1.52013,9.98507,8.23184,5.91089
Kaduna,600,26.98513184,0.0239968,24,isda,46.00242153,0.0546345,2.24696,0.3032,0.847913,59,18,isda,isda,6.98344,0.712019,9.47653,7.7489,5.68496
Kaduna,548,25.37548218,0.0305384,24,isda,66.15544111,0.0617698,5.31902,0.194222308,0.772914,56,18,isda,isda,8.21089,1.19194,9.32774,8.56535,5.96139
Kaduna,676,26.8203064,0.0338751,24,isda,45.02845183,0.0702056,5.67733,0.043393846,0.691268,54,18,isda,isda,6.42168,1.01826,9.93556,7.65639,5.49763
Kaduna,738,25.51067505,0.0359252,24,isda,38.01778704,0.0690981,1.76455,0.165587436,1.13896,52,18,isda,isda,11.4927,1.01608,10.08159,8.32215,5.68987
Kaduna,744,25.97524414,0.0538707,24,isda,45.23062333,0.0918591,2.45488,0.221043333,1.32902,58,18,isda,isda,8.22473,1.29755,9.94164,8.22771,5.59556
Kaduna,745,25.97524414,0.0619591,24,isda,45.23062333,0.0898074,3.34605,0.247320513,1.75315,55,18,isda,isda,9.09992,1.21406,9.96509,8.22529,5.45637
Kaduna,691,27.27532349,0.0688966,24,isda,39.17561471,0.107584,6.54168,0.658023077,0.938292,57,18,isda,isda,9.21213,0.775919,9.51478,7.71613,6.24208
Kaduna,669,26.8203064,0.047101,25,isda,45.02845183,0.0727617,3.23118,0.342692308,0.912523,60,18,isda,isda,9.52188,1.28179,9.92063,7.67038,5.25877
Kaduna,662,26.8203064,0.0487304,25,isda,45.02845183,0.0772482,2.44426,0.265815385,1.10746,53,18,isda,isda,13.5762,2.37236,9.96801,7.6324,5.201
Kaduna,653,27.0380188,0.031928,15,isda,21.22393996,0.0740193,3.83052,0.229808718,1.00988,64,19,isda,isda,5.51419,0.97806,11.1213,6.9432,5.67173
Kaduna,644,27.0380188,0.00949868,16,isda,21.22393996,0.043368,4.37794,0.165478974,0.679706,63,19,isda,isda,7.74192,0.86337,11.1236,6.94642,5.86296
Kaduna,656,27.0380188,0.0130235,17,isda,21.22393996,0.0657987,2.61986,0.146298462,0.627436,60,19,isda,isda,5.60834,0.842994,11.14417,6.9258,5.71874
Kaduna,661,27.0380188,0.0159366,17,isda,21.22393996,0.0561536,2.94744,0.153549231,0.642747,62,19,isda,isda,6.28635,0.942238,11.14159,6.92497,5.58822
Kaduna,657,27.0380188,0.0669138,18,isda,21.22393996,0.076626,1.95736,0.246693077,0.99269,64,19,isda,isda,7.78307,0.984085,11.13135,6.93382,5.95833
Kaduna,652,27.0380188,0.0528191,19,isda,21.22393996,0.0372311,3.1372,0.14846641,0.690469,58,19,isda,isda,7.20465,0.655199,11.14245,6.92963,6.06029
Kaduna,612,27.27532349,0.0291073,20,isda,39.17561471,0.0338209,1.97538,0.280469231,0.619818,61,19,isda,isda,5.70691,0.742188,9.54228,7.74603,6.09185
Kaduna,653,27.0380188,0.0360202,20,isda,21.22393996,0.0517512,1.90125,0.15704359,0.80551,59,19,isda,isda,5.49069,0.937417,11.14454,6.93145,5.67493
Kaduna,593,27.27532349,0.1676,21,isda,39.17561471,0.0801812,5.89749,0.205271795,1.00637,57,19,isda,isda,5.21915,0.998162,9.52822,7.73493,5.60867
Kaduna,528,25.37548218,0.020618,21,isda,66.15544111,0.0732952,2.22735,0.368728205,1.61954,57,19,isda,isda,5.27156,1.99794,9.39101,8.55166,5.7602
Kaduna,749,25.51067505,0.101152,21,isda,38.01778704,0.0521879,3.66589,0.315705128,0.870886,49,19,isda,isda,7.72719,1.00509,10.07588,8.34011,6.22219
Kaduna,774,25.51067505,0.0168471,21,isda,38.01778704,0.0625845,2.95999,0.194222308,1.04659,51,19,isda,isda,7.32321,1.38546,10.09688,8.39126,5.94001
Kaduna,768,25.51067505,0.0219834,21,isda,38.01778704,0.0541098,1.11415,0.195580513,0.784872,57,19,isda,isda,6.64185,1.31473,10.10614,8.38435,5.23506
Kaduna,806,24.74074707,0.0550673,21,isda,36.44930944,0.0583618,3.64633,0.305769231,0.704495,57,19,isda,isda,8.08175,1.37211,10.14002,8.63739,6.00349
Kaduna,588,26.40410767,0.0650827,21,isda,23.69065024,0.053926,2.9308,0.226141282,0.604895,63,19,isda,isda,7.14363,1.22623,10.50913,7.31596,6.05084
Kaduna,613,27.27532349,0.0777641,21,isda,39.17561471,0.0962876,4.18678,0.267384615,1.14443,62,19,isda,isda,5.07072,1.55716,9.52108,7.7274,5.80102
Kaduna,604,27.27532349,0.0780013,21,isda,39.17561471,0.0550935,5.47999,0.135125641,0.700216,58,19,isda,isda,6.9147,1.33414,9.51661,7.7321,5.43777
Kaduna,528,25.37548218,0.0889698,21,isda,66.15544111,0.0491431,6.70971,0.209667692,0.98795,57,19,isda,isda,9.52262,0.993851,9.39095,8.55159,5.72253
Kaduna,777,25.51067505,0.0923727,21,isda,38.01778704,0.143376,5.89118,0.918461538,1.63323,56,19,isda,isda,8.08858,1.971,10.09251,8.37845,6.17679
Kaduna,764,25.51067505,0.027608,22,isda,38.01778704,0.0929811,5.34177,0.193754103,1.5601,57,19,isda,isda,8.03476,1.48381,10.09573,8.38507,5.666
Kaduna,753,25.51067505,0.109859,22,isda,38.01778704,0.0587704,3.6071,0.313776923,0.845931,56,19,isda,isda,14.1135,1.14625,10.07148,8.39044,5.77518
Kaduna,754,25.51067505,0.360322,22,isda,38.01778704,0.200387,4.88782,0.389710256,2.28899,55,19,isda,isda,22.7236,2.00507,10.08277,8.39563,5.16914
Kaduna,773,25.51067505,0.365601,22,isda,38.01778704,0.111978,4.07648,0.463117949,1.54427,54,19,isda,isda,9.56091,2.08543,10.07876,8.38744,6.26038
Kaduna,658,26.8203064,0.0270519,22,isda,45.02845183,0.0618722,3.9214,0.097912308,0.472568,60,19,isda,isda,11.4933,0.745015,9.9507,7.63237,5.51456
Kaduna,624,26.8203064,0.0324685,22,isda,45.02845183,0.132292,1.75342,0.374248718,1.62911,57,19,isda,isda,13.8196,1.23004,9.9923,7.59128,5.60028
Kaduna,699,26.8203064,0.0356492,22,isda,45.02845183,0.0709901,3.16579,0.082512308,0.616436,61,19,isda,isda,8.74718,0.678369,9.93387,7.64971,5.55178
Kaduna,772,25.51067505,0.0416749,22,isda,38.01778704,0.106672,2.30863,0.16696,1.54189,53,19,isda,isda,10.7134,1.5351,10.10431,8.38221,5.58754
Kaduna,607,27.27532349,0.0562595,22,isda,39.17561471,0.0776528,3.88984,0.019598513,0.780336,59,19,isda,isda,6.15042,0.789844,9.52259,7.7304,5.72196
Kaduna,593,27.27532349,0.0610902,22,isda,39.17561471,0.0696902,0.959697,0.184797949,0.898871,58,19,isda,isda,9.53796,1.19664,9.53434,7.7296,5.86019
Kaduna,648,26.8203064,0.0813581,22,isda,45.02845183,0.0873907,5.41762,0.042334103,0.918988,59,19,isda,isda,12.4171,1.05983,9.96643,7.66272,5.25152
Kaduna,605,26.40410767,0.0938659,22,isda,23.69065024,0.0622202,3.36366,0.179469487,0.624581,59,19,isda,isda,10.6725,1.23852,10.52163,7.31349,6.2099
Kaduna,730,25.93297729,0.062165,23,isda,45.85992545,0.0711166,1.42895,0.264369231,0.762256,53,19,isda,isda,22.0409,0.972402,10.00101,8.23684,5.24241
Kaduna,633,27.27532349,0.158433,23,isda,39.17561471,0.134451,4.54073,0.662315385,1.44303,58,19,isda,isda,8.14916,1.8993,9.55528,7.69803,6.38474
Kaduna,531,25.37548218,0.200412,23,isda,66.15544111,0.0684492,5.97165,0.145672308,1.2013,58,19,isda,isda,7.11583,1.19907,9.38739,8.56429,5.95324
Kaduna,762,25.51067505,0.0238296,23,isda,38.01778704,0.0770541,5.13093,0.203824615,1.18049,57,19,isda,isda,7.63363,2.11039,10.07054,8.40004,6.06172
Kaduna,641,26.8203064,0.0295804,23,isda,45.02845183,0.0685021,4.11215,0.045345385,0.724923,56,19,isda,isda,8.846,1.1851,9.9778,7.61718,5.51492
Kaduna,638,26.8203064,0.0312551,23,isda,45.02845183,0.132138,1.23895,0.314387179,1.22857,55,19,isda,isda,9.71337,1.44599,9.97799,7.61969,5.42518
Kaduna,529,25.37548218,0.0348466,23,isda,66.15544111,0.0559456,3.71486,0.205271795,0.690377,59,19,isda,isda,6.23073,1.24508,9.33367,8.54119,6.07773
Kaduna,557,25.37548218,0.0402528,23,isda,66.15544111,0.0518631,16.2359,0.419710256,0.713063,54,19,isda,isda,5.89389,1.08737,9.3283,8.57094,5.80615
Kaduna,687,26.8203064,0.0651074,23,isda,45.02845183,0.104325,4.63578,0.201885385,1.09033,51,19,isda,isda,15.1809,1.64281,9.95127,7.64524,5.50141
Kaduna,667,26.8203064,0.0932032,23,isda,45.02845183,0.138852,3.51782,0.109658974,1.21155,56,19,isda,isda,8.86804,0.748084,9.92139,7.66989,5.19708
Kaduna,758,25.51067505,0.02129,24,isda,38.01778704,0.0577744,3.64538,0.158648205,0.957567,58,19,isda,isda,7.9742,1.54871,10.0664,8.39838,5.85678
Kaduna,749,25.97524414,0.10128,24,isda,45.23062333,0.091241,2.58348,0.339469231,0.987345,55,19,isda,isda,13.8476,1.42311,9.9374,8.23293,5.6293
Kaduna,648,26.8203064,0.144037,24,isda,45.02845183,0.139141,3.7169,0.488433333,1.48658,55,19,isda,isda,9.23306,1.66754,9.96869,7.64235,5.83575
Kaduna,644,26.8203064,0.154132,24,isda,45.02845183,0.0917609,1.73953,0.285071795,1.08074,59,19,isda,isda,17.5065,2.35305,9.97055,7.64599,6.03536
Kaduna,743,25.97524414,0.191868,24,isda,45.23062333,0.0856564,1.88863,0.36325641,0.926271,53,19,isda,isda,9.78971,1.41794,9.96791,8.23167,5.39402
Kaduna,616,26.53502808,0.0305217,24,isda,53.77300456,0.0468727,2.53175,0.239810513,0.627451,59,19,isda,isda,5.51071,1.07802,9.5433,7.75063,5.56168
Kaduna,727,25.51067505,0.0451817,24,isda,38.01778704,0.0747096,4.31497,0.195580513,1.04611,50,19,isda,isda,7.0773,2.01357,10.01841,8.2614,5.92902
Kaduna,660,26.8203064,0.0717665,24,isda,45.02845183,0.108587,3.16431,0.045454615,0.927863,54,19,isda,isda,7.85912,1.05254,9.92652,7.67282,5.89078
Kaduna,653,26.8203064,0.102361,25,isda,45.02845183,0.0998936,6.6984,0.649587179,0.990089,55,19,isda,isda,5.487,1.62376,9.96636,7.65979,6.58062
Kaduna,734,25.97524414,0.129846,25,isda,45.23062333,0.11453,2.1775,0.527576923,1.58986,52,19,isda,isda,6.26517,1.03101,9.96789,8.22953,5.73725
Kaduna,728,27.27532349,0.33258,26,isda,39.17561471,0.170925,15.8249,0.381412821,1.90798,57,19,isda,isda,12.5854,2.29899,9.51283,7.71379,5.83878
Kaduna,721,25.51067505,0.0529046,26,isda,38.01778704,0.0840695,3.64648,0.20942359,1.1121,53,19,isda,isda,8.89787,1.51416,10.01844,8.26676,5.82088
Kaduna,650,27.0380188,0.0100594,15,isda,21.22393996,0.0426876,1.83496,0.185434103,0.495762,64,20,isda,isda,6.59876,0.728583,11.07467,6.98663,5.80391
Kaduna,606,26.40410767,0.0254222,15,isda,23.69065024,0.0404283,2.11607,0.187882564,0.789136,67,20,isda,isda,6.02325,1.24733,10.52598,7.35608,5.78076
Kaduna,642,27.0380188,0.0371647,16,isda,21.22393996,0.0488234,1.35059,0.189773333,0.732908,64,20,isda,isda,5.56193,1.09288,11.09573,6.94579,6.28794
Kaduna,617,26.40410767,0.0182382,17,isda,23.69065024,0.115073,1.71632,0.354184615,1.25154,70,20,isda,isda,8.31819,2.01287,10.52181,7.36214,5.71051
Kaduna,657,27.0380188,0.0173349,18,isda,21.22393996,0.0818287,2.2816,0.156020256,0.933505,63,20,isda,isda,6.48511,0.948514,11.14386,6.92594,5.51487
Kaduna,637,27.0380188,0.0231125,18,isda,21.22393996,0.0502009,1.93016,0.189784872,0.922679,61,20,isda,isda,8.11659,0.915714,11.11599,6.94478,6.35368
Kaduna,606,26.29729614,0.0400754,18,isda,17.88225025,0.039377,3.42563,0.12994,0.537714,59,20,isda,isda,5.55376,1.26395,11.46843,7.9863,5.98435
Kaduna,647,27.0380188,0.0604316,18,isda,21.22393996,0.152893,2.19439,0.173966923,1.47331,60,20,isda,isda,11.5436,1.18822,11.08884,6.94778,5.24168
Kaduna,803,24.74074707,0.033127,19,isda,36.44930944,0.0478676,3.74686,0.205960256,0.768874,55,20,isda,isda,7.71021,1.39192,10.14152,8.63447,5.68784
Kaduna,774,25.72683105,0.054715,21,isda,34.85562652,0.0937271,2.14437,0.376889744,1.01737,55,20,isda,isda,11.3358,1.05106,9.95276,8.30117,5.45857
Kaduna,611,26.53502808,0.0144974,21,isda,53.77300456,0.0374649,4.7944,0.017941487,0.478264,59,20,isda,isda,7.2025,0.718304,9.54065,7.75045,5.90426
Kaduna,590,27.27532349,0.0553835,21,isda,39.17561471,0.0432136,2.10273,0.192346923,0.593415,54,20,isda,isda,5.24213,1.40536,9.51357,7.74492,5.83695
Kaduna,517,25.37548218,0.096487,22,isda,66.15544111,0.124131,7.51814,0.261305128,1.12197,55,20,isda,isda,10.3283,1.55631,9.38429,8.57764,5.94744
Kaduna,764,25.51067505,0.0194088,22,isda,38.01778704,0.0527501,4.20022,0.157449487,0.800233,56,20,isda,isda,8.5619,1.87121,10.08218,8.39948,6.29719
Kaduna,751,25.51067505,0.0253294,22,isda,38.01778704,0.106451,3.69328,0.16724359,1.3296,54,20,isda,isda,6.29519,1.36992,10.07704,8.39417,5.82252
Kaduna,790,24.74074707,0.0258539,22,isda,36.44930944,0.0566351,2.1669,0.248358205,0.971775,56,20,isda,isda,7.05889,1.22115,10.1885,8.60225,5.78093
Kaduna,786,24.74074707,0.0596988,22,isda,36.44930944,0.0981553,6.06139,0.333869231,0.992157,49,20,isda,isda,9.13376,1.4192,10.14699,8.63268,5.97301
Kaduna,652,26.17937622,0.0982751,22,isda,45.73544115,0.158795,3.3804,0.457376923,1.70244,55,20,isda,isda,11.269,1.64206,10.07107,7.76441,4.8786
Kaduna,722,25.51067505,0.122433,23,isda,38.01778704,0.132969,2.8359,0.226942564,1.46935,54,20,isda,isda,8.14961,2.00197,10.01684,8.26738,5.7849
Kaduna,535,25.37548218,0.135819,23,isda,66.15544111,0.176941,4.28966,0.572738462,1.83926,53,20,isda,isda,11.2889,1.19069,9.39795,8.59752,5.88589
Kaduna,519,25.37548218,0.193729,23,isda,66.15544111,0.132672,7.04755,0.248334615,1.39497,53,20,isda,isda,7.79342,1.75646,9.38406,8.56828,6.35409
Kaduna,786,24.74074707,0.0220795,23,isda,36.44930944,0.0494306,2.45841,0.155329231,0.77605,54,20,isda,isda,6.42593,1.3706,10.18887,8.59984,5.77018
Kaduna,581,27.27532349,0.0361388,23,isda,39.17561471,0.0678629,3.09137,0.271282051,1.08483,56,20,isda,isda,5.45988,1.50563,9.53061,7.73571,5.67336
Kaduna,759,25.51067505,0.0591863,23,isda,38.01778704,0.105437,2.46503,0.338451282,1.21417,57,20,isda,isda,15.5624,0.85367,10.06863,8.39868,5.32085
Kaduna,639,26.8203064,0.0598668,23,isda,45.02845183,0.0976956,6.04213,0.186220513,1.13337,58,20,isda,isda,7.23422,1.64268,9.97173,7.65995,5.84894
Kaduna,525,25.37548218,0.0710379,23,isda,66.15544111,0.0921409,1.89067,0.260071795,1.10578,59,20,isda,isda,8.37145,1.54422,9.38645,8.57113,5.3482
Kaduna,530,25.37548218,0.0946126,23,isda,66.15544111,0.0825282,5.48772,0.248533077,0.881333,56,20,isda,isda,10.0971,2.3685,9.38313,8.57456,6.19154
Kaduna,566,25.37548218,0.016511,24,isda,66.15544111,0.123615,4.95659,0.436041026,1.55202,53,20,isda,isda,11.073,2.30507,9.32327,8.58151,5.66525
Kaduna,621,26.8203064,0.024174,24,isda,45.02845183,0.047291,3.01637,0.021797513,0.47449,50,20,isda,isda,7.01705,0.863514,9.99547,7.59854,5.77217
Kaduna,639,26.8203064,0.064394,24,isda,45.02845183,0.0870605,3.65991,0.244734872,0.66776,56,20,isda,isda,11.2418,0.942078,9.97187,7.66341,5.20852
Kaduna,768,25.72683105,0.117351,24,isda,34.85562652,0.0592914,1.66326,0.389102564,0.617602,55,20,isda,isda,8.59994,0.940406,9.95862,8.29828,5.74234
Kaduna,595,26.49041138,0.0218193,24,isda,56.72860146,0.0538642,6.73997,0.091659231,0.572115,55,20,isda,isda,6.25526,0.737694,9.47377,7.75085,5.75948
Kaduna,538,25.37548218,0.0514094,24,isda,66.15544111,0.0943578,3.41471,0.183119744,1.08497,55,20,isda,isda,8.26268,1.95562,9.38174,8.5759,5.19172
Kaduna,627,26.8203064,0.0616005,24,isda,45.02845183,0.0889171,3.66521,0.167763846,0.610551,52,20,isda,isda,11.2112,1.35651,9.99173,7.59781,5.66612
Kaduna,616,26.8203064,0.0673274,24,isda,45.02845183,0.0693645,3.87695,0.017330103,0.582347,52,20,isda,isda,6.79168,0.810049,9.9946,7.5939,5.87175
Kaduna,752,25.51067505,0.0676265,24,isda,38.01778704,0.161587,2.18612,0.185315128,1.13978,50,20,isda,isda,6.80727,1.38916,10.08399,8.39481,5.67466
Kaduna,683,26.8203064,0.0386118,25,isda,45.02845183,0.0402287,6.03873,0.021632154,0.378925,58,20,isda,isda,7.83279,0.865152,9.95143,7.64305,6.25342
Kaduna,524,25.37548218,0.0641674,25,isda,66.15544111,0.0907637,4.87781,0.248334615,1.10838,55,20,isda,isda,12.7496,1.97025,9.37579,8.56192,5.71112
Kaduna,539,25.37548218,0.00718733,25,isda,66.15544111,0.0336752,4.15208,0.169767179,0.567881,51,20,isda,isda,4.78109,0.978779,9.37758,8.56339,5.98387
Kaduna,646,26.8203064,0.0243335,26,isda,45.02845183,0.0381291,3.26368,0.128095128,0.600265,53,20,isda,isda,6.8254,0.882074,9.96547,7.64088,5.57821
Kaduna,516,25.37548218,0.0891257,26,isda,66.15544111,0.155855,8.25801,0.30474359,1.63166,58,20,isda,isda,6.87468,2.11283,9.38252,8.57086,6.21564
Kaduna,642,27.0380188,0.0164587,14,isda,21.22393996,0.0502218,2.12884,0.19075641,0.634603,58,21,isda,isda,6.7619,1.0367,11.11094,6.95345,6.11331
Kaduna,643,27.0380188,0.0128032,16,isda,21.22393996,0.0390213,2.51272,0.173215128,0.579578,64,21,isda,isda,6.98843,0.624183,11.12299,6.95587,5.5858
